2,79,18
2,90,15
2,101,7
2,102,16
2,109,10
2,110,7
2,114,9
2,115,21
2,117,5
2,120,15
2,124,5
2,126,6
2,130,7
2,135,5
2,137,19
2,138,5
2,139,10
2,151,10
2,152,29
2,160,14
2,169,7
2,177,32
2,179,5
2,180,8
2,181,16
2,187,8
2,188,5
2,194,12
2,197,13
2,199,7
2,205,36
2,207,6
2,212,30
2,217,12
2,223,15
2,224,29
2,226,8
2,230,12
2,240,26
2,242,6
2,243,12
2,249,24
2,256,8
2,258,11
2,261,9
2,262,16
2,263,10
2,264,7
2,265,23
2,266,5
2,267,30
2,268,5
2,273,32
2,281,13
2,285,9
2,287,19
2,288,22
2,291,11
2,292,14
2,293,6
2,294,34
2,296,23
2,299,7
2,304,26
2,307,24
2,310,32
2,313,5
2,316,25
2,318,9
2,321,14
2,323,21
2,329,6
2,333,39
2,334,10
2,336,9
2,339,5
2,340,15
2,341,17
2,342,15
2,344,18
2,345,8
2,346,8
2,350,22
2,351,16
2,352,10
2,354,12
2,357,22
2,358,14
2,360,6
2,368,5
2,369,5
2,376,24
2,377,15
2,380,7
2,381,5
2,386,7
2,388,8
2,392,5
2,399,11
2,403,26
2,408,6
2,416,14
2,418,15
2,424,27
2,427,18
2,428,15
2,430,20
2,434,10
2,435,26
2,438,16
2,439,7
2,442,9
2,447,6
2,448,10
2,458,25
2,462,8
2,465,10
2,469,6
2,471,24
2,476,9
2,480,8
2,485,7
2,489,8
2,490,10
2,495,7
2,498,10
2,513,24
2,522,6
2,529,11
2,539,6
2,543,10
2,546,16
2,547,8
2,553,7
2,560,13
2,566,11
2,583,18
2,584,15
2,585,6
2,591,8
2,597,8
2,599,7
2,600,12
2,603,6
2,606,8
2,607,21
2,608,8
2,618,6
2,624,8
2,626,30
2,632,8
2,641,16
2,644,8
2,651,19
2,652,31
2,654,5
2,656,5
2,657,5
2,658,33
2,664,25
2,666,13
2,674,19
2,679,13
2,690,5
2,691,31
2,696,6
2,697,10
2,698,14
2,704,17
2,713,7
2,719,22
2,729,5
2,733,6
2,739,9
2,752,5
2,759,10
2,770,6
2,771,8
2,774,36
2,793,20
2,801,9
2,807,17
2,814,22
2,823,26
2,825,11
2,837,7
2,841,12
2,852,34
2,854,5
2,858,5
2,863,14
2,868,17
2,871,8
2,874,7
2,877,7
2,880,6
2,881,12
2,889,6
2,890,7
2,892,5
2,893,28
2,895,19
2,904,8
2,906,5
2,912,9
2,914,6
2,937,5
2,938,8
2,944,12
2,957,21
2,974,15
2,976,13
2,981,9
2,987,14
2,994,7
2,996,7
2,1003,18
2,1013,5
2,1015,8
2,1017,26
2,1022,18
2,1029,13
2,1033,7
2,1046,8
2,1055,7
2,1061,5
2,1064,10
2,1066,5
2,1070,8
2,1080,8
2,1083,5
2,1087,6
2,1093,16
2,1095,18
2,1097,11
2,1098,5
2,1100,16
2,1106,8
2,1112,15
2,1116,15
2,1121,5
2,1134,21
2,1137,7
2,1141,5
2,1159,6
2,1164,15
2,1173,16
2,1174,6
2,1176,5
2,1193,9
2,1194,5
2,1208,6
2,1210,9
2,1211,7
2,1223,18
2,1225,16
2,1228,5
2,1230,8
2,1231,15
2,1236,12
2,1240,6
2,1242,6
2,1244,11
2,1247,6
2,1250,13
2,1254,9
2,1255,26
2,1261,16
2,1263,8
2,1264,7
2,1268,7
2,1269,16
2,1270,9
2,1292,6
2,1303,26
2,1304,10
2,1306,14
2,1320,15
2,1322,20
2,1327,16
2,1344,21
2,1346,5
2,1352,11
2,1384,5
2,1403,5
2,1422,10
2,1425,5
2,1482,5
2,1485,11
2,1487,5
2,1500,6
2,1515,26
2,1519,11
2,1545,6
2,1553,7
2,1554,12
2,1555,10
2,1586,9
2,1616,7
2,1619,16
2,1622,6
2,1627,6
2,1632,6
2,1638,6
2,1640,6
2,1643,14
2,1645,13
2,1654,9
2,1665,23
2,1702,19
2,1721,15
2,1730,6
2,1738,8
2,1741,5
2,1753,5
2,1756,11
2,1786,6
2,1806,6
2,1808,6
2,1817,7
2,1819,8
2,1828,14
2,1847,16
2,1853,6
2,1873,7
2,1893,23
2,1903,9
2,1908,7
2,1923,7
2,1928,6
2,1939,5
2,1943,5
2,1951,5
2,1953,6
2,1955,8
2,1972,9
2,1973,5
2,1982,15
2,1985,6
2,1995,5
2,2006,15
2,2010,7
2,2030,6
2,2050,6
2,2066,20
2,2072,5
2,2087,5
2,2089,11
2,2090,6
2,2100,12
2,2104,5
2,2130,8
2,2138,7
2,2146,10
2,2147,14
2,2162,10
2,2167,10
2,2199,8
2,2202,15
2,2209,14
2,2217,5
2,2221,6
2,2239,7
2,2265,5
2,2296,7
2,2302,6
2,2324,22
2,2327,7
2,2329,13
2,2333,17
2,2341,8
2,2351,8
2,2365,5
2,2368,5
2,2397,6
2,2425,9
2,2430,7
2,2457,20
2,2488,10
2,2496,5
2,2549,7
2,2552,10
2,2607,8
2,2617,5
2,2626,11
2,2635,13
2,2654,11
2,2694,14
2,2699,7
2,2701,22
2,2711,7
2,2715,6
2,2728,9
2,2770,5
2,2772,5
2,2779,7
2,2786,17
2,2792,6
2,2822,21
2,2835,9
2,2848,5
2,2852,8
2,2854,5
2,2856,18
2,2866,19
2,2907,5
2,2939,7
2,2965,7
2,2971,6
2,3004,16
2,3016,7
2,3035,5
2,3055,9
2,3059,5
2,3078,8
2,3108,6
2,3109,5
2,3122,5
2,3125,7
2,3127,10
2,3155,9
2,3176,11
2,3184,6
2,3187,6
2,3202,15
2,3208,5
2,3215,6
2,3219,10
2,3221,8
2,3269,6
2,3287,11
2,3307,6
2,3308,10
2,3311,14
2,3317,6
2,3339,9
2,3344,5
2,3381,7
2,3399,7
2,3410,6
2,3432,6
2,3475,8
2,3513,5
2,3523,5
2,3536,6
2,3627,5
2,3777,6
2,3780,7
2,3789,6
2,3792,6
2,3821,12
2,3823,7
2,3879,7
2,3901,5
2,3914,5
2,3922,8
2,3951,15
2,3956,5
2,3971,5
2,4019,12
2,4029,8
2,4094,5
2,4110,8
2,4118,5
2,4122,21
2,4166,6
2,4208,6
2,4261,6
2,4301,5
2,4340,5
2,4432,13
2,4499,8
2,4522,14
2,4532,7
2,4586,9
2,4587,8
2,4638,7
2,4641,10
2,4687,6
2,4692,9
2,4729,5
2,4846,7
2,4923,8
2,4933,7
2,4948,9
2,4954,5
2,4956,5
2,5046,6
2,5058,7
2,5181,5
2,5194,5
2,5273,10
2,5303,6
2,5379,5
2,5421,5
2,5470,5
2,6169,7
2,6661,7
2,7721,6
2,10791,5
3,4,15
3,19,8
3,21,7
3,29,15
3,34,12
3,70,9
3,72,8
3,76,5
3,77,5
3,91,11
3,98,11
3,125,6
3,141,5
3,174,6
3,195,16
3,255,5
3,274,8
3,345,10
3,364,10
3,401,10
3,743,5
3,944,6
3,1059,7
3,1184,5
3,1586,6
3,1606,10
3,1647,5
4,6,9
4,9,134
4,11,200
4,12,143
4,18,205
4,19,798
4,21,376
4,24,174
4,25,167
4,26,175
4,27,162
4,29,1604
4,30,174
4,31,52
4,34,1446
4,35,11
4,36,192
4,41,187
4,42,267
4,43,205
4,44,5
4,45,25
4,46,125
4,50,89
4,54,92
4,59,19
4,61,6
4,70,957
4,72,1328
4,73,49
4,76,447
4,77,315
4,78,6
4,79,8
4,84,10
4,85,6
4,86,79
4,88,98
4,91,744
4,96,82
4,97,10
4,98,1640
4,99,152
4,109,8
4,117,30
4,118,147
4,125,1057
4,126,100
4,127,70
4,130,6
4,134,55
4,135,10
4,140,15
4,141,432
4,144,49
4,156,101
4,158,9
4,167,6
4,169,120
4,174,304
4,186,165
4,188,15
4,189,58
4,194,5
4,195,2276
4,197,5
4,198,155
4,206,34
4,207,64
4,208,15
4,212,6
4,220,1069
4,224,9
4,225,50
4,231,33
4,232,10
4,233,49
4,236,37
4,242,419
4,250,513
4,255,497
4,260,287
4,268,13
4,269,47
4,270,52
4,271,13
4,273,6
4,274,417
4,280,6
4,283,51
4,287,8
4,288,26
4,293,60
4,296,5
4,302,20
4,309,65
4,313,129
4,321,5
4,323,5
4,329,365
4,330,9
4,332,38
4,333,17
4,339,5
4,342,8
4,344,11
4,345,1223
4,351,6
4,352,7
4,363,202
4,364,868
4,387,7
4,391,102
4,401,912
4,412,11
4,420,8
4,427,5
4,429,122
4,430,7
4,433,26
4,434,5
4,442,5
4,471,6
4,472,6
4,487,5
4,494,141
4,511,6
4,512,162
4,513,6
4,522,99
4,524,138
4,529,331
4,530,5
4,531,20
4,545,7
4,571,47
4,576,135
4,579,10
4,581,21
4,582,29
4,591,140
4,599,122
4,606,282
4,615,69
4,616,15
4,623,5
4,638,6
4,652,6
4,654,76
4,658,5
4,661,34
4,666,5
4,673,6
4,679,6
4,687,17
4,690,311
4,696,132
4,703,29
4,704,94
4,705,32
4,716,7
4,717,15
4,732,18
4,733,54
4,743,403
4,748,7
4,764,96
4,774,7
4,779,122
4,792,565
4,798,164
4,807,19
4,815,219
4,823,8
4,824,5
4,852,11
4,859,6
4,866,6
4,892,53
4,893,5
4,895,6
4,912,102
4,913,5
4,916,196
4,918,41
4,937,5
4,939,6
4,940,9
4,941,41
4,943,33
4,944,943
4,953,8
4,956,10
4,957,8
4,958,55
4,965,6
4,969,55
4,981,14
4,991,49
4,1017,5
4,1030,9
4,1037,56
4,1050,35
4,1059,240
4,1062,45
4,1066,10
4,1084,7
4,1087,5
4,1089,5
4,1091,8
4,1093,5
4,1103,9
4,1105,5
4,1113,16
4,1120,16
4,1123,25
4,1124,32
4,1126,108
4,1131,142
4,1134,5
4,1143,17
4,1146,13
4,1156,39
4,1170,37
4,1181,39
4,1184,93
4,1187,29
4,1196,336
4,1210,11
4,1211,14
4,1216,44
4,1240,62
4,1242,5
4,1251,12
4,1261,8
4,1270,5
4,1278,110
4,1282,29
4,1283,6
4,1292,39
4,1303,9
4,1310,279
4,1385,56
4,1415,38
4,1425,63
4,1482,6
4,1483,6
4,1485,5
4,1489,8
4,1519,95
4,1536,19
4,1537,53
4,1552,18
4,1555,19
4,1586,622
4,1592,27
4,1597,43
4,1605,13
4,1606,1334
4,1613,10
4,1616,19
4,1618,149
4,1619,8
4,1632,103
4,1645,5
4,1647,266
4,1665,7
4,1666,5
4,1683,5
4,1746,270
4,1749,6
4,1752,7
4,1764,19
4,1774,19
4,1781,9
4,1805,51
4,1814,11
4,1816,33
4,1824,12
4,1829,6
4,1842,10
4,1856,5
4,1863,11
4,1898,63
4,1903,8
4,1917,14
4,1923,7
4,1925,19
4,1928,85
4,1953,7
4,1970,16
4,1974,94
4,1996,13
4,2010,24
4,2106,5
4,2122,5
4,2125,17
4,2130,10
4,2153,9
4,2163,9
4,2176,6
4,2186,212
4,2187,26
4,2238,11
4,2239,27
4,2255,48
4,2272,16
4,2296,22
4,2306,10
4,2310,32
4,2311,44
4,2314,6
4,2327,6
4,2328,5
4,2337,8
4,2382,7
4,2414,65
4,2466,15
4,2483,18
4,2488,28
4,2499,11
4,2560,10
4,2578,245
4,2585,8
4,2605,56
4,2615,10
4,2616,425
4,2650,18
4,2706,280
4,2707,5
4,2767,36
4,2778,5
4,2792,7
4,2809,11
4,2812,17
4,2852,14
4,2855,6
4,2925,108
4,2944,201
4,2963,18
4,2971,38
4,2976,7
4,3003,296
4,3051,308
4,3055,237
4,3061,27
4,3078,12
4,3124,20
4,3127,28
4,3176,247
4,3202,8
4,3235,7
4,3279,42
4,3410,19
4,3484,7
4,3683,50
4,3739,6
4,3901,26
4,3902,9
4,3904,7
4,3922,35
4,3926,30
4,3943,39
4,3995,6
4,4020,6
4,4078,47
4,4162,22
4,4178,11
4,4315,146
4,4355,94
4,4380,10
4,4404,8
4,4522,31
4,4534,17
4,4541,38
4,4551,13
4,4646,49
4,4897,18
4,4948,467
4,5181,14
4,5269,8
4,5535,165
4,5594,5
4,5782,15
4,5850,34
4,5941,7
4,5966,7
4,6082,54
4,6336,6
4,6398,7
4,6418,6
4,6494,16
4,6567,51
4,6652,9
4,6697,6
4,6970,5
4,7156,11
4,7187,11
4,7298,158
4,7315,162
4,7883,37
4,7919,14
4,8009,42
4,8079,20
4,8112,26
4,8223,9
4,8456,83
4,8688,60
4,8887,5
4,8912,25
4,9122,15
4,9142,8
4,9360,64
4,9375,8
4,9420,5
4,9612,12
4,9643,18
4,10678,7
4,10724,6
4,11022,15
5,37,8
5,62,67
5,69,253
5,74,77
5,85,6
5,204,11
5,288,8
5,650,5
5,678,8
5,743,7
5,899,26
5,912,6
5,1036,6
5,1114,9
5,1616,6
5,1625,5
5,1688,20
5,2946,10
6,34,5
6,70,6
6,72,6
6,76,6
6,98,10
6,141,6
6,195,10
6,220,7
6,363,7
6,364,13
6,401,5
6,544,46
6,621,18
6,636,10
6,646,121
6,671,5
6,944,5
6,1626,18
7,32,6
7,49,13
7,64,5
7,66,5
7,80,11
7,128,11
7,148,15
7,172,5
7,203,9
7,214,8
7,235,5
7,248,9
7,253,6
7,378,8
7,393,6
7,473,5
7,493,8
7,593,6
7,648,11
7,662,10
7,692,7
7,741,6
7,749,8
7,794,6
7,964,5
7,971,5
7,1245,6
7,1253,10
7,1452,5
7,1470,9
7,2031,9
8,9,5
8,10,22
8,14,10
8,17,7
8,18,12
8,24,6
8,29,5
8,31,8
8,35,27
8,36,8
8,42,10
8,44,7
8,53,6
8,55,19
8,57,29
8,61,23
8,65,9
8,67,22
8,72,19
8,76,6
8,78,21
8,79,35
8,90,27
8,92,13
8,101,15
8,102,8
8,109,53
8,110,16
8,114,6
8,115,53
8,118,7
8,120,10
8,124,20
8,125,5
8,126,15
8,127,14
8,129,20
8,130,13
8,131,11
8,133,7
8,135,5
8,137,25
8,138,14
8,139,16
8,148,7
8,151,38
8,157,6
8,159,7
8,160,21
8,164,5
8,165,7
8,169,7
8,177,8
8,179,18
8,180,11
8,181,21
8,185,7
8,187,10
8,188,17
8,194,24
8,197,24
8,199,12
8,200,19
8,202,7
8,205,9
8,206,6
8,207,10
8,208,9
8,211,7
8,212,58
8,217,29
8,218,10
8,221,8
8,223,21
8,224,64
8,226,20
8,227,5
8,230,35
8,233,5
8,242,6
8,243,29
8,246,7
8,247,5
8,256,7
8,258,41
8,261,28
8,262,39
8,263,19
8,264,7
8,266,9
8,267,37
8,268,7
8,272,6
8,273,57
8,277,7
8,278,8
8,280,5
8,281,18
8,285,18
8,287,50
8,288,38
8,291,25
8,292,16
8,293,13
8,294,50
8,296,43
8,297,5
8,299,15
8,304,14
8,307,42
8,310,11
8,313,13
8,315,6
8,316,50
8,318,18
8,321,15
8,322,6
8,323,39
8,328,5
8,329,6
8,333,70
8,334,28
8,336,36
8,339,9
8,340,17
8,341,5
8,342,34
8,344,27
8,346,7
8,349,8
8,350,38
8,351,25
8,352,24
8,354,14
8,357,11
8,358,15
8,360,13
8,364,13
8,368,7
8,369,7
8,375,5
8,376,47
8,377,20
8,380,23
8,381,13
8,384,6
8,386,5
8,388,24
8,392,15
8,397,6
8,399,21
8,403,45
8,408,10
8,416,15
8,417,5
8,418,10
8,420,6
8,424,37
8,427,24
8,428,28
8,430,29
8,434,26
8,435,42
8,438,20
8,439,11
8,442,30
8,447,19
8,448,9
8,458,34
8,459,7
8,461,5
8,463,5
8,464,6
8,465,12
8,471,52
8,476,23
8,480,22
8,485,14
8,487,7
8,489,17
8,490,39
8,495,10
8,497,9
8,498,50
8,513,72
8,522,10
8,523,15
8,529,21
8,531,8
8,543,22
8,546,16
8,547,10
8,553,9
8,560,19
8,566,20
8,571,5
8,583,26
8,584,33
8,591,15
8,595,11
8,597,9
8,598,7
8,599,11
8,600,9
8,601,6
8,606,13
8,607,47
8,608,8
8,618,15
8,624,10
8,626,47
8,632,16
8,641,28
8,644,6
8,645,13
8,651,25
8,652,49
8,654,10
8,656,6
8,658,77
8,661,6
8,664,27
8,666,12
8,674,35
8,679,19
8,687,5
8,689,14
8,690,9
8,691,41
8,696,10
8,697,17
8,698,21
8,700,5
8,703,24
8,704,14
8,719,35
8,729,9
8,731,15
8,732,9
8,739,22
8,752,8
8,759,18
8,770,15
8,771,35
8,774,66
8,792,8
8,793,25
8,796,6
8,797,7
8,801,15
8,807,20
8,814,39
8,820,7
8,822,6
8,823,46
8,825,19
8,827,8
8,837,7
8,839,6
8,840,5
8,841,20
8,842,11
8,848,5
8,851,13
8,852,43
8,854,7
8,863,36
8,868,47
8,871,9
8,874,16
8,877,5
8,878,5
8,880,23
8,881,18
8,890,14
8,892,7
8,893,62
8,895,48
8,900,7
8,904,25
8,913,5
8,914,7
8,926,7
8,938,16
8,940,7
8,943,5
8,944,10
8,947,8
8,957,24
8,969,14
8,974,18
8,976,30
8,979,6
8,981,23
8,987,10
8,994,15
8,996,16
8,1003,14
8,1010,5
8,1012,18
8,1013,9
8,1015,11
8,1017,32
8,1022,14
8,1024,5
8,1029,10
8,1033,18
8,1046,12
8,1048,6
8,1052,7
8,1055,7
8,1064,6
8,1066,5
8,1067,8
8,1070,14
8,1076,5
8,1080,35
8,1082,7
8,1084,6
8,1087,8
8,1089,5
8,1093,27
8,1095,43
8,1097,12
8,1098,7
8,1100,27
8,1106,6
8,1108,7
8,1112,17
8,1116,21
8,1123,6
8,1134,21
8,1137,7
8,1138,7
8,1141,17
8,1153,6
8,1159,8
8,1164,23
8,1166,21
8,1173,28
8,1175,6
8,1176,8
8,1193,15
8,1194,5
8,1200,5
8,1208,10
8,1210,14
8,1211,26
8,1217,5
8,1223,19
8,1225,16
8,1227,7
8,1228,6
8,1230,10
8,1231,17
8,1235,6
8,1236,12
8,1238,9
8,1240,6
8,1242,8
8,1243,5
8,1247,9
8,1250,14
8,1254,10
8,1255,38
8,1258,13
8,1261,47
8,1262,5
8,1263,23
8,1264,16
8,1268,14
8,1269,24
8,1270,13
8,1278,8
8,1283,8
8,1292,5
8,1296,5
8,1303,40
8,1304,12
8,1306,28
8,1308,7
8,1317,5
8,1319,7
8,1320,9
8,1322,26
8,1325,5
8,1327,28
8,1331,8
8,1333,5
8,1338,13
8,1339,5
8,1344,31
8,1346,17
8,1352,28
8,1357,5
8,1358,14
8,1367,5
8,1378,6
8,1384,7
8,1386,6
8,1387,12
8,1393,8
8,1412,5
8,1417,16
8,1422,9
8,1425,7
8,1437,6
8,1451,16
8,1466,6
8,1482,10
8,1485,32
8,1492,7
8,1500,10
8,1507,11
8,1513,6
8,1515,43
8,1517,16
8,1519,15
8,1525,8
8,1545,24
8,1553,16
8,1554,9
8,1555,28
8,1573,6
8,1583,5
8,1586,9
8,1588,7
8,1595,6
8,1602,6
8,1616,23
8,1619,39
8,1627,13
8,1632,14
8,1634,5
8,1638,10
8,1639,10
8,1640,11
8,1643,25
8,1645,25
8,1654,27
8,1660,5
8,1665,27
8,1670,6
8,1702,30
8,1712,5
8,1721,14
8,1730,6
8,1732,7
8,1738,11
8,1746,6
8,1756,19
8,1769,10
8,1786,8
8,1806,12
8,1808,7
8,1809,5
8,1817,12
8,1828,10
8,1840,13
8,1847,37
8,1852,9
8,1853,6
8,1859,6
8,1863,5
8,1872,8
8,1873,10
8,1893,28
8,1896,6
8,1903,9
8,1906,5
8,1908,7
8,1910,6
8,1919,8
8,1928,7
8,1939,5
8,1943,12
8,1945,7
8,1951,5
8,1952,7
8,1953,9
8,1955,12
8,1972,12
8,1973,8
8,1982,17
8,1985,7
8,1988,5
8,1995,5
8,2006,24
8,2030,7
8,2031,5
8,2035,6
8,2050,5
8,2064,5
8,2065,8
8,2066,22
8,2087,6
8,2089,16
8,2090,8
8,2100,5
8,2104,5
8,2116,5
8,2130,14
8,2134,7
8,2138,10
8,2146,10
8,2147,18
8,2162,7
8,2167,6
8,2199,9
8,2202,15
8,2209,17
8,2239,12
8,2257,10
8,2265,5
8,2296,9
8,2302,8
8,2324,19
8,2327,13
8,2329,12
8,2333,12
8,2341,11
8,2351,6
8,2363,5
8,2368,7
8,2397,6
8,2410,7
8,2414,10
8,2425,15
8,2430,9
8,2457,13
8,2488,8
8,2491,5
8,2496,9
8,2549,6
8,2550,5
8,2552,11
8,2593,7
8,2607,11
8,2617,7
8,2622,6
8,2625,8
8,2626,14
8,2632,6
8,2635,20
8,2654,26
8,2694,14
8,2701,27
8,2711,10
8,2715,14
8,2725,5
8,2728,6
8,2770,6
8,2772,6
8,2779,10
8,2785,6
8,2786,18
8,2792,24
8,2811,14
8,2816,8
8,2822,21
8,2835,8
8,2848,14
8,2852,5
8,2854,7
8,2856,22
8,2862,10
8,2866,21
8,2894,8
8,2897,6
8,2907,9
8,2914,7
8,2939,5
8,2958,6
8,2965,8
8,2971,13
8,2983,6
8,3004,13
8,3016,11
8,3050,5
8,3055,15
8,3059,7
8,3074,5
8,3078,15
8,3080,6
8,3091,6
8,3097,8
8,3108,6
8,3113,5
8,3122,8
8,3125,13
8,3127,12
8,3153,7
8,3155,15
8,3176,20
8,3184,5
8,3202,17
8,3208,7
8,3215,12
8,3219,12
8,3227,5
8,3230,6
8,3287,15
8,3289,5
8,3307,7
8,3308,12
8,3311,27
8,3317,10
8,3337,5
8,3339,7
8,3344,5
8,3366,6
8,3399,6
8,3410,13
8,3414,9
8,3432,6
8,3438,7
8,3454,7
8,3475,20
