Id,Label,timeset,size,modularity_class
2775,1448455156098609157,,1,193
2776,1447478142973657090,,14,4
2777,1448457599708393474,,2,1
2778,1448028096704262145,,31,4
2779,1448204873120600065,,104,4
2780,1448331468292427784,,18,4
2781,1447836534674055178,,6,1
2782,1447867749221507076,,57,4
2783,1447817669349052418,,3,1
2784,1448210259907018753,,1,4
2785,1448406071761149953,,19,628
2786,1448152537908002817,,98,4
2787,1447580639079895044,,5,4
2788,1446225867416301571,,9,4
2789,1437492377392873475,,1,194
2790,1445434263755706374,,1,4
2791,1448334206015131649,,9,195
2792,1448341801761484803,,127,628
2793,1443388284122460160,,32,1129
2794,1439369615948206080,,1,6
2795,1448458425483075584,,1,196
2796,1448312638191112192,,581,6
2797,1447602673469984770,,1,1
2798,1447834877588500480,,8,4
2799,1448229937018720256,,22,1
2800,1447770564806909961,,12,1
2801,1445435272787865611,,9,6
2802,1447660817843769347,,4,4
2803,1447662523763752960,,11,4
2804,1447832111994400773,,2,1129
2805,1448458153054588931,,5,628
2806,1448066956842708993,,11,102
2807,1447990258285654020,,29,4
2808,1448343769598898176,,3,102
2809,1447889198070042637,,68,6
2810,1448412658433134595,,6,4
2811,1448214142674997251,,102,4
2812,1448340363698114561,,55,6
2813,1448457975086018560,,1,4
2814,1448380768833712137,,5,4
2815,1447769784066605057,,3,1
2816,1448097627048919047,,46,4
2817,1448405713827532801,,3,1
2818,1448002796125446145,,1,197
2819,1448443367612993536,,10,4
2820,1448402212816781312,,1,198
2821,1447033203395645442,,3,1
2822,1448116903877255170,,155,4
2823,1447374735755681796,,13,146
2824,1448188239018332164,,1,1
2825,1448045409075617792,,34,4
2826,1448076832667054081,,1,146
2827,1445277004199129088,,2,628
2828,1448447379678666764,,2,199
2829,1448272956816117760,,6,1
2830,1447976527245627399,,9,4
2831,1446997953198149634,,3,4
2832,1447994489679847424,,1,4
2833,1448457524164763648,,1,200
2834,1446178365451509765,,9,347
2835,1448002818116292616,,39,4
2836,1440998423113703427,,5,628
2837,1446159433562660878,,49,1
2838,1447979801474519042,,3,201
2839,1433201099671052298,,1,146
2840,1448281140419301381,,40,1
2841,1448449800643301378,,2,1
2842,1447162299840614406,,1,102
2843,1448354335352627202,,2,4
2844,1447926680706863121,,18,4
2845,1445950545601064963,,1,6
2846,1446222264375119874,,3,4
2847,1448269790569803778,,4,1
2848,1447986857598402560,,75,4
2849,1448251815372357633,,10,628
2850,1448431562500964354,,6,461
2851,1448454541897261058,,3,4
2852,1448005739738501122,,99,4
2853,1447898090338349057,,6,1
2854,1447994518595379205,,65,628
2855,1447519445719601152,,39,102
2856,1448009448899989508,,159,4
2857,1445807425194532865,,3,4
2858,1448432452356263944,,4,1
2859,1448457166755700744,,1,146
2860,1448457223588380674,,1,202
2861,1448215732278513664,,95,1198
2862,1448006581052977155,,52,4
2863,1447904147764699137,,8,1
2864,1447970084723597312,,17,628
2865,1448428425815887874,,2,1
2866,1448043132730462208,,142,4
2867,1448414213005881344,,3,1129
2868,1448440482544197642,,4,461
2869,1447664357073211393,,3,1
2870,1448283319716786177,,2,203
2871,1448058330170200064,,49,628
2872,1448331390991302656,,1,102
2873,1447598172579246081,,9,146
2874,1447715460045287426,,8,4
2875,1447001158711709696,,3,4
2876,1432430356356112386,,1,4
2877,1447989669388451844,,2,102
2878,1447216100597383172,,6,1
2879,1436044783462518784,,1,146
2880,1448024861008228352,,2,418
2881,1448444666836303873,,4,1129
2882,1448455795151044611,,2,204
2883,1447741618639962114,,3,102
2884,1447985417995931650,,11,4
2885,1448401754052251652,,10,628
2886,1446369894350663702,,46,4
2887,1436605087766519815,,1,146
2888,1447377792774017024,,1,146
2889,1445064928860069892,,9,0
2890,1447752083650736130,,5,6
2891,1448434727887716352,,10,4
2892,1448407200045621250,,2,4
2893,1448021155034636291,,4,1
2894,1447960799285178371,,39,628
2895,1446009387101741056,,2,1
2896,1445368849176563713,,1,1
2897,1448351357056999428,,28,4
2898,1447520894029479946,,11,1
2899,1448280881286758403,,9,4
2900,1448109278808592385,,6,102
2901,1447594355347410948,,11,4
2902,1448277153561268231,,14,1560
2903,1448360820421939207,,25,628
2904,1448258016852185091,,6,4
2905,1447633771897962502,,40,4
2906,1444439353837637633,,1,4
2907,1448370239041728512,,23,628
2908,1447944127899844608,,19,628
2909,1448348771532869636,,13,4
2910,1447327109546864640,,13,102
2911,1448322355655102472,,7,1560
2912,1447612762490765313,,1,4
2913,1448327379626037250,,5,628
2914,1448189678675501058,,43,4
2915,1442956706103771141,,4,6
2916,1447984571182723075,,4,1
2917,1447799853572968451,,19,4
2918,1448404721002287113,,8,628
2919,1448455486261665792,,3,628
2920,1447041872698904584,,6,4
2921,1447656481961218048,,1,1
2922,1446219389972459521,,1,205
2923,1442829024724602883,,4,1
2924,1448454313819389952,,1,1129
2925,1446498096087650304,,454,6
2926,1448205207939293184,,204,4
2927,1448453507925921792,,3,1
2928,1447690144627236864,,3,4
2929,1448334984058589191,,7,146
2930,1447479785064517632,,1,206
2931,1448283744230469633,,11,6
2932,1448444966930247680,,3,146
2933,1447825191573364736,,7,4
2934,1448249911925936134,,49,4
2935,1448452674785996801,,1,207
2936,1378839664145149954,,1,4
2937,1448450225216045063,,2,102
2938,1448343745636683779,,4,146
2939,1447943081047650309,,43,4
2940,1447378639968866309,,14,102
2941,1448453504704528384,,4,1129
2942,1447638461188616202,,8,628
2943,1448381649771646978,,1,6
2944,1447867847003328515,,684,6
2945,1445110628214050824,,2,4
2946,1447953701184937985,,10,1
2947,1448183187591495684,,41,1
2948,1448127720626409472,,1,208
2949,1448091142323675140,,1,209
2950,1448454806629232640,,1,4
2951,1447823782077288452,,7,4
2952,1447353410659885058,,1,1
2953,1447670862820302849,,2,210
2954,1448002300413366276,,6,382
2955,1448455423904792578,,1,1
2956,1448267670378385411,,3,1129
2957,1447220754932772866,,2,4
2958,1448065872401256453,,59,4
2959,1446198765799550977,,8,6
2960,1448365985019351048,,3,4
2961,1446201410035625987,,4,628
2962,1448411209141686272,,7,4
2963,1448124683652587525,,92,6
2964,1448454481893474304,,1,211
2965,1448051678834569217,,74,4
2966,1447229358846971906,,1,4
2967,1448455206279258114,,1,1
2968,1448454671673147397,,1,1129
2969,1448066049597915139,,4,102
2970,1447917911016976384,,17,4
2971,1448369195381493762,,229,628
2972,1447351563014610944,,1,212
2973,1448120552217006080,,1,628
2974,1445003264429334542,,4,628
2975,1448397430735704068,,6,102
2976,1448403291130503172,,24,6
2977,1447975373715689479,,36,4
2978,1447859910809640961,,12,4
2979,1448130574766559234,,42,1
2980,1447975640439922692,,14,102
2981,1448431276910854144,,3,4
2982,1448452242416316427,,1,1129
2983,1447647107762966528,,26,628
2984,1447434497004167170,,11,4
2985,1447571249840877569,,11,628
2986,1447960005521510404,,12,4
2987,1448337543074926596,,7,628
2988,1448400655102746627,,36,1129
2989,1447978462807871492,,26,628
2990,1448435355389206530,,1,4
2991,1448320182691188742,,4,1129
2992,1448289712561664011,,83,4
2993,1448066834167746564,,1,102
2994,1446367538967769088,,5,1
2995,1447653187457101825,,11,4
2996,1448407351581556741,,19,4
2997,1447879998119940105,,3,1
2998,1447782327329849347,,6,1
2999,1448028090832244741,,1,587
3000,1446128200338210827,,1,4
3001,1448380661493112832,,5,1129
3002,1448453322038386688,,1,1
3003,1448207931619483655,,983,6
3004,1448062347105427458,,60,4
3005,1446014190762663937,,6,628
3006,1447550256476983300,,5,213
3007,1448367861106417667,,3,102
3008,1448454095283662857,,3,628
3009,1448442976120750080,,2,4
3010,1448012996844814337,,3,1
3011,1448451908163842051,,1,214
3012,1448399284752187394,,5,4
3013,1438290740564615170,,1,146
3014,1435860644453130244,,2,215
3015,1448413133966503936,,2,216
3016,1448228386468470785,,72,4
3017,1448453864596729858,,1,217
3018,1447153304690049025,,1,218
3019,1447890434496221187,,1,102
3020,1448390607974580225,,31,4
3021,1448454012617977857,,1,219
3022,1447156257689726977,,8,1
3023,1447297821997211651,,6,6
3024,1447876809614184450,,3,102
3025,1444280136464019457,,18,1
3026,1448324698870362113,,3,102
3027,1447525948014878727,,3,220
3028,1448453025421578246,,2,221
3029,1447938330361016320,,1,6
3030,1446223211323138050,,5,6
3031,1448131165735591936,,9,4
3032,1447915001793024007,,2,222
3033,1447440096073076737,,1,4
3034,1443908099128057856,,1,230
3035,1448042870326407174,,11,628
3036,1447997597495410690,,1,223
3037,1448453077099421696,,1,1
3038,1448404440550084611,,9,628
3039,1448398910993563649,,15,1
3040,1442632689945882624,,1,224
3041,1448104119793713152,,1,1561
3042,1447916757000364040,,4,225
3043,1448289817675157510,,28,4
3044,1448335132868452361,,9,102
3045,1447976971409887233,,132,102
3046,1445494386108731403,,1,6
3047,1448450211945189380,,1,226
3048,1448374307868971008,,6,1129
3049,1446096709671657478,,2,4
3050,1447603100727001099,,14,628
3051,1447658436070625283,,1273,6
3052,1448116600868065285,,10,4
3053,1448318378259714056,,7,628
3054,1448352089009278979,,1,227
3055,1448243486529105925,,643,6
3056,1445226723331694593,,2,228
3057,1432429643139801092,,1,4
3058,1447879497609474048,,2,4
3059,1448227591484329990,,28,628
3060,1438931187368697863,,1,146
3061,1447451831823527941,,79,6
3062,1448424188214185987,,4,6
3063,1448244431136514061,,15,1
3064,1448441430255357956,,1,1
3065,1443173027743666179,,2,229
3066,1448061294347575297,,1,102
3067,1448359677717254149,,13,4
3068,1448450313653035011,,1,4
3069,1438242410853769216,,1,4
3070,1446262430586212362,,2,4
3071,1439896904884789252,,1,146
3072,1446515827851751425,,2,1
3073,1448451846926860288,,1,1
3074,1448410731343384580,,15,628
3075,1447046237119680513,,2,4
3076,1447713611472723971,,10,4
3077,1448158807469686785,,19,4
3078,1448338441113149441,,179,628
3079,1437374894342385664,,1,146
3080,1448121654308216834,,20,628
3081,1440000262723325953,,1,146
3082,1444835133236858886,,1,230
3083,1448449081173430273,,3,1
3084,1447549935319015431,,4,4
3085,1448439233736183817,,1,231
3086,1440065896098136069,,1,146
3087,1448362536311705605,,26,102
3088,1440065891362738186,,1,146
3089,1447014860949053441,,4,628
3090,1448452144823095299,,1,1
3091,1447712412858142720,,19,628
3092,1440218691526823936,,1,146
3093,1448418003121549317,,3,4
3094,1440235792996048904,,1,146
3095,1448449444328849408,,3,1
3096,1448408209425936384,,1,4
3097,1446556109003710467,,31,628
3098,1448311481683021824,,24,1
3099,1445549401452150784,,1,4
3100,1448357242684809223,,2,4
3101,1448104275146690563,,1,1561
3102,1448239228668760068,,22,4
3103,1448451963285172225,,1,232
3104,1448087337087508481,,1,628
3105,1448397519826849795,,2,4
3106,1447862384274640898,,12,4
3107,1448398769754619908,,1,4
3108,1448049608345726978,,40,628
3109,1447683707079258112,,64,4
3110,1448022265749245952,,77,102
3111,1448356682074054657,,2,461
3112,1448425084121763844,,3,102
3113,1447240514126761989,,5,628
3114,1448422436261613568,,1,233
3115,1447883854958714880,,5,4
3116,1448003167749230592,,10,102
3117,1447973481665241093,,1,234
3118,1447644944240463881,,7,4
3119,1447759274369712128,,1,235
3120,1448427226983288838,,9,4
3121,1447632988636864513,,8,102
3122,1447971759085527043,,47,4
3123,1448250540559724545,,3,628
3124,1447830321903198211,,46,628
3125,1448311579292971012,,57,628
3126,1448362745242476544,,22,628
3127,1448256559461531651,,272,4
3128,1446959255186194439,,6,628
3129,1417813499212812293,,1,6
3130,1448439824436895749,,3,461
3131,1447606718972768260,,21,102
3132,1443617475107561480,,16,4
3133,1447960370304462865,,24,4
3134,1448240417997209601,,21,4
3135,1448435970957713408,,10,4
3136,1447200978097291267,,2,4
3137,1448325599903289344,,12,172
3138,1447178985129922566,,13,6
3139,1448063000129200132,,68,102
3140,1448339412295864325,,3,4
3141,1448391194728357889,,2,6
3142,1446957264573665282,,5,4
3143,1448450255024836615,,1,1
3144,1448449320739647488,,2,4
3145,1447808800237309953,,2,236
3146,1443305130464534535,,4,1422
3147,1443712264763281411,,12,4
3148,1448035091142295555,,3,4
3149,1447022131699662850,,1,102
3150,1447532831220146180,,7,146
3151,1448383171842686980,,29,628
3152,1448446035555233793,,2,4
3153,1447738201280548867,,42,628
3154,1448128570258165760,,58,4
3155,1448101083826593800,,76,4
3156,1445796370300899335,,245,237
3157,1448169869904695298,,3,238
3158,1448385063448612867,,7,4
3159,1447627795643854850,,4,1
3160,1448400533593550850,,12,4
3161,1448428607001415681,,2,239
3162,1448055190343593990,,54,4
3163,1447660778115371008,,6,628
3164,1448446012419362820,,1,240
3165,1447819005222338561,,1,241
3166,1448433521006051330,,4,1129
3167,1448449844977160196,,1,263
3168,1448384388727808005,,2,4
3169,1448393230052118528,,6,4
3170,1448422118358720515,,1,4
3171,1447441834657992706,,26,1
3172,1445009743110713351,,5,4
3173,1447633510534205443,,5,4
3174,1448448929612193793,,2,102
3175,1448324734131716100,,4,1129
3176,1448232064138969089,,1091,6
3177,1448448011374370820,,5,628
3178,1448164431905452032,,1,252
3179,1448322713760710658,,37,4
3180,1448435726282997762,,11,4
3181,1446413576978194446,,9,6
3182,1448448372306710532,,1,4
3183,1448020141510328321,,27,4
3184,1447941595467292672,,45,628
3185,1448283223373533187,,11,4
3186,1448446415387037698,,1,1
3187,1447966267181305856,,11,4
3188,1447682097192128515,,2,102
3189,1447857371171016705,,1,242
3190,1447731643591004161,,16,4
3191,1448384570571755524,,2,628
3192,1447864435096408064,,1,1129
3193,1447586598971904009,,2,4
3194,1447486161954357253,,3,243
3195,1448195709363122183,,13,4
3196,1447983372643409921,,10,628
3197,1448449400905240577,,1,1
3198,1447630672491958284,,2,244
3199,1446898134374780929,,6,6
3200,1441037766230487042,,1,146
3201,1448233067773001733,,3,1
3202,1448036415133061120,,157,4
3203,1448017269221691400,,16,4
3204,1447993934664318978,,37,4
3205,1447206402439716866,,3,4
3206,1447698531205140485,,17,4
3207,1447805658615599114,,1,1
3208,1448085274161033216,,34,4
3209,1447430921150353416,,4,6
3210,1446163227969265675,,2,4
3211,1445551602807365637,,33,4
3212,1448141444489916416,,22,628
3213,1447783236260675586,,3,1
3214,1448040194544918535,,11,4
3215,1448287407917309956,,40,4
3216,1447506934446186502,,8,4
3217,1447880720374845441,,3,1338
3218,1447597482549055489,,7,4
3219,1448290194701045762,,81,4
3220,1443825083542216708,,1,1129
3221,1448057798558765059,,58,4
3222,1448394542625984515,,11,6
3223,1442423681448304640,,1,146
3224,1448449018481217539,,1,1
3225,1447683435758301191,,13,102
3226,1447563738161242112,,11,4
3227,1448041013298094080,,16,4
3228,1448448963095326731,,1,1
3229,1448448049529999360,,1,1
3230,1447960557060075521,,21,628
3231,1446130650629632000,,1,1129
3232,1448448371262373890,,2,1434
3233,1448310998721572865,,18,4
3234,1447740613458214914,,2,6
3235,1447444135443501056,,20,6
3236,1440285728554950666,,1,146
3237,1446496191353655297,,1,1129
3238,1448403140177506307,,4,967
3239,1447908927803297798,,22,1
3240,1442939350702968833,,1,146
3241,1447293087437447169,,2,1129
3242,1442939346806476803,,1,146
3243,1448380082435858436,,3,1
3244,1446851167150133251,,11,628
3245,1448373783778127873,,1,245
3246,1447255462013853701,,1,595
3247,1448088362552893442,,7,4
3248,1448263722577899526,,12,4
3249,1447955468090028041,,1,4
3250,1447615657315602432,,1,146
3251,1448445222837358594,,2,4
3252,1448378523517861890,,1,246
3253,1448448613286236167,,1,1
3254,1448104868124651521,,1,1561
3255,1447480201529675776,,16,628
3256,1446108986290290688,,1,461
3257,1448423462301806600,,1,246
3258,1448342888174260224,,10,4
3259,1448448098477363202,,1,247
3260,1448223545486495747,,13,4
3261,1448243639164051457,,2,461
3262,1446091251351097354,,3,1
3263,1448297690371182595,,18,4
3264,1447684272974966790,,7,102
3265,1446614513332203540,,1,4
3266,1447259253408866304,,25,1
3267,1446513630934028297,,4,1
3268,1447937397900066823,,1,248
3269,1448088594783035392,,20,4
3270,1448090245535309826,,19,146
3271,1448067202507280390,,3,1129
3272,1447685359878475778,,1,102
3273,1448448017447768068,,1,249
3274,1448334432989892609,,6,461
3275,1447919638239666180,,3,6
3276,1448398936683606016,,1,1129
3277,1448422470982246403,,3,4
3278,1447480552047538177,,2,4
3279,1447834428655476736,,228,6
3280,1448230248210841602,,25,4
3281,1447154772981731328,,19,146
3282,1448447421378400256,,1,250
3283,1447281241372364801,,6,628
3284,1447685568016621571,,1,102
3285,1448447773423153154,,1,251
3286,1447925019955376134,,3,628
3287,1448225471322263554,,85,4
3288,1448115969067393026,,1,252
3289,1447724232021008386,,9,628
3290,1448447734332100610,,1,1
3291,1448434056299962369,,5,4
3292,1448447669156843525,,1,4
3293,1441868643151663107,,79,4
3294,1448430976674238465,,1,253
3295,1447904462912245760,,1,6
3296,1448446290560315393,,2,1129
3297,1447901331474169856,,10,1
3298,1446938948060778500,,5,4
3299,1448447319385337861,,1,1129
3300,1448444392512032773,,2,146
3301,1447860039566315522,,7,4
3302,1448425057894735874,,1,1129
3303,1447348054588284929,,3,254
3304,1448445666255163401,,1,4
3305,1448447268885975042,,1,1129
3306,1446039386353721346,,1,4
3307,1448398076314591233,,19,628
3308,1448035856875462673,,63,628
3309,1446002262833176579,,18,4
3310,1448327663630827529,,1,1
3311,1448193292487643139,,144,4
3312,1448388624148402177,,2,255
3313,1448440136107270147,,2,6
3314,1447686922801922051,,1,102
3315,1446727626693873664,,1,256
3316,1446999594152480770,,3,146
3317,1448341631753654273,,37,628
3318,1447097551316926466,,4,146
3319,1447536884620541965,,3,4
3320,1448425056158224387,,1,1129
3321,1448393276235653124,,1,4
3322,1448446490511216640,,1,4
3323,1446105502669279235,,2,628
3324,1448139282804142085,,2,257
3325,1445445529840672769,,3,628
3326,1448050492647501827,,2,4
3327,1443762275320569866,,2,0
3328,1439013713843945478,,1,258
3329,1446149374577422337,,2,6
3330,1446405831734403076,,5,6
3331,1447901565197692930,,28,6
3332,1446439093634691072,,3,6
3333,1444783142079016962,,1,146
3334,1447773364119121921,,3,4
3335,1444671575593299974,,1,6
3336,1448261167462424585,,4,1
3337,1446792560735752199,,9,4
3338,1448105047808741378,,1,1561
3339,1447993629784612871,,43,4
3340,1448421394090315779,,2,1129
3341,1447745671193194502,,14,146
3342,1448437617918451716,,1,259
3343,1447605412879077378,,10,628
3344,1447672080745615370,,27,4
3345,1448426357638246403,,2,1129
3346,1448442963743309826,,2,1
3347,1448178563887206402,,7,6
3348,1447696881614835715,,1,260
3349,1448268770020110341,,26,4
3350,1448146541068230658,,17,628
3351,1448423985910194179,,4,102
3352,1448196983181643777,,34,4
3353,1448425055034044416,,2,1129
3354,1448119175461879829,,14,4
3355,1447539065792827394,,1,6
3356,1448443115128381451,,1,261
3357,1446935684007149570,,1,262
3358,1448388689046892546,,14,628
3359,1448043557831561217,,3,4
3360,1448445683422228482,,1,1129
3361,1448443632202260480,,1,4
3362,1446279115087220737,,5,628
3363,1448028464595050501,,6,1
3364,1448101285601980421,,2,4
3365,1448423680229314560,,6,628
3366,1447884113893945350,,64,4
3367,1448445275106734087,,1,263
3368,1443057643006742529,,1,1
3369,1445923630077157376,,5,1129
3370,1447688855210053646,,1,102
3371,1448444634053677058,,1,264
3372,1447662445657526275,,17,1
3373,1448225351176499203,,24,146
3374,1447263714961358851,,3,1
3375,1448421010856890373,,2,4
3376,1448335917362593795,,24,4
3377,1448445667496448003,,1,265
3378,1447862904586321921,,10,1
3379,1447625815991197698,,27,4
3380,1448366082784333832,,2,266
3381,1447987822544183304,,24,4
3382,1447893353907965962,,13,4
3383,1448397283486220288,,2,4
3384,1448017510884945924,,3,267
3385,1446930544558809097,,1,4
3386,1448384751132413953,,14,4
3387,1444992581272702978,,1,6
3388,1448106464237785090,,5,4
3389,1448440079752433664,,4,628
3390,1445264738930200578,,2,6
3391,1448438589260505090,,1,4
3392,1441428082280341507,,1,268
3393,1445385817141174273,,2,6
3394,1447916494784921600,,15,1
3395,1447674511323697155,,7,102
3396,1448309293481082889,,3,6
3397,1445220617511337986,,15,4
3398,1447608030208483329,,1,4
3399,1448078667897257986,,18,4
3400,1447181186732675083,,5,4
3401,1446800739108458496,,1,4
3402,1448056739660697609,,40,102
3403,1445371301586038784,,2,1
3404,1447173165373960199,,1,269
3405,1448415638507036674,,14,4
3406,1447558514768027654,,100,4
3407,1445818006542508040,,5,461
3408,1441855294934450179,,1,4
3409,1446087280335147008,,1,461
3410,1448296462979190789,,242,628
3411,1445734925005643776,,14,1129
3412,1448133391560298496,,4,4
3413,1448413094896668681,,6,4
3414,1447626384042385412,,31,4
3415,1448223577023688706,,12,628
3416,1448379091846148098,,9,1
3417,1448444688827142147,,1,4
3418,1448444763212902400,,3,628
3419,1448439035572195331,,2,4
3420,1440458145109659664,,4,270
3421,1448175273132929027,,2,1
3422,1448435850748989443,,1,628
3423,1448351530537586695,,22,102
3424,1448413534140964867,,1,4
3425,1447696393691439111,,22,628
3426,1447931623736020998,,10,4
3427,1448218771534094337,,14,4
3428,1438804594176430083,,1,4
3429,1447352582071070728,,6,4
3430,1446708320266510336,,6,4
3431,1448318386648272906,,2,4
3432,1447685833813860353,,15,628
3433,1448286553957191685,,11,4
3434,1447728762963914758,,18,4
3435,1448376955825446913,,3,1
3436,1448389099187056643,,2,4
3437,1447598049178656772,,4,146
3438,1447926136298672134,,37,4
3439,1444455507406823431,,5,4
3440,1448037221412507649,,15,4
3441,1446789309848166400,,32,4
3442,1447632946739834880,,7,1
3443,1446900106108850176,,2,271
3444,1448419514094399495,,2,4
3445,1448058050338701319,,5,102
3446,1448307465897058309,,7,6
3447,1447333790876147717,,7,4
3448,1433078832890880000,,4,1129
3449,1444959777004609539,,2,828
3450,1446770086178525187,,1,1
3451,1448419685272367107,,1,4
3452,1448356713313095681,,12,4
3453,1447257891442921472,,1,4
3454,1448233591893336064,,56,4
3455,1448421793681772550,,6,4
3456,1448128535541997568,,9,102
3457,1448058479344865280,,1,102
3458,1448416459533664264,,2,1129
3459,1447166173443858436,,13,1
3460,1448422063623000066,,4,4
3461,1443690697127772168,,1,4
3462,1448324585322127370,,6,4
3463,1447628052976975872,,5,628
3464,1448442426578722816,,1,4
3465,1448268837548265477,,10,4
3466,1447956389930979332,,64,1
3467,1447674079545339905,,3,628
3468,1448360830169501697,,1,1
3469,1448333739872899078,,4,272
3470,1445014951236706304,,21,628
3471,1447865150174683144,,3,628
3472,1447947061521944577,,5,4
3473,1448410459225264132,,2,1129
3474,1448406104384233474,,6,1129
3475,1448279604150431748,,114,4
3476,1448409992365629441,,1,1129
3477,1448409684587659265,,1,1129
3478,1442616793772687370,,1,273
3479,1448409326264020994,,2,1129
3480,1446195266437230600,,6,628
3481,1448275929730539522,,27,102
3482,1448408838101618692,,2,1129
3483,1446897373163102213,,2,1
3484,1447911458386423812,,31,628
3485,1447465443728429057,,1,102
3486,1445569540188868621,,1,146
3487,1447993713205125128,,8,4
3488,1448443228609556488,,1,289
3489,1448423305871040517,,4,1
3490,1445748523442466828,,1,146
3491,1447900404704964615,,5,4
3492,1445159346598461453,,2,274
3493,1445975622350692352,,1,146
3494,1446303253361213441,,2,146
3495,1447910053332332544,,6,628
3496,1445079847986937867,,1,277
3497,1448414743656607748,,4,1129
3498,1448416240297512963,,2,1129
3499,1448365545309581325,,18,628
3500,1447587334417944581,,10,628
3501,1446464157792997378,,2,146
3502,1446654073634054145,,3,146
3503,1443642485964685316,,1,275
3504,1448280820922335233,,7,4
3505,1445029244225003520,,3,276
3506,1447557632575750145,,1,4
3507,1447909287494254592,,9,4
3508,1445983769039556611,,18,4
3509,1447375490793148424,,5,146
3510,1448425237201235970,,3,4
3511,1448401818061508611,,15,4
3512,1438329108849729539,,1,277
3513,1448427397775192066,,18,628
3514,1448340207649136644,,1,278
3515,1447763353204510726,,9,146
3516,1448204736021340165,,24,4
3517,1448363654756319244,,11,628
3518,1448373828208377856,,1,4
3519,1447659132476084225,,24,102
3520,1437238617450041344,,1,628
3521,1447676415478878211,,1,102
3522,1446143630733885444,,4,6
3523,1448105764170747904,,27,4
3524,1438682958206996480,,2,1
3525,1448346966031839232,,18,102
3526,1448414926595309579,,1,279
3527,1448232365042585600,,14,1129
3528,1447330063184183299,,1,4
3529,1447940237074866188,,143,1
3530,1447938980440387593,,16,1129
3531,1447895150298943492,,17,628
3532,1448442485689229321,,1,289
3533,1447984203673571332,,9,4
3534,1448430437848662020,,2,280
3535,1443205119441580039,,2,281
3536,1447939121352216588,,91,4
3537,1448376588895145985,,6,4
3538,1447169043543302152,,1,628
3539,1448439994180382721,,2,282
3540,1442658754651037700,,1,283
3541,1448400654964346885,,2,284
3542,1448376242575716358,,23,4
3543,1447324929771245570,,1,285
3544,1448318134633517057,,10,4
3545,1448437442072227842,,1,628
3546,1447632567914598400,,5,1
3547,1448438476391784448,,1,461
3548,1448440454421286914,,3,461
3549,1447547935059849216,,6,4
3550,1447508716916445185,,4,628
3551,1447763153949966341,,1,6
3552,1447670366554394625,,5,146
3553,1448442002962632707,,1,289
3554,1448028450330066948,,2,1
3555,1444380587964473348,,6,4
3556,1448435896525619201,,3,4
3557,1448439726982057988,,2,1
3558,1447870428366606345,,6,4
3559,1447983866870853638,,5,4
3560,1447532255505616897,,8,1
3561,1447864416242999296,,25,4
3562,1447645503446032384,,1,628
3563,1447940283023433739,,12,4
3564,1441876325799759872,,4,628
3565,1447505384420397060,,1,4
3566,1448359392382898178,,2,1
3567,1448422945454534661,,1,563
3568,1447484937691701253,,4,4
3569,1448054406688256003,,1,4
3570,1448440632343674894,,1,4
3571,1447864816413020162,,1,287
3572,1447656925550858245,,2,146
3573,1446943555596034051,,1,286
3574,1447478821624627201,,1,4
3575,1447317108732399619,,9,4
3576,1447632547324866560,,6,1
3577,1448441477420355587,,1,1
3578,1445093843414757394,,1,287
3579,1447142387164274692,,12,4
3580,1447966541203529732,,4,4
3581,1447678117502410753,,1,102
3582,1441106289484959748,,1,6
3583,1448438867829293060,,1,288
3584,1448441330498166789,,1,289
3585,1448438343671459843,,1,4
3586,1447629454885277698,,4,1
3587,1448435859741495298,,1,290
3588,1448415829960298502,,8,1129
3589,1448441114940227595,,1,1
3590,1447982310519889928,,1,291
3591,1448398693439361032,,2,628
3592,1442185223400263681,,1,579
3593,1448263235652792320,,13,4
3594,1448412171919106052,,2,4
3595,1448439386467553282,,1,292
3596,1443825273330454530,,14,6
3597,1438673302952681472,,21,102
3598,1447410174487007236,,2,4
3599,1447643160667115520,,23,628
3600,1448171600411561987,,2,628
3601,1446260242732441600,,1,628
3602,1447598089162928129,,9,4
3603,1448407256056221698,,3,4
3604,1448417750389452800,,68,1
3605,1447593904144977920,,4,4
3606,1445024989472821253,,3,1
3607,1448438300012728320,,1,293
3608,1447503108825759745,,5,4
3609,1448426349975113729,,1,4
3610,1446889423510151172,,15,4
3611,1447902949070491657,,2,4
3612,1448352903635243009,,3,146
3613,1447373725687369731,,2,6
3614,1445402269617381387,,6,4
3615,1448106595892797453,,4,1129
3616,1446724610008010757,,2,4
3617,1434978094884950019,,1,6
3618,1448182877947039747,,18,4
3619,1448422799048015872,,51,146
3620,1447679227009118215,,2,102
3621,1446855968571133952,,1,6
3622,1446239046959779842,,4,146
3623,1441526340046360576,,7,102
3624,1445466512916041734,,1,6
3625,1447955604299976707,,1,146
3626,1448434292493672452,,2,4
3627,1448177538925268995,,25,4
3628,1447859107696885761,,1,4
3629,1448440045786963968,,1,296
3630,1436967535581270017,,1,146
3631,1447588680663814152,,1,4
3632,1448257217421983747,,8,1
3633,1446165362358239240,,1,6
3634,1446539273965088768,,1,6
3635,1448142047701913602,,38,1
3636,1448436191410499587,,2,4
3637,1448406287600037897,,3,4
3638,1447681311439654912,,6,628
3639,1448197725804060672,,12,1
3640,1448258898952024065,,17,6
3641,1446663661011963909,,5,6
3642,1448308960210165765,,10,102
3643,1448274917028507650,,12,628
3644,1446541686860132353,,16,4
