ID,Label,Size
2382,1447882620692574209,38
2383,1404600043487776768,1
2384,1448247769316175872,70
2385,1447952082271625221,42
2386,1448454470728359937,24
2387,1448332531858739202,4
2388,1448418230377361410,3
2389,1448471003986898947,1
2390,1448458889289207816,2
2391,1448332745298493443,3
2392,1448279858165866502,28
2393,1442121535007772672,1
2394,1448302166679203843,23
2395,1448467570546253824,2
2396,1448283902062174215,93
2397,1448333018666393608,3
2398,1446480350973206533,24
2399,1448378037117104129,12
2400,1448366514218967048,16
2401,1447809870594334724,1
2402,1448468601795538947,2
2403,1446427530840313859,35
2404,1448463961700057090,1
2405,1447599107019837445,15
2406,1448167494221369345,1
2407,1448329984880353280,1
2408,1446898358711246850,16
2409,1448336390295486469,2
2410,1448113390153469955,25
2411,1448470896184893446,1
2412,1448308636988547081,10
2413,1448465148860006401,2
2414,1448469547653160961,5
2415,1446131290676215815,1
2416,1448376131493662720,2
2417,1448336213920784386,2
2418,1448469968278802438,1
2419,1448458458219515918,1
2420,1448336105733042177,1
2421,1448361482593267712,10
2422,1448343300356853765,41
2423,1448465132049207300,1
2424,1448273677359804421,19
2425,1448242847833104386,7
2426,1448216264376127489,21
2427,1448336068797820935,3
2428,1446948914553409539,13
2429,1448377568693035015,2
2430,1446554684643291139,8
2431,1448335963013349379,3
2432,1448418111493967875,10
2433,1448294937162825732,135
2434,1448267647024467971,139
2435,1441899621421305857,1
2436,1448335813343789062,2
2437,1447698402204999681,12
2438,1443601057100271625,1
2439,1447618967380627461,8
2440,1447945520631193603,2
2441,1448016305618137091,3
2442,1448252902896717833,41
2443,1447930427436670990,11
2444,1448335719181611015,3
2445,1447947048284610565,1
2446,1448377848805298176,3
2447,1448019106989498374,33
2448,1447851202092224515,17
2449,1447904173454868482,9
2450,1448335358333046792,2
2451,1448098332270813195,21
2452,1448332469187616777,4
2453,1448197421369077767,2
2454,1448399367686303744,1
2455,1447924022948384789,23
2456,1448470333007155202,1
2457,1448403491458801667,7
2458,1448083073388720132,61
2459,1448298147294425096,6
2460,1448047387910582279,65
2461,1448398959353999365,1
2462,1448285353262022656,2
2463,1447649975937089538,13
2464,1448262242097459201,10
2465,1448335278003736578,4
2466,1448402909381623812,1
2467,1448470357329936384,1
2468,1448321806440415235,59
2469,1448373690920587276,2
2470,1447905171376312326,19
2471,1448183160580288514,18
2472,1447851293599354881,51
2473,1448410456658427904,2
2474,1448335175759269891,4
2475,1447230131311763465,9
2476,1447785828046938113,11
2477,1448470060155031561,1
2478,1448015713558536192,101
2479,1446451111536128003,9
2480,1447965159482265604,41
2481,1447644353711812609,1
2482,1448335057312092163,4
2483,1447768799072055296,14
2484,1448457197692669959,2
2485,1448279857704570891,28
2486,1448023671952617479,61
2487,1448395780109258753,4
2488,1448249080673538055,23
2489,1448334956288102400,5
2490,1448404340809494528,1
2491,1448469442837499906,1
2492,1448469303657906185,1
2493,1448466585929191425,5
2494,1448334834401640448,5
2495,1447517333480640516,26
2496,1448097231471525889,5
2497,1448013896934215682,44
2498,1447948094088286217,23
2499,1448334624694833155,6
2500,1447594646763458566,4
2501,1448463165251985413,1
2502,1448135166707187714,37
2503,1435457091846557696,2
2504,1448410702411042817,3
2505,1448037503903010817,1
2506,1448435434426552321,1
2507,1448226544216903683,219
2508,1448347062383284224,548
2509,1448463228162519043,1
2510,1445883279408701440,120
2511,1448338623787458561,5
2512,1448468545126350850,1
2513,1448102326372343814,1
2514,1446847391110402050,6
2515,1448461687619784711,1
2516,1447516081799655435,4
2517,1448469678733479938,1
2518,1448317617819697153,3
2519,1448339001778192386,5
2520,1448390387899322369,1
2521,1447870626560020487,29
2522,1448326229128454151,1
2523,1448366376624824322,18
2524,1448096666150752256,85
2525,1448469738598932483,1
2526,1447640440371486725,5
2527,1448469289099571202,1
2528,1448010988624699394,108
2529,1448265002536689666,3
2530,1447568318425178119,1
2531,1440678247843254274,27
2532,1448385190590615553,2
2533,1448319997160214529,3
2534,1447960615448813575,22
2535,1448413807529787404,5
2536,1448450621195968514,3
2537,1448054788093009929,130
2538,1448408636859027465,4
2539,1448467132405239817,1
2540,1445834872157659139,2
2541,1448249665409978368,5
2542,1448323451891200008,31
2543,1448371791424995332,5
2544,1448270617317240834,27
2545,1447916577039556616,50
2546,1447969516651155456,15
2547,1448312430094913537,6
2548,1448469458272473092,1
2549,1448014136663740419,20
2550,1441433999432302600,1
2551,1448318905353654278,1
2552,1447869426955689985,33
2553,1447108785000960007,41
2554,1447920445945171969,114
2555,1448396714117902339,1
2556,1448103757401706497,9
2557,1448251191406706697,16
2558,1448457251476459525,2
2559,1443079618576076801,1
2560,1448469162746122249,1
2561,1448465311494201349,1
2562,1448467161748439044,1
2563,1448296527344984065,2
2564,1448469206396248067,1
2565,1448294010225840136,17
2566,1448428097703800832,15
2567,1448051312625688581,93
2568,1448468497357582337,1
2569,1448398748044955661,1
2570,1448394226438389761,44
2571,1448395643333001216,24
2572,1448301595754577927,1
2573,1448408125434826753,39
2574,1446648286899736578,1
2575,1448466711397556227,1
2576,1448356167214714880,50
2577,1448423307808673795,244
2578,1447555552775655427,14
2579,1448467015652478978,1
2580,1447596135367970836,32
2581,1444652232826359811,1
2582,1448439381098778626,18
2583,1443234176405286912,4
2584,1448296014461509637,6
2585,1447763565075570693,1
2586,1448467439948234752,1
2587,1448414843451715587,1
2588,1447967733719707658,2
2589,1448467585075404803,1
2590,1447259543717748743,12
2591,1448463797748998151,2
2592,1447633227473162246,113
2593,1447839750048477184,9
2594,1448178651934208001,34
2595,1448020629878235137,21
2596,1448448335115870213,1
2597,1448467174721458179,1
2598,1448467176667615233,4
2599,1448023817482379264,230
2600,1446727805648060419,4
2601,1448258458180984836,115
2602,1447670126048792576,3
2603,1448363165167853579,10
2604,1448467209873883138,1
2605,1448383982362583040,6
2606,1448306310374645761,2
2607,1448350342899544068,1
2608,1448468699128680452,1
2609,1448467570777022465,1
2610,1448466851625795584,1
2611,1448313830984015877,3
2612,1448167363728355328,7
2613,1447925022299881472,49
2614,1447634444563587074,18
2615,1448427362828185602,2
2616,1448467337561231361,4
2617,1448255209407455239,22
2618,1448448165284249602,1
2619,1448211911036661761,3
2620,1448397618837704709,1
2621,1448468661530923012,1
2622,1448448603362508803,1
2623,1444660738132488200,72
2624,1448410609532420097,1
2625,1448102363730960385,1
2626,1448408346227261448,17
2627,1447546364305543173,12
2628,1447934346573324303,9
2629,1445563451326152706,2
2630,1447589147602870279,2
2631,1448467520105504772,1
2632,1448468352368738306,1
2633,1448467548916256778,1
2634,1448468460015521794,1
2635,1447703538776383489,5
2636,1446899232745484291,1
2637,1448316759321165826,18
2638,1448372671482314764,25
2639,1444221045351714822,2
2640,1447949728402993162,84
2641,1441048452113178632,4
2642,1447997813690937344,3
2643,1448303790180950019,59
2644,1446462749505056768,3
2645,1448425256733921284,4
2646,1447538701769265156,8
2647,1446888313634308097,1
2648,1448292999964749824,21
2649,1448280966473129990,18
2650,1448352724211351553,17
2651,1448284057142538251,15
2652,1448257569990922241,57
2653,1448273415799021573,63
2654,1448050851478577153,81
2655,1446415512347414530,2
2656,1448440180248129539,2
2657,1448468054950637568,1
2658,1435038823587598338,1
2659,1448304548783788038,56
2660,1448452505290084354,6
2661,1448319948003102723,99
2662,1448310058853421057,2
2663,1448088756280598533,40
2664,1448203479328100354,12
2665,1448094215519485952,44
2666,1448129803887026178,1
2667,1446455806518497280,3
2668,1448383490114867209,4
2669,1447790260205670400,1
2670,1448385416051240960,107
2671,1448368839071346688,110
2672,1447704033720950785,2
2673,1448307695660896261,4
2674,1447232957266137091,45
2675,1447977425514614794,2
2676,1448142619997978629,26
2677,1447926016505155584,3
2678,1448353869675761672,17
2679,1448459917065555969,6
2680,1447126275504570368,3
2681,1448379849446359042,3
2682,1448067619802787846,3
2683,1448261953567301632,6
2684,1448467608408244232,1
2685,1448085453291368451,187
2686,1448450390840721423,7
2687,1448433528732069890,5
2688,1447150885252091906,10
2689,1447942184062304264,178
2690,1448458186562879494,1
2691,1446021438847143941,16
2692,1448228598842806274,90
2693,1446954294536716290,1
2694,1447909925821157378,1
2695,1447699001579499523,8
2696,1448466114623672325,1
2697,1448255245599993866,1
2698,1448403033906421764,1
2699,1448023441722904580,130
2700,1447664660073832456,13
2701,1448433317053747202,2
2702,1448433009087102976,2
2703,1447932138318409728,29
2704,1448418813788164105,15
2705,1448467327758913538,1
2706,1447655450577625097,1
2707,1447255932568625155,77
2708,1448087669720895491,103
2709,1448305274851319810,2
2710,1448258192555876355,1
2711,1448363118392971269,2
2712,1448254837666287622,8
2713,1447962295045328900,34
2714,1447985371523002373,14
2715,1448351125485330438,48
2716,1448466334715576322,1
2717,1448266593037914126,1
2718,1448394935133085696,21
2719,1448391309774004229,1
2720,1448232724507017218,2
2721,1447863137785552898,1
2722,1448287096523804677,1
2723,1421950968028176389,1
2724,1448279042403225601,5
2725,1448365328002535426,2
2726,1448297870696669194,5
2727,1448334276907311109,2
2728,1446829942751199233,10
2729,1448016294347870210,38
2730,1448412112372568064,15
2731,1448337574288711683,1
2732,1448268011618570242,1
2733,1448348222183727112,5
2734,1447225706455486472,7
2735,1446787248138113029,2
2736,1448330855789711360,1
2737,1448461977571840003,1
2738,1447705399885537284,17
2739,1447996776087232524,1
2740,1448465424840998917,1
2741,1446358084486639620,2
2742,1448344278321844225,1
2743,1447706518191759364,11
2744,1448327570714419206,38
2745,1448000409835122696,2
2746,1447910581097222147,21
2747,1448419517940514816,4
2748,1447618114489884682,18
2749,1447614735294271491,3
2750,1448410731343384580,16
2751,1448380318428315654,45
2752,1443105693469454343,1
2753,1448216302720536577,1
2754,1448466717009711106,1
2755,1448385565053837315,1
2756,1448393503491375105,1
2757,1448319453020708872,44
2758,1447964769806426118,4
2759,1448367583191830529,1
2760,1448050917396389893,9
2761,1445009557907034113,6
2762,1448302511727669250,1
2763,1448332896687820810,13
2764,1448466437937434626,2
2765,1447624989054681091,21
2766,1446100515297837057,1
2767,1448407667798577161,1
2768,1447675482439356426,4
2769,1448306280938885122,2
2770,1448186687532666882,1
2771,1448385205031612417,6
2772,1448196981709545474,24
2773,1448188338700095489,4
2774,1448461406492250114,1
2775,1448466148274671622,1
2776,1447707414732607495,2
2777,1448466238082928648,1
2778,1448331418183077898,27
2779,1447900955035541504,1
2780,1448024419037847556,3
2781,1448245006934892548,4
2782,1448427420487335936,5
2783,1447910399031095303,1
2784,1447595434705186819,8
2785,1448466191136268293,2
2786,1444061661778915342,1
2787,1447707964270432256,3
2788,1447961234100391945,96
2789,1447192694195957763,1
2790,1447575055173488644,2
2791,1448464825571364870,1
2792,1448454876053262338,1
2793,1447216673757413380,8
2794,1447592855908884483,6
2795,1448365173165658113,9
2796,1448266792045002753,55
2797,1447961376496967682,10
2798,1448344354645495822,1
2799,1445513151772979209,1
2800,1447917482656862212,12
2801,1448389510983602177,1
2802,1448022924414238722,1
2803,1448417521632169987,20
2804,1448279857826238467,19
2805,1448177227267379201,3
2806,1445576113942523905,4
2807,1447818236234510338,75
2808,1447928395040493584,25
2809,1447727729684660226,19
2810,1448448769268195329,1
2811,1448464043467894784,1
2812,1448281437526966276,246
2813,1448460065241923589,1
2814,1447693356683825154,4
2815,1448448981437018114,1
2816,1448403313989390340,7
2817,1448464375828951049,1
2818,1448249924450066435,2
2819,1448456401303396355,2
2820,1448449154489872388,1
2821,1448449589007175681,1
2822,1448248195151192069,2
2823,1448331384955801605,1
2824,1448462261576630281,2
2825,1448109896826859525,219
2826,1448271858453860354,1
2827,1447600380552957956,24
2828,1448465511080239109,1
2829,1448401823119908871,5
2830,1448449358802817026,1
2831,1448462304828219394,1
2832,1448294333380284422,39
2833,1448062245645262850,57
2834,1448288877609828362,1
2835,1448430594329825285,1
2836,1448453775149174790,1
2837,1442586381172150277,11
2838,1448298856458772481,11
2839,1448342215034503177,14
2840,1448044717120253955,1
2841,1447676823626784774,18
2842,1447036991653089280,5
2843,1448430561601601538,1
2844,1448457527381749763,1
2845,1448457155741290496,1
2846,1446548877704892417,13
2847,1448258687328403458,12
2848,1445878949632884741,4
2849,1447349429317484549,17
2850,1448431402127605764,19
2851,1448425689397354499,4
2852,1448449839956574211,1
2853,1446417982503063558,9
2854,1448349063041142787,4
2855,1448455651613556738,1
2856,1448327678642302983,2
2857,1448301587852578819,39
2858,1446249480525738003,1
2859,1448369287832522756,10
2860,1447765235020955651,4
2861,1448123112080482309,2
2862,1448264961025785858,9
2863,1445725838662459393,1
2864,1324477912561590272,1
2865,1448465094971576321,1
2866,1448450150230224897,1
2867,1448337573923938304,21
2868,1448070439197155328,151
2869,1447665522003304459,1
2870,1448450856039354368,7
2871,1448444132259627012,3
2872,1447654107045564421,7
2873,1448460162294030336,1
2874,1448080230292377602,6
2875,1447175141943697415,19
2876,1448253239044894723,34
2877,1447257153723453440,22
2878,1448252546586398726,2
2879,1448421640820363268,45
2880,1447709220011495428,7
2881,1438064631474425863,22
2882,1448070572961935373,1
2883,1448459333243740170,6
2884,1448412143167156226,19
2885,1447678499905548294,1
2886,1447204706833428490,4
2887,1448427395027902468,1
2888,1447690734849646592,40
2889,1446715427497861121,4
2890,1448425462854823941,3
2891,1425641967648641025,1
2892,1448438385908097026,1
2893,1439010181409562624,1
2894,1444557345166557187,1
2895,1447633576514703361,6
2896,1447145760991088642,17
2897,1446820593974845451,6
2898,1448373899184455691,23
2899,1447985601446359040,1
2900,1448029232039272449,104
2901,1448302918440947714,7
2902,1447609751475470343,22
2903,1448272405919584257,38
2904,1448449795346010113,1
2905,1448273054472159237,169
2906,1438889408493588481,1
2907,1448364621937664011,24
2908,1447591584313323525,24
2909,1448251916769693700,2
2910,1448439436925149187,2
2911,1447632598445039623,1
2912,1448460353025761283,1
2913,1447599313874571265,70
2914,1448406485369868288,1
2915,1447641265726754820,16
2916,1448464442447040520,1
2917,1443929058941841408,2
2918,1448427789946925056,17
2919,1448296284146712580,2
2920,1447949199564214274,50
2921,1448464088430829568,1
2922,1447537696453406723,4
2923,1447761086422396928,1
2924,1420106812255309834,1
2925,1445041629878886402,1
2926,1446908872757846027,19
2927,1447547613234880515,1
2928,1447687440785940481,7
2929,1447563376973033475,16
2930,1448464095464751106,1
2931,1448464045418319883,2
2932,1448462943343972355,1
2933,1448302515519324163,2
2934,1447556373043159040,19
2935,1448461494891524101,1
2936,1446797694807068678,2
2937,1447552109243551748,2
2938,1443490117419741184,15
2939,1447974551741210626,11
2940,1437414743409676292,9
2941,1446445638091264008,18
2942,1448412546751467528,4
2943,1448361102748704768,8
2944,1448443507463491587,1
2945,1448157470015295489,44
2946,1448461170961223680,3
2947,1448247141416067072,45
2948,1448355991787954179,3
2949,1448383483269816334,7
2950,1447999585750749188,9
2951,1447686206502817801,1
2952,1448353409908752385,39
2953,1447762043625476101,6
2954,1439372471132557315,1
2955,1413429558003474432,1
2956,1447564060585771009,71
2957,1447247487182381060,15
2958,1447205130366038017,4
2959,1448449740182630402,3
2960,1448315095373787145,49
2961,1448440672999157762,5
2962,1447834423664132096,56
2963,1447272869168254977,2
2964,1448292238904238097,20
2965,1448463735010430976,1
2966,1448463224412704770,1
2967,1447561446410362883,2
2968,1447200285559033867,4
2969,1445683736750673928,2
2970,1447426814343794691,3
2971,1448394128765587456,1
2972,1448463152962805761,1
2973,1448318963075616773,10
2974,1448456420655992835,3
2975,1447539464499249155,16
2976,1448331607765622790,4
2977,1448319539373031429,32
2978,1448401447121408001,28
2979,1448462806123155457,4
2980,1448099626368835601,84
2981,1448460465605017600,1
2982,1447617282163752962,3
2983,1446944519732273157,4
2984,1448454664907808770,1
2985,1447868976034320390,27
2986,1448234745456779264,2
2987,1448121702655959049,37
2988,1447556649741258760,16
2989,1447844492938207234,2
2990,1448312036350382081,72
2991,1447955721342095363,10
2992,1447676360441409539,2
2993,1447738077657501698,11
2994,1448462038301241345,1
2995,1447689330504441866,2
2996,1447993909330599937,3
2997,1441481667017912322,1
2998,1444790813834289152,5
2999,1447003469727080449,4
3000,1448168467157471233,5
3001,1448462363733020673,2
3002,1447472871211773952,4
3003,1444340967595782150,2
3004,1448111450455674881,12
3005,1447922373592764421,2
3006,1447508307199991810,23
3007,1447689852561014784,1
3008,1447837788980711424,3
3009,1448306044174802955,663
3010,1448451709756264450,11
3011,1448361584435236865,6
3012,1448151653224370178,45
3013,1448081170563047424,4
3014,1448368939587756042,35
3015,1444987112902692868,2
3016,1448177479584153605,173
3017,1448362997227872262,5
3018,1448462512245166086,1
3019,1447992124448776195,3
3020,1447619511901777922,1
3021,1442632244833648641,1
3022,1448444606228549632,1
3023,1446755848500531202,7
3024,1448362953061937156,5
3025,1448299273498423297,2
3026,1448421707123941382,15
3027,1448430658334851074,1
3028,1448274608986071043,66
3029,1448410685428359174,5
3030,1445782301514764296,5
3031,1448413063409963008,16
3032,1448435219380506625,4
3033,1448456532199358472,2
3034,1445462140811243523,3
3035,1448448316367278083,1
3036,1448445125311574021,1
3037,1447959999297228814,35
3038,1448101062590750721,5
3039,1448034950385582080,18
3040,1447834437345943553,4
3041,1445464104009822208,1
3042,1448418219052703746,24
3043,1448298731355267080,2
3044,1448453527286816770,2
3045,1448335366034018308,196
3046,1448436249468022785,1
3047,1446982919252152321,5
3048,1447969412594769925,186
3049,1448327097987043334,24
3050,1448441222243225604,1
3051,1448312434054164496,6
3052,1447264502572109832,10
3053,1447650300345548801,1
3054,1447578037495734277,4
3055,1448351171165495302,2
3056,1447691787271868420,1
3057,1448355018759938061,25
3058,1448323630862045193,1
3059,1448250887135121413,1458
3060,1448451394709692419,2
3061,1448415202341384192,26
3062,1445947663237648388,3
3063,1446764635739262976,1
3064,1448416827365806080,6
3065,1448270219189751808,1
3066,1448449348845592584,1
3067,1448369685213458436,15
3068,1439282925955059716,2
3069,1447692511208742915,14
3070,1448449725909192708,1
3071,1447687838359752704,34
3072,1448184160976347136,50
3073,1447926110113701897,20
3074,1448403553345802244,3
3075,1448418911238561795,26
3076,1448455142794170370,1
3077,1448272490522890241,13
3078,1447975357479485440,7
3079,1448371417129517057,4
3080,1448038529796300804,31
3081,1448405531937415169,26
3082,1448415836612534277,3
3083,1448295993586458627,1
3084,1448260235211202563,80
3085,1448456791482830849,1
3086,1448060630460772352,4
3087,1446170755566383112,34
3088,1448330913834799115,22
3089,1448457218299469824,1
3090,1447927806130901000,17
3091,1447200585049157633,1
3092,1448126591297638402,52
3093,1448315474362580993,2
3094,1447693153822253059,1
3095,1448329038578212868,3
3096,1448184857130008576,1
3097,1448459073486217221,1
3098,1440426532837609484,8
3099,1448454251471069192,1
3100,1437384035135799297,2
3101,1447536165826007042,24
3102,1448124857041006598,8
3103,1448322331286417417,5
3104,1447149173992607745,148
3105,1448461061393240068,1
3106,1448398769427419136,2
3107,1448330001825234949,16
3108,1448454811586727937,1
3109,1448461095216328708,1
3110,1448442569516478471,1
3111,1448255046936719360,152
3112,1448408751749451778,3
3113,1445265638218354691,1
3114,1447594132483022848,3
3115,1448461627028803584,1
3116,1448393092512559123,1
3117,1448459095049183232,1
3118,1448420226786217984,9
3119,1447661754830495746,5
3120,1448455127455653890,1
3121,1448444251726024709,1
3122,1448450465054724097,1
3123,1448013799513108484,31
3124,1447733018177724418,62
3125,1447867074005639168,5
3126,1448438526094323713,6
3127,1448376780306272256,3
3128,1437282026852282373,2
3129,1448241480695488515,52
3130,1448363537227788294,22
3131,1448461192440139787,1
3132,1448264178951655424,44
3133,1447213291156217857,4
3134,1448455463289430018,3
3135,1447932905334976523,6
3136,1448460840651403264,1
3137,1448392371234803714,8
3138,1448450994455474179,1
3139,1447467619259490304,15
3140,1448002150949441544,30
3141,1448459093446774785,2
3142,1448428395906338825,4
3143,1448294958843236354,2
3144,1448461107820212225,1
3145,1448120053770108934,107
3146,1448320440343089152,6
3147,1446639782466105349,2
3148,1448461075310170113,1
3149,1448461075905748996,1
3150,1447657002621194240,6
3151,1448451042698465281,1
3152,1448450483933220867,1
3153,1448065136099479552,5
3154,1448199110884954112,23
3155,1448046303565525003,16
3156,1447254286270754816,2
3157,1448411473999450124,2
3158,1447338681396723714,1
3159,1448437383699972097,11
3160,1448280535420137475,20
3161,1448288297659289605,1
3162,1446037429371252744,5
3163,1448278041214521360,19
3164,1448110771746091013,46
3165,1444976325492494347,1
3166,1446114225923842051,1
3167,1445520861004374018,22
3168,1445216179375706119,8
3169,1448080481912823813,57
3170,1447914868879863812,8
3171,1448432484006318081,9
3172,1447733010074271748,3
3173,1448433423010308096,2
3174,1447996710169595904,21
3175,1448055976117129217,6
3176,1448004615006478339,40
3177,1448454075637395456,2
3178,1446502941951676424,4
3179,1448222352970588160,166
3180,1447771093763121155,3
3181,1448273033521684482,54
3182,1446559581648293890,1
3183,1448459369453178880,4
3184,1448261563295703043,7
3185,1448254908059332609,6
3186,1448308107734441987,733
3187,1448423871447814149,1
3188,1448218921824399363,4
3189,1447640601076371460,98
3190,1448452641693085696,5
3191,1444294835435757570,1
3192,1446401273306095618,1
3193,1448451411478462464,5
3194,1447977433848848385,79
3195,1448309066787434497,4
3196,1448320460194713603,3
3197,1448354624411480069,4
3198,1445768178936651777,1
3199,1447980442473336832,92
3200,1448444697786007556,1
3201,1448313591690514436,15
3202,1437655967571787779,1
3203,1447586087929409539,1
3204,1447554074279231494,7
3205,1447693867608731652,9
3206,1447807845232111616,6
3207,1446814599983079427,3
3208,1447715822810578944,16
3209,1447753346459189250,1
3210,1447948860169592833,9
3211,1448402948489371649,18
3212,1448459926657912837,1
3213,1447919636398366722,27
3214,1448029171846991877,63
3215,1448254149947273216,5
3216,1447960299374473219,1
3217,1448291181276893184,2
3218,1445052534897274885,1
3219,1447222809906851840,1
3220,1447048599632809987,9
3221,1447962063196680196,1
3222,1448262016477667328,53
3223,1446729739343958021,8
3224,1441771626186477568,3
3225,1444992389236490241,2
3226,1447694575989047306,1
3227,1437513635899879425,21
3228,1448459509974777858,1
3229,1447952628885958660,2
3230,1448457890264752130,1
3231,1444688516772990984,2
3232,1447667089603547136,17
3233,1438222388563415044,1
3234,1447962073590378502,27
3235,1446077219323854853,1
3236,1448364219032739840,12
3237,1448403965909995529,3
3238,1447962541733208065,99
3239,1448359647803543561,2
3240,1446384761740554242,5
3241,1447845960881623040,3
3242,1444417782603390977,3
3243,1448052845723402241,6
3244,1448286148326010881,2
3245,1448459239303696385,1
3246,1436286799245103113,7
3247,1447484772868046850,5
3248,1448254533755232260,3
3249,1448003281368854531,11
3250,1446528044420644874,25
3251,1446469175862460417,1
3252,1447695617808031747,4
3253,1443140883839344641,1
3254,1448433446376902656,3
3255,1447600319538495489,7
3256,1445235545463037952,4
3257,1448419040628654084,6
3258,1447490255167242242,175
3259,1448355417361457152,9
3260,1447743756095139841,12
3261,1447909441869791237,57
3262,1448392465711464451,1
3263,1448335094565924864,17
3264,1448324418992852993,37
3265,1448370502502862848,4
3266,1448373852493553667,19
3267,1448457147696648193,1
3268,1448450317973065730,1
3269,1448458723228364803,1
3270,1448455156098609157,1
3271,1447652946347536392,1
3272,1448299853491146752,1
3273,1447478142973657090,14
3274,1448028096704262145,32
3275,1448204873120600065,104
3276,1448331468292427784,18
3277,1447836534674055178,6
3278,1447867749221507076,57
3279,1447817669349052418,4
3280,1448210259907018753,1
3281,1448406071761149953,19
3282,1448152537908002817,99
3283,1447580639079895044,5
3284,1446225867416301571,10
3285,1437492377392873475,1
3286,1445434263755706374,1
3287,1448334206015131649,9
3288,1448341801761484803,128
3289,1443388284122460160,32
3290,1439369615948206080,1
3291,1448448876705427459,1
3292,1448458425483075584,1
3293,1448312638191112192,581
3294,1447602673469984770,1
3295,1447834877588500480,8
3296,1448229937018720256,22
3297,1447770564806909961,12
3298,1448457757389099011,1
3299,1445435272787865611,9
3300,1447660817843769347,4
3301,1447662523763752960,11
3302,1447832111994400773,2
3303,1448458153054588931,5
3304,1448066956842708993,11
3305,1445305722422575106,3
3306,1447990258285654020,29
3307,1448343769598898176,3
3308,1448458227218223105,1
3309,1447889198070042637,68
3310,1448412658433134595,6
3311,1448214142674997251,102
3312,1448340363698114561,55
3313,1448457975086018560,1
3314,1448423308987351041,1
3315,1448380768833712137,5
3316,1447769784066605057,3
3317,1448097627048919047,46
3318,1448405713827532801,3
3319,1448002796125446145,1
3320,1448443367612993536,10
3321,1447374735755681796,13
3322,1448402212816781312,1
3323,1447033203395645442,3
3324,1448116903877255170,155
3325,1448188239018332164,1
3326,1448045409075617792,34
3327,1448076832667054081,1
3328,1445277004199129088,2
3329,1448447379678666764,2
3330,1448272236889075721,4
3331,1448272956816117760,6
3332,1447976527245627399,9
3333,1446997953198149634,3
3334,1447994489679847424,1
3335,1448457524164763648,1
3336,1446178365451509765,9
3337,1448457283923480583,1
3338,1448002818116292616,40
3339,1448457779140759554,1
3340,1440998423113703427,5
3341,1446159433562660878,56
3342,1447732218365939712,1
3343,1447979801474519042,4
3344,1433201099671052298,1
3345,1448449800643301378,2
3346,1448281140419301381,40
3347,1447926680706863121,18
3348,1447162299840614406,1
3349,1448354335352627202,2
3350,1448457192646922247,1
3351,1445950545601064963,1
3352,1446222264375119874,3
3353,1448269790569803778,4
3354,1447986857598402560,75
3355,1448251815372357633,10
3356,1448302520657350659,3
3357,1448418629163397126,1
3358,1448431562500964354,6
3359,1448454541897261058,3
3360,1448005739738501122,99
3361,1447898090338349057,6
3362,1447994518595379205,66
3363,1448351953226850304,2
3364,1447519445719601152,39
3365,1448009448899989508,160
3366,1445807425194532865,3
3367,1448432452356263944,4
3368,1448457166755700744,1
3369,1448457223588380674,1
3370,1448215732278513664,95
3371,1448453373083017218,1
3372,1448006581052977155,54
3373,1447904147764699137,9
3374,1447970084723597312,17
3375,1448456195161853952,1
3376,1447624397121064960,1
3377,1448428425815887874,2
3378,1448043132730462208,142
3379,1448414213005881344,3
3380,1448400727009792013,5
3381,1448440482544197642,4
3382,1447664357073211393,3
3383,1448283319716786177,2
3384,1448058330170200064,51
3385,1448331390991302656,1
3386,1447598172579246081,9
3387,1447715460045287426,8
3388,1447001158711709696,3
3389,1432430356356112386,1
3390,1447989669388451844,2
3391,1447216100597383172,6
3392,1436044783462518784,1
3393,1448024861008228352,2
3394,1448302048194318340,3
3395,1448444666836303873,4
3396,1448455795151044611,2
3397,1447741618639962114,3
3398,1447985417995931650,12
3399,1448401754052251652,10
3400,1446369894350663702,47
3401,1436605087766519815,1
3402,1447377792774017024,1
3403,1445064928860069892,9
3404,1447752083650736130,5
3405,1448434727887716352,10
3406,1448407200045621250,2
3407,1448021155034636291,4
3408,1447864386245201920,6
3409,1447960799285178371,40
3410,1446009387101741056,2
3411,1445368849176563713,1
3412,1448453618328350721,1
3413,1448351357056999428,28
3414,1447520894029479946,11
3415,1448280881286758403,9
3416,1448109278808592385,6
3417,1447594355347410948,11
3418,1448277153561268231,14
3419,1448186822857682946,1
3420,1448360820421939207,25
3421,1442956706103771141,5
3422,1446684562742906884,6
3423,1448258016852185091,6
3424,1447944127899844608,19
3425,1447633771897962502,41
3426,1444439353837637633,1
3427,1448370239041728512,23
3428,1448348771532869636,13
3429,1447327109546864640,14
3430,1448322355655102472,7
3431,1447612762490765313,1
3432,1448327379626037250,5
3433,1448189678675501058,43
3434,1447984571182723075,4
3435,1447799853572968451,19
3436,1448404721002287113,8
3437,1448455486261665792,3
3438,1447041872698904584,6
3439,1447656481961218048,1
3440,1446219389972459521,1
3441,1442829024724602883,4
3442,1448454313819389952,1
3443,1448455245093236736,1
3444,1446498096087650304,454
3445,1448205207939293184,209
3446,1448454675561209859,1
3447,1448453507925921792,3
3448,1447690144627236864,3
3449,1448334984058589191,7
3450,1447479785064517632,1
3451,1448283744230469633,12
3452,1448444966930247680,3
3453,1447825191573364736,7
3454,1448249911925936134,49
3455,1448452674785996801,1
3456,1378839664145149954,1
3457,1448450225216045063,2
