Id,Label,timeset,size,modularity_class
592,1422869367163953154,,444,23
593,1434842072280801282,,56,761
594,1354247746102964226,,42,176
595,1439642707144630272,,28,177
596,1445832951007092743,,8,31
597,1422334751143251968,,1,37
598,1419951948128731159,,19,178
599,1447787424353071104,,266,43
600,1443239948438671360,,51,179
601,1362851755827081223,,272,415
602,1434925222642192384,,166,876
603,1418036028984553472,,52,31
604,1443241580287217677,,166,31
605,1432247557711753219,,2,415
606,1434634576689778706,,21,180
607,3569947753,,69,37
608,1434142295998226435,,541,837
609,1443662320308195329,,1467,37
610,816625538844344321,,6,68
611,1438124629348917258,,48,837
612,1438994781883994112,,37,23
613,1305194337127497730,,5,181
614,343617864,,9,182
615,1438291620017889283,,8,183
616,1438953208756506631,,39,184
617,3645277337,,89,367
618,1432254043330686978,,73,185
619,1422651302979461121,,12,37
620,1402716477803929600,,107,43
621,1428161479476383745,,14,186
622,1442938347492610048,,4,351
623,1391537561584115715,,24,187
624,1430784129126309888,,77,837
625,1433948480276402177,,59,761
626,1375183948050018315,,51,31
627,1366408293174935556,,20,188
628,199739727,,67,31
629,1429226582212816909,,94,31
630,1378112496477814790,,18,289
631,1405303432358027271,,125,235
632,1444080595814916096,,51,189
633,1442955797613383680,,146,289
634,1445107711935320068,,1,190
635,1347140802577788928,,45,191
636,1275360154360246273,,135,235
637,1427058815451553795,,206,837
638,1436047041659035652,,8,31
639,1416244150291238913,,42,192
640,1433113424498552836,,8,193
641,1389178216514875397,,25,798
642,1443132838916890626,,179,68
643,1233116437679673345,,2,194
644,1363740802552188931,,22,37
645,1441392771798028288,,29,195
646,2875370817,,8,196
647,797709189644578821,,94,68
648,1395794187539394564,,148,31
649,1444958197027151874,,7,369
650,1424148996289974275,,63,23
651,1396577592740913157,,108,648
652,1437955021987979265,,1,197
653,1383874186687352835,,19,198
654,1416462117343875074,,202,421
655,1428133357330829312,,17,43
656,912539725071777792,,605,706
657,1387823079485755400,,43,351
658,1441412848660324359,,75,31
659,944445110074437637,,282,199
660,1434767128125714440,,28,37
661,1044247605989896193,,5,68
662,33732897,,1510,68
663,494481141,,12,200
664,952087880918228992,,25,201
665,1390243048622329857,,82,202
666,1433172408932896772,,341,31
667,1444934051333226503,,56,876
668,574814599,,20,761
669,2796756608,,5,203
670,1444661134552825868,,4,204
671,1410184694419935232,,67,205
672,1434337984141307904,,24,206
673,1434254374952394757,,50,37
674,1445238039484067845,,61,68
675,1424602586993205251,,3,207
676,131488891,,432,31
677,1429090223099564035,,62,68
678,1418841648985948167,,3,208
679,1417864427391655937,,33,289
680,1443254136724758534,,145,351
681,1434819722726412288,,113,23
682,1400857206476640262,,47,351
683,1374495756736811013,,2,209
684,1446785148264009729,,36,210
685,1443617515792310290,,33,68
686,2781164071,,251,31
687,1439518932268814336,,33,837
688,159009025,,93,837
689,1435293189972316164,,26,211
690,1371848692702052360,,89,327
691,1058745984170115072,,54,351
692,1423770233924374536,,113,415
693,1435250025689333763,,74,212
694,1445168934135554050,,5,68
695,1442857589503508484,,10,213
696,1093769435637116928,,35,214
697,1406367573663387652,,1,224
698,1440803368650244103,,2,215
699,1442468830794551296,,33,226
700,1376635672954613763,,140,235
701,3909452355,,7,216
702,1431789050827091972,,113,31
703,1410674320825753604,,2,217
704,1439940538782949380,,36,31
705,1354287307969462274,,1,218
706,148581410,,668,31
707,1436428118403784712,,29,219
708,1443625960780279814,,25,37
709,1442418334234935302,,34,68
710,1393886704763760644,,29,31
711,1430907759105437698,,137,23
712,1379880401901002752,,97,37
713,1444513837793910787,,95,289
714,1393573510308528134,,3,220
715,1434825940840898560,,51,23
716,1422769188012101637,,1,37
717,1442299172279836675,,14,221
718,1444465508263280641,,10,23
719,1336806488451366914,,24,37
720,1388412378593722368,,74,761
721,1377713365431296001,,495,235
722,875423853794779136,,1022,415
723,46957344,,6,23
724,1391228372051660803,,144,222
725,1260953582897111042,,160,235
726,1374463766935470081,,47,43
727,1171719416389591041,,72,223
728,1092268921296732160,,26,415
729,1427640860204752902,,43,224
730,1433897004829007873,,359,43
731,1445155265083580425,,6,225
732,1371822561818935309,,12,68
733,1424822987308548108,,129,68
734,1341039350562361344,,304,876
735,118639757,,42,226
736,1403277739478507526,,9,227
737,1434178422952005635,,41,228
738,1443035708973670407,,206,876
739,1396801836053524489,,630,68
740,1357796979087081476,,48,837
741,864347902029709314,,146,229
742,1454746669,,393,230
743,1339583553785380873,,27,231
744,1441421574255431699,,31,232
745,1391770589493268483,,2,212
746,1417876510413885444,,20,233
747,1034090962807545856,,12,37
748,1424468570168348680,,17,234
749,1184294344984952833,,574,43
750,16900182,,36,235
751,1353947454367035397,,2,236
752,1445290369088831492,,80,237
753,1385852940653535234,,2,68
754,1353847968919547904,,503,415
755,1370272381780910081,,79,31
756,1417050428907339776,,55,226
757,1415468643651973120,,1487,23
758,731904861181247488,,19,238
759,1265249092789125121,,440,31
760,1370037993315069952,,60,239
761,1129014693270573057,,56,240
762,1441807640640692224,,27,241
763,1427817827260502020,,47,289
764,1386814262920638465,,8,242
765,913302048564637696,,178,415
766,1446210823047692314,,19,243
767,1378795438824845314,,267,31
768,1391876939019800577,,103,837
769,1374618521393500163,,134,68
770,1438555155239079937,,13,244
771,50775199,,11,68
772,1442858245459218438,,8,245
773,1382470636908511233,,102,761
774,1436706290395451394,,14,246
775,1437754756164771845,,23,247
776,1019335827162214400,,1,369
777,603110314,,1,248
778,1401757352613662722,,193,31
779,1443927611986440193,,23,837
780,247178809,,42,249
781,1419636729351344131,,345,37
782,1417813251442810880,,10,250
783,1438688908057870339,,7,251
784,1344026419270135809,,42,23
785,1436350837148823553,,82,351
786,1366798401866780681,,15,837
787,1009619735644983296,,42,252
788,1430319395692232704,,2,253
789,1433557582635933700,,117,254
790,1424505151532912643,,8,255
791,90085039,,5,256
792,1432580548128436224,,121,351
793,389365568,,82,235
794,922010492142485504,,20,257
795,867408379391627265,,70,289
796,504286376,,35,837
797,1420797211160444929,,102,235
798,1161163129172008960,,8,289
799,722421481653702660,,4,258
800,1439246266173513730,,60,837
801,1396531457691054080,,7,515
802,1437502430405545989,,9,259
803,1445882911857729541,,13,260
804,1381349428003532808,,5,261
805,344353058,,20,262
806,1406395059189161985,,21,31
807,1441745212561182721,,148,23
808,880330594915241984,,1,263
809,1397541499940884482,,8,264
810,1433505855828201480,,70,37
811,1422982390708850698,,3,265
812,1362125988457504768,,32,289
813,1404420076233764865,,6,266
814,1418579802139803648,,3,267
815,3077600082,,5,606
816,1443451164289343494,,21,68
817,1432692610389274628,,17,876
818,1441632621243502594,,31,837
819,1033459112560996352,,76,289
820,1221390088942301185,,26,485
821,1437777697611071498,,19,837
822,2729214382,,129,268
823,1437041170794749958,,189,876
824,1432349321660354560,,75,351
825,1422177913269485574,,117,37
826,1425691216021127170,,87,837
827,1213991148160634882,,24,68
828,1436715791613927424,,116,269
829,1443183538384244738,,222,68
830,1442611154258325507,,279,23
831,1436029352953585682,,24,761
832,1441702589813252101,,60,289
833,1442034289671950337,,518,31
834,1438728188981440516,,43,68
835,1444226490871291905,,15,270
836,1362784845940711425,,11,761
837,1150022625198034945,,123,31
838,542318578,,1,271
839,364293459,,3,272
840,1434085826380668930,,6,273
841,1440379700006719491,,85,23
842,252900378,,418,31
843,1432484030772035584,,228,43
844,1367742878303219713,,7,415
845,1424942247242473474,,34,351
846,1361053678216515584,,117,837
847,1394825277079834624,,42,274
848,1431084820805955586,,6,275
849,1320881792690212865,,5,68
850,1188776663498272769,,48,289
851,1405568071687884805,,4,276
852,1433612231250382871,,7,277
853,1438606467716632576,,176,43
854,1007798748,,1,278
855,1438507976130629636,,25,279
856,951370255,,27,43
857,1439879370215084035,,16,37
858,1385546951211556866,,92,235
859,1365006674180919297,,57,43
860,1443403005504593927,,22,68
861,1436295537381167110,,38,280
862,1434904743495839745,,294,536
863,246233963,,62,281
864,1446736351638872064,,164,282
865,1072864006476488704,,1314,23
866,1432513671972986884,,45,37
867,1427754695091638272,,11,283
868,1437341512610766850,,27,837
869,1440755341159907329,,7,284
870,1434729785159266312,,8,285
871,1435352859416178689,,15,289
872,1392021570797719553,,68,391
873,130088653,,4,286
874,1419257807539474433,,159,31
875,1397455158536151044,,35,287
876,1438480586553892864,,3,288
877,1445049491015483400,,7,37
878,1326754509050187776,,63,837
879,925157550617632768,,144,235
880,1445734667143954438,,566,289
881,1434163962048880649,,37,290
882,1430057408949194755,,73,327
883,1445224996989648901,,4,291
884,1172924858797305857,,8,292
885,1430878811407650822,,53,293
886,1442406404388638725,,5,37
887,1376643064018526210,,7,294
888,1440681922598825994,,1,295
889,1442174546077884427,,98,296
890,1123668872299798539,,49,837
891,1392680622540296194,,13,37
892,1444890024084787203,,5,297
893,1333717519731892225,,205,23
894,1406386045856321540,,13,837
895,1438800426883710977,,27,298
896,1184437697609457664,,3,299
897,1437895688126451719,,24,37
898,2732425927,,110,31
899,1438362620960989188,,34,837
900,1400827250908581891,,18,300
901,1401444075736383489,,56,761
902,1447748404071878660,,1,301
903,1444300619465076736,,49,31
904,2817756092,,33,23
905,1441093480407650306,,17,302
906,1418005976226189315,,90,31
907,1385838000601399301,,6,837
908,1438955309222006784,,223,837
909,1400224555772297216,,10,303
910,1426424417085628425,,52,304
911,1366705915974549505,,7,31
912,1379528010928381967,,6,305
913,22051964,,5,235
914,1443586650869690389,,56,306
915,3119977766,,19,307
916,1444602501068636162,,8,308
917,1442050271136215042,,10,68
918,336186680,,402,235
919,1290836173166915586,,73,289
920,1082129849790025729,,18,68
921,1435685327084032001,,44,309
922,536582958,,219,31
923,1401603421904379905,,6,310
924,1436795672540418051,,2,311
925,1434542942568345600,,41,31
926,1445974558637322243,,33,68
927,1442491020222943245,,14,761
928,890014634266066944,,11,876
929,1425217002407436298,,25,43
930,1376213787922067463,,28,281
931,1440466071635443712,,119,837
932,988884489207152642,,17,761
933,1014265506,,47,43
934,1446022691316813825,,12,312
935,1326342746441834497,,4,313
936,1432928556410146816,,18,314
937,1409111757969182723,,2,696
938,7338132,,143,31
939,1432373603979304960,,18,315
940,1441640169837240320,,8,316
941,1394561471359569923,,7,317
942,1402437259366969344,,2,318
943,1430392824567111680,,128,31
944,942408358241370112,,6,761
945,1224637046834089985,,14,319
946,1355240843670663173,,1,320
947,1427349290603663367,,2,321
948,1431266003476877315,,41,322
949,1422600032784617477,,27,327
950,1402622739177824259,,7,68
951,1129381702407741441,,4,323
952,1386669266192142342,,2,324
953,1422801738059374595,,10,325
954,1438162838153953289,,6,326
955,151660778,,134,327
956,897007968,,6,328
957,1427180207727943689,,18,329
958,1396713579349434368,,6,330
