Id,Label,timeset,size,modularity_class
1493,1029200209484509184,,3,628
1494,1244271788743426049,,31,235
1495,1411720861648769027,,28,31
1496,1386399640371662850,,1,629
1497,1439364324938575873,,4,630
1498,2219837644,,7,631
1499,1436881569944203264,,2,68
1500,1447421086870630400,,2,742
1501,1375314930707013637,,2,37
1502,1445640169147625473,,2,632
1503,69691641,,257,235
1504,1426997602155995146,,28,837
1505,1038183639161479168,,2,633
1506,1127969518230417415,,59,485
1507,1440782858616905729,,13,634
1508,1431324558494109696,,19,635
1509,1446180367069679622,,9,636
1510,16665105,,1,637
1511,1437954433501958146,,16,638
1512,1349889561782939649,,4,639
1513,301463527,,22,68
1514,1377081388621516803,,24,640
1515,1267836083959562246,,5,641
1516,1436273855673389060,,18,642
1517,11755512,,69,643
1518,1429397684348067841,,2,644
1519,1433508091488833542,,11,645
1520,1441692752744378373,,1,68
1521,1443553745204224020,,2,646
1522,1434105328036192256,,182,31
1523,1433794055528452103,,4,647
1524,252756147,,8,23
1525,1442328090697338881,,27,68
1526,3430758761,,43,876
1527,1443882165301755904,,26,837
1528,1130446424393564160,,4,648
1529,1426339712390733828,,3,649
1530,1441907743967703046,,8,650
1531,940413306963218438,,20,651
1532,1214254322025783298,,1,652
1533,1407343061131272193,,8,653
1534,2826888066,,5,654
1535,1410014091939360770,,3,655
1536,751222227417329664,,1,656
1537,1380125577588318211,,1,657
1538,1302174189516763136,,22,837
1539,1439177990060089346,,7,658
1540,1331971465604960258,,27,37
1541,1370579248302284800,,10,659
1542,1390758631872868354,,28,761
1543,977281218201894912,,1,23
1544,1401755887958597635,,1,485
1545,1369327775056867332,,24,761
1546,1445439297532923911,,2,660
1547,1442630978485239810,,6,661
1548,979475043611828224,,18,662
1549,830796719751208960,,1,68
1550,1229492564975329282,,29,663
1551,1433772164067495937,,2,664
1552,1432437156782432256,,16,665
1553,264075984,,1,666
1554,1380023064377749508,,4,415
1555,1054366225701040130,,2,837
1556,1444384622746472449,,24,667
1557,1442341762018643970,,6,668
1558,1401452084432498688,,2,235
1559,1428021434153058304,,15,669
1560,1436035566236229635,,9,670
1561,1377963859730911232,,18,671
1562,1313649354830422017,,4,672
1563,1279733328308912128,,7,673
1564,1427198352064581632,,53,289
1565,1442971018595901440,,45,226
1566,1440133903361138690,,7,674
1567,1416002332010024962,,1,675
1568,1390434795684040710,,1,676
1569,1401858934474956804,,80,677
1570,1425492080630063109,,23,43
1571,1440336487275327490,,23,678
1572,1097688823,,62,37
1573,1444108629502726146,,5,679
1574,1141636196776448000,,69,680
1575,1442505328004792327,,2,68
1576,1444805609061236738,,22,876
1577,1393507643965202433,,3,31
1578,1438286055728459782,,2,681
1579,16302472,,18,682
1580,1443625850784686080,,35,43
1581,1428144132971655170,,35,37
1582,1431459150203031558,,10,683
1583,1440919972440510465,,1,37
1584,1430945641065295875,,5,684
1585,1407334339990495245,,6,685
1586,1433931109201367040,,3,686
1587,314310897,,18,687
1588,1370466828972142592,,141,688
1589,16525504,,11,689
1590,1336854957853605890,,10,690
1591,1432003061594140675,,2,691
1592,1370154878513811461,,8,692
1593,1440066989347594241,,6,693
1594,166701634,,2,6
1595,2777697256,,4,694
1596,1417991241548062722,,2,235
1597,1442250073572737030,,2,695
1598,1399232258276352003,,25,696
1599,1210101163393245185,,1,697
1600,90358092,,5,698
1601,1435022443123515396,,765,837
1602,829370065493585921,,15,699
1603,1440513830602166279,,7,700
1604,1447876094116261894,,55,23
1605,1444436615011704834,,61,701
1606,1438464144915656708,,3,702
1607,803476468173045760,,1,703
1608,1437661287371051009,,3,704
1609,1432232015693221889,,2,705
1610,1366044104199729152,,15,31
1611,1190765353854484480,,19,706
1612,1431315376097439748,,20,706
1613,1415336522690203655,,24,485
1614,1332629626368131073,,5,2892
1615,380257076,,1,707
1616,1439931955181723649,,64,31
1617,26354941,,6,708
1618,1432723595919335425,,27,709
1619,1144438630926053376,,1,710
1620,552527914,,1,711
1621,3165287969,,30,289
1622,7173232,,1758,289
1623,1358256342050344962,,27,43
1624,1223393208,,1,712
1625,1430133985661919232,,7,713
1626,1368627343724535812,,20,761
1627,1305686895704313857,,41,714
1628,1429527524783001600,,23,715
1629,1415845563384303616,,32,23
1630,1428562753690562566,,1,289
1631,1439111000943304714,,9,716
1632,1340093077793337344,,31,717
1633,1433505587078311942,,69,718
1634,1433135981826351107,,26,719
1635,1434165065763233800,,24,37
1636,1344856723048185856,,54,68
1637,1447266904498966543,,6,720
1638,1432250368109395969,,2,837
1639,1413032082545070085,,8,721
1640,1397908992156831744,,10,722
1641,612255699,,11,23
1642,1443055843293818885,,2,68
1643,63221462,,19,723
1644,29930583,,2,68
1645,1426780411326308353,,6,724
1646,1437227086918217728,,2,725
1647,1371426702098841600,,67,415
1648,1284950394599362560,,23,43
1649,1425625731531423745,,3,726
1650,1016788354107625473,,6,43
1651,194459958,,1,727
1652,1446744016641462276,,9,742
1653,1442582284637327368,,21,728
1654,1425140886950789120,,36,31
1655,847396832032444422,,3,729
1656,1430905915117424643,,9,742
1657,1177644894246096896,,8,730
1658,1447644292701474818,,8,731
1659,1367376294325886983,,27,732
1660,1442229544136495104,,19,733
1661,1387995997809250308,,1,734
1662,1386910031556222979,,24,735
1663,1443121848762478593,,7,736
1664,2249554545,,22,289
1665,1442673266645094404,,61,737
1666,1439573729974099969,,128,37
1667,1447834039860137987,,9,738
1668,4927637037,,14,739
1669,1436987618298785794,,1,740
1670,971688618447253504,,48,741
1671,1438526852239224836,,117,837
1672,1415606168924295173,,2,742
1673,1225753605749211136,,4,743
1674,1440854588064600068,,5,744
1675,1391102401617276931,,1,745
1676,1435659164970143749,,1,746
1677,1432304181952532481,,7,747
1678,1345582043950841857,,12,748
1679,1293072041399050240,,8,37
1680,1443963441669050368,,22,749
1681,1020314005,,2,750
1682,1445113692371161094,,6,751
1683,1414237003403522052,,1,752
1684,1382587136998793218,,1,753
1685,1434523198276636678,,2,754
1686,1385166061339877376,,34,31
1687,1344946951507173377,,1,755
1688,1443617240683884544,,67,23
1689,1443222986044096515,,7,756
1690,1376949920477945857,,4,757
1691,1440929917940600832,,4,758
1692,1391925386133520389,,26,759
1693,1377309176192512001,,101,31
1694,2437457569,,13,760
1695,1442745312058036227,,3,351
1696,1441594465374769154,,122,68
1697,1441615617748992002,,12,761
1698,1427247215890690049,,4,762
1699,1378166425081159680,,7,763
1700,1410607072140353536,,31,68
1701,1378039029149495297,,4,764
1702,1401985988054994947,,13,31
1703,1405522547936923650,,2,765
1704,755104302117433344,,3,205
1705,1262670093181423616,,10,43
1706,1447422053779267597,,198,43
1707,1439545481898561541,,69,289
1708,1336204428509028352,,19,23
1709,1434503813558194180,,93,31
1710,1433485875543957506,,23,766
1711,1422698375414231041,,1,767
1712,1433642842572853250,,23,31
1713,1260197054145425409,,4,68
1714,1433117351617040385,,3,68
1715,106941045,,1,768
1716,1428354914296635400,,52,769
1717,1299915846521741313,,10,770
1718,1369012743999660032,,1,771
1719,2384533957,,10,772
1720,1436227260869087252,,1,773
1721,1434926728984530948,,1,774
1722,594350359,,4,775
1723,1435879044105474053,,10,776
1724,1396699364857466881,,29,742
1725,233065765,,12,37
1726,1438515991588134916,,11,837
1727,1446903536189460480,,4,777
1728,1144768627121377280,,13,778
1729,1448093406497054725,,5,43
1730,1445800961037897729,,36,37
1731,1161283538873925634,,6,876
1732,388617625,,58,837
1733,111322279,,1,68
1734,1353117601615015937,,5,23
1735,1274565063475466240,,133,779
1736,1282540214066409472,,39,780
1737,36304861,,1,781
1738,1441513978815934476,,51,782
1739,3032779893,,1,415
1740,1396745051913347079,,1,415
1741,1439670551912529928,,2,783
1742,1439168480033402881,,6,43
1743,1435273367402258437,,3,784
1744,1408841687707926528,,1,785
1745,1431427181557665794,,1,786
1746,1412748323895795715,,12,787
1747,347831597,,57,788
1748,1445001242153943040,,7,789
1749,955245895188209664,,59,31
1750,1245941128790073344,,3,68
1751,1432451988655165452,,23,837
1752,1431004721729478656,,5,790
1753,1442510460046098438,,11,791
1754,1415295773906980868,,89,289
1755,1431060037158404096,,10,68
1756,1431136693755662342,,8,792
1757,1447627587375845376,,4,793
1758,1418851919435608068,,13,794
1759,1193143100576808960,,45,795
1760,1432239975341363203,,18,37
1761,1361989862090489864,,1,415
1762,1217353466319790080,,1,796
1763,1439974027909607427,,227,1703
1764,15412338,,65,31
1765,1339249335750389764,,2,797
1766,1345346234253516806,,213,31
1767,1391407935729831940,,5,798
1768,1431959989812400138,,10,799
1769,1440852208296202248,,8,23
1770,1427124966730911746,,12,235
1771,743194512,,1,800
1772,1411920971108257792,,9,37
1773,1443143281886433284,,3,801
1774,1429657256862175238,,11,802
1775,1447394998488600581,,36,23
1776,1391468232373153796,,56,485
1777,1433064768764461061,,5,803
1778,1405849459502821383,,25,804
1779,1394331069382541314,,19,226
1780,1392385621243535361,,23,805
1781,1445471347723816968,,15,68
1782,1428324244912545796,,9,806
1783,1434727746035326985,,21,68
1784,1368030710934757376,,13,807
1785,1438883795482992642,,28,808
1786,1434344541830660099,,33,43
1787,1440724094387843077,,16,809
1788,1432998168564748290,,1,810
1789,1435507611055443970,,34,837
1790,1071457412056604674,,16,31
1791,1437458513891143688,,15,811
1792,1273276170511855616,,7,812
1793,1428222211534557186,,4,813
1794,1425845450431778816,,4,814
1795,1442657739126321157,,8,815
1796,1384877141955854336,,11,816
1797,1435761293055561728,,6,876
1798,1442081316044828674,,4,817
1799,1446458670108143617,,634,68
1800,1438862092329750531,,239,23
1801,1411956812945915906,,14,818
1802,1381386541419888645,,8,819
1803,3231499476,,84,235
1804,1355486121862565890,,1,820
1805,1445872596394946560,,2,821
1806,1428738661420617739,,10,822
1807,1427334747466960906,,741,43
1808,1334566265189511174,,2,823
1809,1412860656965935109,,27,824
1810,1446904037991874563,,53,68
1811,896769476766515200,,1,825
1812,872855981335601153,,1,826
1813,1440442259992764419,,1,68
1814,1427587231594598401,,2,827
1815,1530530365,,9,3070
1816,1368305129624117249,,3,837
1817,1436011811841757189,,85,837
1818,1375467431364329474,,11,828
1819,1430588848338255880,,9,43
1820,3798415873,,8,829
1821,1407715980684369922,,111,31
1822,1398828311128596483,,1,830
1823,1437689471235932162,,88,31
1824,1432835196840206343,,1,831
1825,1404352633976983562,,1,536
1826,1386956955881664514,,1,369
1827,1438559150309576707,,4,832
1828,1365129933668970503,,1,833
1829,1446205081796452354,,2,834
1830,1447365635432976386,,8,23
1831,1404772034467577865,,29,837
1832,1438147042451226627,,14,835
1833,1377137197510369284,,12,836
1834,2987955574,,17,31
1835,1439240304125677569,,10,289
1836,1431768395993780229,,49,837
1837,1434419706920845314,,13,838
1838,1439475293765341185,,7,37
1839,1382936343660007429,,22,837
1840,63658340,,21,68
1841,1410467937295667200,,2,839
1842,1440491990651588611,,6,840
1843,1434596955158581249,,6,841
1844,890402905563557888,,3,842
1845,1418082928542687235,,3,843
1846,63943613,,1,844
1847,1374406112212971523,,6,845
1848,1323762343302615040,,4,846
1849,1442638132780810245,,3,847
1850,1433399192542748677,,84,31
1851,1436925648543514625,,1,848
1852,554824653,,1,849
1853,1442063715994521600,,13,23
1854,1317151625614536704,,5,68
1855,1446093831833784320,,7,850
1856,1328625819502006276,,6,851
1857,1440690971381944327,,13,852
1858,815497466741161984,,3,853
1859,1403357212173549572,,3,854
1860,1434170264124903424,,5,855
1861,1425597894321655808,,10,856
1862,1432251020504035329,,5,857
1863,1374838162434965515,,2,858
1864,1442333574389125127,,1,859
1865,38625988,,1,860
1866,1431069387092631557,,24,43
1867,1277080826,,16,861
1868,1367089450254295040,,1,862
1869,1375097521215709194,,2,863
1870,1445168387093667842,,4,864
1871,1372224776866033671,,31,865
1872,1428311591330713601,,12,866
1873,66357798,,165,289
1874,293907955,,1,867
1875,1393605769036111873,,6,485
1876,1441868607604936704,,2,868
1877,1433505200598290433,,17,351
1878,1437676293626150915,,1578,68
1879,1441075698337153032,,10,31
1880,1441667830450049034,,16,43
1881,1435719347230609411,,14,869
1882,1431709388222435336,,759,415
1883,1434753144341372928,,4,870
1884,1431610831888961538,,1,871
1885,1421399407631769600,,46,23
1886,1432094996203667456,,98,872
1887,948723133304913921,,17,68
1888,772384838670290944,,2,873
1889,1414519909749428229,,1,874
1890,1445147749733867521,,15,875
1891,263116424,,1,432
1892,1400858451832606723,,2,31
1893,1269661253816815617,,6,876
1894,951320185515855873,,3,68
1895,1425994608819978245,,20,43
1896,1438438633862746118,,7,877
1897,1379724134075101199,,1,34
1898,1388025220322234368,,29,878
1899,1236903491378900992,,1,68
1900,1373358012484620289,,24,879
1901,1447602136636821507,,4,837
1902,2343999064,,1,880
1903,1431577582508544006,,3,881
1904,1406178685003218944,,36,37
1905,1438119808927780873,,25,882
1906,1438649331184140291,,2,883
1907,1436427677481766916,,12,884
1908,1376666165582381061,,124,885
1909,1418428445810429959,,40,536
1910,1375438750625447942,,4,886
1911,94362229,,1,68
1912,1443279124764762118,,6,887
1913,8386212,,16,888
1914,1291532896919060480,,1,889
1915,1410461426162929664,,8,890
1916,1073282194796355584,,1,891
1917,1395002804180299783,,13,876
1918,4864112076,,10,1961
1919,1406111222769098755,,56,289
1920,1389614128927547394,,27,761
1921,1428054043935526912,,6,892
1922,1378001120530890757,,1,893
1923,1417608199147073543,,3,894
1924,1442453035410591745,,23,895
1925,1439917481770971145,,18,896
1926,1436719382911148036,,26,351
1927,4200780920,,14,31
1928,1421129944910884867,,15,897
1929,1317300293315551232,,2,31
1930,1264435200483659776,,8,898
1931,1441913098235879427,,7,837
1932,1183529179477757952,,3,899
1933,970087768415227909,,7,900
1934,1227923263533305857,,14,901
1935,1436743292285333504,,4,902
1936,1357022283215298566,,32,903
1937,1392417306651725826,,68,904
1938,1446251618454888456,,6,31
1939,284845544,,7,905
1940,1441729119671119881,,5,43
1941,163482655,,18,906
1942,1448194133982527493,,2,907
1943,1434479129718558723,,3,908
1944,83256560,,4,909
1945,1447666787701645326,,3,910
1946,1444693619839995912,,8,911
1947,1266008458605797376,,1,911
1948,1439965045392297987,,31,31
1949,1362275192546893826,,5,912
1950,1431665577609805829,,7,43
1951,1412671072831299590,,1,913
1952,1432190747193876486,,45,31
1953,1420113126716891137,,13,914
1954,1434576016765120518,,32,915
1955,1439338078192160769,,12,31
1956,1432340941226987524,,2,68
1957,1436945148970033156,,1,916
1958,388007952,,2,837
1959,1438234068093636619,,5,917
1960,54119170,,5,918
1961,951769635732557824,,18,919
1962,1298681982398808064,,1,68
1963,1417592458490392581,,2,920
1964,1424995222992297988,,15,921
1965,1420134365757984768,,6,43
1966,1431230282515030027,,19,922
1967,1440139423740358664,,1,923
1968,2212430138,,25,924
1969,1334734252680880135,,42,23
1970,1445426890844499969,,4,68
1971,1440177636118962181,,47,23
1972,1439572657775603713,,17,23
1973,1438879017831002120,,3,925
1974,1434099000689442820,,10,926
1975,1439262841551396871,,42,37
1976,1053510600100364288,,12,927
1977,1363915873778601984,,2,928
1978,1425797141423927297,,17,929
1979,1363119011584643073,,32,68
1980,732563285480996864,,14,289
1981,1436742083818049536,,1,415
1982,1371209846477836290,,1,930
1983,1429713964288471040,,26,931
1984,1441246419847815170,,1,932
1985,380957466,,22,289
1986,1434153269010522116,,1,415
1987,1383753615710384131,,2,933
1988,24329353,,12,934
1989,950317290444095489,,1,935
1990,2392789428,,2,936
1991,394721978,,40,937
1992,1425532137717997569,,21,938
1993,1009268792495489024,,22,939
1994,1438529293923938304,,4,940
1995,1435945782293762057,,3,941
1996,1395653303694991363,,1,942
1997,1430554158487130112,,7,943
1998,1374351526928510976,,3,944
1999,1406926557143199752,,32,945
2000,1440890371559542789,,4,946
2001,1173282188462190592,,2,947
2002,1442156564261924867,,34,351
2003,1446239117222817795,,25,31
2004,1444122014495780864,,4,948
2005,1083841189525291010,,14,31
2006,2569019940,,1,761
2007,1436671330120728586,,3,949
2008,1388500624149336067,,1,950
2009,1430027265333633025,,10,31
2010,1233363124360818688,,1,415
2011,328716220,,10,951
2012,1433361188008701952,,100,23
2013,1431411360030658564,,2,952
2014,74995845,,2,415
2015,2879680554,,10,68
2016,1431394378979758080,,1,83
2017,3309486534,,14,953
2018,1142036790343282688,,2,954
2019,1296952709640331264,,4,955
2020,1407866838177009667,,2,956
2021,1441841619464966148,,1,957
2022,1441709146592612356,,24,31
2023,1445075928200081412,,10,958
2024,1369496294268366849,,2,959
2025,2863396575,,2,960
2026,1446573626417946626,,1,961
2027,106648871,,1,962
2028,1440285378544476164,,5,31
2029,1448086959897915402,,1,963
2030,1383802058625609740,,2,964
2031,1420479908917153794,,3,965
2032,1032029263,,8,966
2033,1431285833055748096,,1,967
2034,1437366411488333827,,5,968
2035,866859108,,152,289
2036,1434086060900945920,,6,969
2037,1436508176053149698,,1,970
2038,1326160834997837828,,2,971
2039,1446763750611030018,,11,972
2040,1372817012540461058,,1,973
2041,1431201748866240513,,36,68
2042,1387585386738712582,,40,68
2043,1410080265188175873,,18,974
2044,1441132993926479873,,17,31
2045,3106070248,,1,351
2046,1431460004880535553,,1,975
2047,1697273742,,14,976
2048,1442479097754513419,,4,977
2049,3156450949,,1,978
2050,1442872571305807879,,10,979
2051,1432594108644663303,,17,43
2052,1443902808013475841,,1,980
2053,1440233204808499211,,1,981
2054,1379540442707079171,,5,982
2055,219168451,,20,983
2056,1445108713484734467,,3,37
2057,1437014010826797057,,26,23
2058,1438382282184663040,,1,984
2059,1433587030848524289,,14,68
2060,52886490,,42,31
2061,1427160997945516036,,2,985
2062,1434278050800209921,,3,986
2063,1435159289744674820,,4,987
2064,1432644851972120576,,3,289
2065,1444976481730433030,,3,988
2066,1446057425040203783,,1,31
2067,1379876547134377991,,15,989
2068,1407526523532423170,,7,990
2069,1444563176234889217,,13,43
2070,1435006377911521283,,11,351
2071,1380129621727797249,,3,991
2072,1403526222093729792,,27,1545
2073,1244154944548155392,,4,992
2074,966858846986801152,,6,993
2075,888553976253120512,,1,994
2076,2685994862,,26,837
2077,1417869927139225609,,37,31
2078,145758801,,8,995
2079,1032952115134717952,,6,996
2080,1441799709710970888,,18,997
2081,1434634543269662722,,4,1793
2082,1446523438336811026,,47,998
2083,1437371846148558855,,34,31
2084,1423837071718846466,,9,226
2085,1444250799052361731,,2,999
2086,51718502,,6,23
2087,851065582610808832,,6,1000
2088,1252986223993532416,,8,837
2089,1432469540680736768,,8,1001
2090,1314261501046394886,,6,369
2091,66098299,,7,1002
2092,1430518386954473472,,3,876
2093,1284053187519905792,,45,68
2094,1409624679862710275,,74,289
2095,1388896832198266881,,7,226
2096,1430648462673162240,,1,1519
2097,1441849409457692672,,2,83
2098,1426228317376565249,,17,68
2099,1445418038736658442,,9,1003
2100,1445380500235845633,,1,1004
2101,1251591541090648067,,3,1005
2102,1444758667681804290,,4,1006
2103,1433245454003736579,,25,1007
2104,786264213492596736,,11,43
2105,1424522945712377858,,63,389
2106,476481194,,16,1008
2107,1433241319258968103,,1,1009
2108,1437811146103398402,,33,31
2109,1442727763274866692,,1,1010
2110,701270673533091840,,4,1011
2111,1430616117479985161,,9,1012
2112,1411039597459501057,,13,43
2113,1419534718740074497,,3,1013
2114,1202350744466337799,,4,1014
2115,1108863679729152000,,1,1015
2116,960841483401203712,,15,837
2117,1425282184160497665,,8,1016
2118,1442022207731822595,,1,1017
2119,1323706856594792448,,11,1018
2120,1442675772095746050,,20,837
2121,1438174981163208714,,5,351
2122,1434200801799507970,,46,1019
2123,1433170183632326661,,21,43
2124,1436339700936159236,,2,1020
2125,1438213030911877120,,13,1021
2126,1424241711895646208,,2,1022
2127,3313143901,,4,1023
2128,1436431052575285293,,22,1024
2129,1439273255915884553,,3,1025
2130,725994055759462400,,182,837
2131,1398752780660002817,,23,68
2132,1441413911710875656,,2,1026
2133,1440243480811294720,,2,1027
2134,1439908029818888201,,10,1028
2135,1322409278515212288,,1,43
2136,1431747379812872192,,6,1029
2137,150686819,,26,37
2138,1444243156845875206,,7,289
2139,1347763310796578819,,1,1030
2140,941638638462554114,,3,1684
2141,1392708737459134464,,6,1031
2142,1433386263457898496,,2,1032
2143,1734538424,,7,1033
2144,1442073690796007429,,16,68
2145,997958700097720320,,5,1034
2146,1448190500838658053,,3,837
2147,364143739,,1,761
2148,1441854623984222208,,1,1035
2149,954108273615163392,,1,31
2150,1434304529172992001,,5,31
2151,19097874,,6,351
2152,946756999408107520,,7,31
2153,1436946564778536962,,1,1036
2154,1441175604246634506,,4,1037
2155,1431802199194152961,,1,1038
2156,1439606958533775361,,1,43
2157,1432831090633236487,,1,293
2158,1447692487317983232,,1,1039
2159,1445061815461896194,,15,31
2160,437243758,,2,351
2161,892509620614217728,,1,1040
2162,1436089360638636045,,27,1041
2163,1440605132110974977,,26,43
2164,1438709139761467393,,1,1042
2165,1343284540379439104,,11,1043
2166,1043259113109508096,,94,37
2167,1431385710880169987,,5,1044
2168,1443899334916022272,,22,1045
2169,1431508285442576388,,4,37
2170,1425678156350967810,,3,1046
2171,1443632054709600256,,7,3112
2172,1426162138242945026,,1,1047
2173,1393682506973474819,,57,1048
2174,73764555,,46,1049
2175,1412533718250622977,,7,1050
2176,1440368988236566529,,10,1051
2177,1377309205154107407,,1,1052
2178,2266007934,,1,37
2179,1437395122509996032,,37,761
2180,1370922090610577410,,25,43
2181,1361171741242912769,,1,1063
2182,1437427213331279879,,1,235
2183,1428936190917431301,,10,68
2184,1376659120774901765,,199,837
2185,1326252118077026310,,1,1053
2186,1348693833593155584,,46,68
2187,1422009481383141377,,7,1054
2188,1372757617907396611,,3,1055
2189,1444199220320235520,,14,68
2190,1433485195726970886,,12,1056
2191,1441866805450969095,,12,1057
2192,1133263976190627840,,1,1058
2193,1421119412191563777,,1,1059
2194,2739650472,,16,485
2195,1433123808882270210,,2,1060
2196,1394790607407783936,,4,1060
2197,942982227360714752,,1,1061
2198,1434013365865631744,,97,1062
2199,1403355055969816580,,2,1063
2200,356711657,,1,43
2201,398299439,,2,1064
2202,1448425487282413568,,1,1065
2203,1442057435523391501,,21,1959
2204,1433747220638183426,,12,1066
2205,1444536163696402436,,45,68
2206,1406805604165775360,,8,1067
2207,1381819850511642626,,9,837
2208,1374353775767478276,,44,226
2209,1432922072552980483,,2,1068
2210,1411444573017096194,,1,23
2211,1383780571965390856,,60,31
2212,1441748929268240384,,18,931
2213,708113042911813632,,1,1069
2214,1437409110635556868,,4,200
2215,182558793,,1,235
2216,153092924,,289,837
2217,1440563964912361484,,5,1070
2218,1437578970434662401,,1,1071
2219,1212132556281303040,,2,1072
2220,1440415409534951429,,43,31
2221,1445189065024974849,,9,31
2222,1440987002317549568,,3,1073
2223,2416549789,,1,23
2224,141819935,,10,68
2225,3378253571,,2,1074
2226,1447531067699646475,,5,68
2227,1442227208483860482,,3,1075
2228,1387727428949266432,,1,31
2229,1434419750843543557,,81,1076
2230,1260691069,,1,1077
2231,1405772999538606088,,1,1078
2232,2568384055,,6,1079
2233,1389643072632356865,,7,1080
2234,1172185448145252353,,3,808
2235,1433538830326395003,,5,1081
2236,1442658729002995713,,10,23
2237,1425802418323959815,,4,31
2238,1439631729715732486,,15,1082
2239,1436024140369211396,,14,1083
2240,1444847359158997001,,1,1084
2241,1406109363362746370,,2,1085
2242,1432023883507539975,,9,1086
2243,1424771026966118405,,29,37
2244,1372309600154779651,,17,37
2245,1245562669689520129,,29,1087
2246,1443574287160385541,,13,68
2247,1445055624597938186,,20,1088
2248,704353802351218689,,9,1089
2249,1368318287814221828,,19,1090
2250,1435534762949545984,,12,1091
2251,1410784349214195712,,1,1092
2252,1317026845561335808,,1,1093
2253,1430709929501880320,,12,1094
2254,125007819,,1,1095
2255,743761764916019200,,1,1096
2256,34685057,,7,1097
2257,1446199074495942656,,4,1098
2258,1444950359617589249,,2,1099
2259,1434014398423597059,,16,289
2260,1438447925399588867,,10,1100
2261,1444628891507650560,,16,68
2262,110713860,,1,1101
2263,1442402291143700492,,3,1102
2264,1445403003331256342,,10,68
2265,1446043887752069120,,5,1103
2266,914967613016543232,,13,3345
2267,1436402058454765618,,9,68
2268,970000781008089089,,6,1104
2269,1438095969795575810,,7,351
2270,1371775617860042755,,7,1105
2271,1434020030404915202,,21,31
2272,1441190275703918595,,1,1106
2273,1232010374251151363,,80,415
2274,1448310982095212544,,2,1107
2275,1367493651367153671,,3,718
2276,1234798891289194498,,21,2554
2277,1442886314064588807,,23,289
2278,1416449899344760832,,1,1108
2279,299795765,,25,1109
2280,1412473199888117765,,9,1110
2281,1368369379138764800,,6,31
2282,1355392145356693508,,9,1111
2283,1355985172450189353,,2,205
2284,1402151085213732869,,72,23
2285,1441358721494372354,,1,1112
2286,1430949521744404485,,67,31
2287,1424458800124370948,,41,1113
2288,1425931399358341123,,17,742
2289,1239610128778829825,,3,1114
2290,1411799933548695565,,11,1115
2291,1435253914828480520,,31,23
2292,1422217873838145540,,1,1116
2293,1297252879477039104,,5,1117
2294,1433146413878177794,,3,1118
2295,1424385531173953541,,1,1119
2296,1225508406066212864,,9,1120
2297,1350007068523171840,,7,1121
2298,1265378210939678720,,3,1125
2299,105852422,,2,1122
2300,1431186077344100353,,1,1123
2301,1446624686025105417,,24,1124
2302,87102292,,4,1125
2303,1424023860907675656,,7,1126
2304,1405609401273229322,,1,1127
2305,1434916255723569156,,6,1128
2306,1434602615543779330,,42,31
2307,1715115498,,38,31
2308,47823036,,1,1129
2309,1436075677518860295,,10,1130
2310,1423302209106845698,,18,1131
2311,1364230067979657226,,2,1132
2312,1399871096610979841,,1,1133
2313,1428978409632198656,,10,1134
2314,1426167937858084868,,17,289
2315,627552193,,1,226
2316,1440495108596453384,,5,1135
2317,1086662721268076546,,3,289
2318,1423308607844720649,,158,31
2319,1442188217038503936,,1,1136
2320,1127430582311350272,,9,1137
2321,1426715576991469571,,52,1146
2322,1423626697048420352,,8,43
2323,1443895953195352066,,1,415
2324,367594838,,7,289
2325,1188127628278018051,,10,351
2326,1237643406131605504,,125,289
2327,1052954528,,13,31
2328,1368323930029690886,,1,1138
2329,2549855215,,22,1139
2330,1405319513734778881,,2,1140
2331,1379815778225115142,,2,1141
2332,1439278190489477126,,5,837
2333,1397197579318964228,,13,837
2334,1417282747,,4,1142
2335,1310013485649211393,,3,1143
2336,1404560477842198539,,14,1144
2337,1430245988367732741,,1,1145
2338,1380186661724823555,,6,1146
2339,1435095257713160192,,25,1147
2340,1438732962850344963,,1,1148
2341,1308787990064435200,,83,1149
2342,1423309252324728839,,9,1150
2343,1440318193097056264,,1,837
2344,916033913021014016,,8,1151
2345,1224611965219139584,,37,1152
2346,1395558377179127811,,3,1153
2347,1436634589083090944,,3,31
2348,1446582987852636161,,1,1154
2349,1437892565072678913,,1,23
2350,1446176752871616515,,1,1155
2351,1439772617330724866,,7,68
2352,1426705568798887936,,5,1156
2353,33447947,,9,226
2354,1441261865900797962,,1,415
2355,1373127390386356227,,31,1157
2356,1161676097399824384,,3,1158
2357,1447967560302010378,,3,351
2358,1028867306460520453,,1,68
2359,1440898080539398147,,29,1159
2360,713892203,,2,1160
2361,1434201222601453570,,45,48
2362,1115034903266189318,,85,1793
2363,1446879351677628426,,17,1161
2364,1447672490034040835,,10,1162
2365,1445790759660232704,,4,1163
2366,1438147230800785419,,26,226
2367,1346992738529538050,,13,1164
2368,1442118852523945986,,2,837
2369,1437529479618891779,,7,1165
2370,1428453281815310337,,4,1166
2371,1385778079948107783,,3,68
2372,1433049594380816394,,5,1167
2373,1447239537785131013,,4,837
2374,1421249447128977408,,16,1168
2375,1165658491765149696,,4,23
2376,1387488833772560384,,12,1169
2377,1436398141037846532,,2,1170
2378,51446765,,34,235
2379,1444972830328766464,,14,1171
2380,1419240504659689474,,42,3610
2381,1438047440511270912,,23,31
2382,2154209746,,5,293
2383,1416191630999183366,,3,23
2384,36217766,,3,1172
