Source,Target,Type,Id,Label,timeset,Weight
1725,249,directed,1890,,,1
1725,1725,directed,1891,,,1
1725,3629,directed,1892,,,1
1730,1730,directed,1893,,,3
1730,1730,directed,1894,,,3
1730,1730,directed,1895,,,3
1731,111,directed,1896,,,1
1731,514,directed,1897,,,1
1732,62,directed,1898,,,1
1733,6,directed,1899,,,1
1733,54,directed,1900,,,1
1733,1207,directed,1901,,,1
1733,1237,directed,1902,,,1
1733,1255,directed,1903,,,1
1733,25,directed,1904,,,1
1733,961,directed,1905,,,1
1733,460,directed,1906,,,1
1733,267,directed,1907,,,1
1733,1520,directed,1908,,,1
1733,151,directed,1909,,,1
1733,516,directed,1910,,,1
1733,117,directed,1911,,,1
1733,829,directed,1912,,,1
1733,321,directed,1913,,,2
1733,509,directed,1914,,,1
1733,2565,directed,1915,,,1
1733,1366,directed,1916,,,1
1733,4751,directed,1917,,,1
1733,451,directed,1918,,,1
1733,247,directed,1919,,,1
1733,104,directed,1920,,,1
1733,52,directed,1921,,,1
1733,254,directed,1922,,,1
1733,38,directed,1923,,,1
1733,321,directed,1924,,,2
1733,1700,directed,1925,,,1
1734,162,directed,1926,,,1
1734,120,directed,1927,,,1
1739,57,directed,1928,,,1
1740,57,directed,1929,,,1
1750,1185,directed,1930,,,1
1750,1750,directed,1931,,,1
1750,2093,directed,1932,,,1
1759,1759,directed,1933,,,1
1760,1760,directed,1934,,,1
1761,1761,directed,1935,,,1
1761,373,directed,1936,,,1
1762,1762,directed,1937,,,1
1764,5505,directed,1938,,,1
1766,49,directed,1939,,,1
1766,769,directed,1940,,,1
1766,676,directed,1941,,,2
1766,273,directed,1942,,,1
1766,224,directed,1943,,,1
1766,112,directed,1944,,,1
1766,45,directed,1945,,,1
1766,1487,directed,1946,,,1
1766,444,directed,1947,,,1
1766,139,directed,1948,,,1
1766,676,directed,1949,,,2
1766,1168,directed,1950,,,1
1766,209,directed,1951,,,1
1766,28,directed,1952,,,1
1766,165,directed,1953,,,1
1766,1766,directed,1954,,,2
1766,1766,directed,1955,,,2
1767,641,directed,1956,,,2
1767,641,directed,1957,,,2
1769,28,directed,1958,,,1
1769,209,directed,1959,,,1
1769,1769,directed,1960,,,2
1769,1769,directed,1961,,,2
1770,2512,directed,1962,,,1
1770,1379,directed,1963,,,1
1772,1243,directed,1964,,,1
1772,145,directed,1965,,,1
1781,186,directed,1966,,,1
1781,674,directed,1967,,,1
1781,2545,directed,1968,,,1
1781,509,directed,1969,,,1
1781,1636,directed,1970,,,1
1785,1785,directed,1971,,,2
1785,1785,directed,1972,,,2
1789,1789,directed,1973,,,1
1789,3,directed,1974,,,1
1790,1790,directed,1975,,,1
1794,1794,directed,1976,,,1
1797,1797,directed,1977,,,1
1803,1803,directed,1978,,,1
1813,516,directed,1979,,,1
1813,1696,directed,1980,,,1
1813,38,directed,1981,,,1
1816,2116,directed,1982,,,1
1817,1817,directed,1983,,,1
1819,1819,directed,1984,,,1
1822,1822,directed,1985,,,1
1825,1825,directed,1986,,,1
1825,57,directed,1987,,,1
1825,862,directed,1988,,,1
1826,175,directed,1989,,,1
1827,1827,directed,1990,,,1
1831,73,directed,1991,,,1
1834,410,directed,1992,,,1
1835,1835,directed,1993,,,1
1836,985,directed,1994,,,1
1836,2501,directed,1995,,,1
1836,404,directed,1996,,,1
1836,2588,directed,1997,,,1
1836,1836,directed,1998,,,3
1836,3384,directed,1999,,,1
1836,611,directed,2000,,,1
1836,4567,directed,2001,,,1
1836,1836,directed,2002,,,3
1836,153,directed,2003,,,1
1836,4597,directed,2004,,,1
1836,1836,directed,2005,,,3
1836,4276,directed,2006,,,1
1837,1837,directed,2007,,,4
1837,1837,directed,2008,,,4
1837,1837,directed,2009,,,4
1837,1837,directed,2010,,,4
1838,825,directed,2011,,,1
1840,1840,directed,2012,,,4
1840,1840,directed,2013,,,4
1840,1840,directed,2014,,,4
1840,1840,directed,2015,,,4
1840,2391,directed,2016,,,1
1841,1841,directed,2017,,,2
1841,1841,directed,2018,,,2
1850,1850,directed,2019,,,1
1853,391,directed,2020,,,1
1853,3797,directed,2021,,,1
1857,1857,directed,2022,,,1
1866,1866,directed,2023,,,2
1866,1866,directed,2024,,,2
1866,891,directed,2025,,,1
1877,1877,directed,2026,,,1
1878,1878,directed,2027,,,1
1883,1883,directed,2028,,,1
1885,265,directed,2029,,,1
1885,904,directed,2030,,,1
1885,247,directed,2031,,,1
1885,650,directed,2032,,,1
1887,4599,directed,2033,,,1
1887,4753,directed,2034,,,1
1890,1890,directed,2035,,,1
1891,1129,directed,2036,,,1
1892,282,directed,2037,,,1
1893,1166,directed,2038,,,1
1894,54,directed,2039,,,1
1894,520,directed,2040,,,1
1894,184,directed,2041,,,1
1894,66,directed,2042,,,1
1894,853,directed,2043,,,1
1894,390,directed,2044,,,1
1894,51,directed,2045,,,1
1894,275,directed,2046,,,1
1894,234,directed,2047,,,1
1894,188,directed,2048,,,1
1894,516,directed,2049,,,1
1894,82,directed,2050,,,2
1894,451,directed,2051,,,1
1894,104,directed,2052,,,2
1894,104,directed,2053,,,2
1894,219,directed,2054,,,1
1894,82,directed,2055,,,2
1894,509,directed,2056,,,1
1894,2205,directed,2057,,,1
1894,14,directed,2058,,,1
1894,2264,directed,2059,,,1
1894,4610,directed,2060,,,1
1894,2568,directed,2061,,,1
1894,38,directed,2062,,,1
1894,5292,directed,2063,,,1
1895,1895,directed,2064,,,1
1897,202,directed,2065,,,1
1899,66,directed,2066,,,1
1908,1908,directed,2067,,,1
1909,1909,directed,2068,,,2
1909,1909,directed,2069,,,2
1909,1368,directed,2070,,,1
1911,2567,directed,2071,,,1
1914,1914,directed,2072,,,1
1916,1916,directed,2073,,,1
1917,1166,directed,2074,,,1
1918,2443,directed,2075,,,1
1920,1920,directed,2076,,,1
1927,628,directed,2077,,,1
1929,1,directed,2078,,,1
1931,988,directed,2079,,,1
1931,400,directed,2080,,,1
1940,8,directed,2081,,,1
1947,1946,directed,2082,,,1
1948,2108,directed,2083,,,1
1948,215,directed,2084,,,1
1958,58,directed,2085,,,1
1958,2332,directed,2086,,,1
1962,359,directed,2087,,,1
1962,188,directed,2088,,,1
1962,420,directed,2089,,,1
1962,375,directed,2090,,,1
1962,3158,directed,2091,,,1
1962,1298,directed,2092,,,1
1962,156,directed,2093,,,1
1962,4336,directed,2094,,,1
1962,1344,directed,2095,,,1
1962,2568,directed,2096,,,1
1971,386,directed,2097,,,1
1971,98,directed,2098,,,1
1973,1973,directed,2099,,,1
1979,1636,directed,2100,,,1
1979,38,directed,2101,,,1
1980,251,directed,2102,,,1
1981,57,directed,2103,,,1
1981,152,directed,2104,,,1
1984,1984,directed,2105,,,1
1984,468,directed,2106,,,1
1986,1986,directed,2107,,,1
1986,57,directed,2108,,,1
1986,0,directed,2109,,,1
1992,1992,directed,2110,,,1
2002,1877,directed,2111,,,1
2002,2002,directed,2112,,,1
2004,2004,directed,2113,,,1
2005,94,directed,2114,,,3
2005,273,directed,2115,,,2
2005,298,directed,2116,,,1
2005,8,directed,2117,,,2
2005,49,directed,2118,,,1
2005,112,directed,2119,,,10
2005,112,directed,2120,,,10
2005,112,directed,2121,,,10
2005,140,directed,2122,,,2
2005,83,directed,2123,,,1
2005,1127,directed,2124,,,2
2005,1127,directed,2125,,,2
2005,75,directed,2126,,,1
2005,535,directed,2127,,,1
2005,994,directed,2128,,,1
2005,196,directed,2129,,,3
2005,112,directed,2130,,,10
2005,1522,directed,2131,,,1
2005,67,directed,2132,,,4
2005,294,directed,2133,,,1
2005,112,directed,2134,,,10
2005,94,directed,2135,,,3
2005,273,directed,2136,,,2
2005,711,directed,2137,,,1
2005,2742,directed,2138,,,1
2005,833,directed,2139,,,1
2005,139,directed,2140,,,4
2005,2441,directed,2141,,,1
2005,112,directed,2142,,,10
2005,305,directed,2143,,,2
2005,2472,directed,2144,,,1
2005,111,directed,2145,,,1
2005,214,directed,2146,,,1
2005,571,directed,2147,,,1
2005,1952,directed,2148,,,1
2005,949,directed,2149,,,1
2005,140,directed,2150,,,2
2005,8,directed,2151,,,2
2005,139,directed,2152,,,4
2005,1580,directed,2153,,,1
2005,231,directed,2154,,,2
2005,94,directed,2155,,,3
2005,2306,directed,2156,,,1
2005,996,directed,2157,,,1
2005,265,directed,2158,,,1
2005,247,directed,2159,,,1
2005,377,directed,2160,,,1
2005,112,directed,2161,,,10
2005,185,directed,2162,,,1
2005,676,directed,2163,,,2
2005,67,directed,2164,,,4
2005,196,directed,2165,,,3
2005,231,directed,2166,,,2
2005,67,directed,2167,,,4
2005,139,directed,2168,,,4
2005,676,directed,2169,,,2
2005,65,directed,2170,,,1
2005,67,directed,2171,,,4
2005,543,directed,2172,,,1
2005,112,directed,2173,,,10
2005,139,directed,2174,,,4
2005,196,directed,2175,,,3
2005,112,directed,2176,,,10
2005,112,directed,2177,,,10
2005,305,directed,2178,,,2
2005,53,directed,2179,,,1
2005,1489,directed,2180,,,1
2005,120,directed,2181,,,1
2006,1302,directed,2182,,,1
2009,112,directed,2183,,,1
2010,2010,directed,2184,,,1
2010,50,directed,2185,,,1
2010,601,directed,2186,,,1
2012,2012,directed,2187,,,1
2012,2806,directed,2188,,,1
2014,29,directed,2189,,,1
2014,57,directed,2190,,,1
2016,352,directed,2191,,,1
2019,2019,directed,2192,,,1
2022,2022,directed,2193,,,1
2023,4932,directed,2194,,,1
2042,642,directed,2195,,,1
2045,299,directed,2196,,,1
2046,2046,directed,2197,,,1
2050,2050,directed,2198,,,1
2056,249,directed,2199,,,1
2058,2058,directed,2200,,,1
2059,642,directed,2201,,,1
2059,267,directed,2202,,,1
2059,2059,directed,2203,,,1
2062,2062,directed,2204,,,1
2064,37,directed,2205,,,1
2066,140,directed,2206,,,1
2071,2071,directed,2207,,,1
2077,880,directed,2208,,,1
2077,18,directed,2209,,,1
2077,215,directed,2210,,,1
2077,333,directed,2211,,,1
2077,294,directed,2212,,,1
2077,112,directed,2213,,,6
2077,70,directed,2214,,,1
2077,394,directed,2215,,,2
2077,120,directed,2216,,,1
2077,102,directed,2217,,,1
2077,394,directed,2218,,,2
2077,112,directed,2219,,,6
2077,112,directed,2220,,,6
2077,112,directed,2221,,,6
2077,112,directed,2222,,,6
2077,757,directed,2223,,,1
2077,2077,directed,2224,,,1
2077,1292,directed,2225,,,1
2077,1152,directed,2226,,,1
2077,112,directed,2227,,,6
2081,3759,directed,2228,,,1
2083,112,directed,2229,,,1
2084,2084,directed,2230,,,1
2084,4621,directed,2231,,,1
2086,28,directed,2232,,,2
2086,28,directed,2233,,,2
2088,4077,directed,2234,,,2
2088,274,directed,2235,,,1
2088,4077,directed,2236,,,2
2090,175,directed,2237,,,1
2092,738,directed,2238,,,1
2093,2093,directed,2239,,,3
2093,2093,directed,2240,,,3
2093,2093,directed,2241,,,3
2093,4395,directed,2242,,,1
2095,546,directed,2243,,,2
2095,2315,directed,2244,,,1
2095,2353,directed,2245,,,1
2095,546,directed,2246,,,2
2096,2912,directed,2247,,,1
2099,2099,directed,2248,,,1
2105,1063,directed,2249,,,1
2105,2105,directed,2250,,,11
2105,2105,directed,2251,,,11
2105,2105,directed,2252,,,11
2105,2105,directed,2253,,,11
2105,2105,directed,2254,,,11
2105,2105,directed,2255,,,11
2105,2105,directed,2256,,,11
2105,2105,directed,2257,,,11
2105,2105,directed,2258,,,11
2105,2105,directed,2259,,,11
2105,2105,directed,2260,,,11
2110,2110,directed,2261,,,4
2110,2110,directed,2262,,,4
2110,2110,directed,2263,,,4
2110,2110,directed,2264,,,4
2111,2111,directed,2265,,,1
2116,3160,directed,2266,,,1
2116,1170,directed,2267,,,1
2116,740,directed,2268,,,1
2120,109,directed,2269,,,1
2121,2121,directed,2270,,,1
2121,103,directed,2271,,,1
2123,238,directed,2272,,,3
2123,471,directed,2273,,,1
2123,429,directed,2274,,,1
2123,591,directed,2275,,,2
2123,620,directed,2276,,,1
2123,826,directed,2277,,,1
2123,66,directed,2278,,,1
2123,163,directed,2279,,,1
2123,153,directed,2280,,,1
2123,514,directed,2281,,,1
2123,8,directed,2282,,,3
2123,224,directed,2283,,,3
2123,660,directed,2284,,,1
2123,503,directed,2285,,,3
2123,234,directed,2286,,,4
2123,1323,directed,2287,,,1
2123,1268,directed,2288,,,2
2123,1268,directed,2289,,,2
2123,272,directed,2290,,,6
2123,234,directed,2291,,,4
2123,989,directed,2292,,,1
2123,502,directed,2293,,,2
2123,326,directed,2294,,,1
2123,856,directed,2295,,,1
2123,599,directed,2296,,,1
2123,1705,directed,2297,,,1
2123,1729,directed,2298,,,1
2123,290,directed,2299,,,1
2123,1819,directed,2300,,,1
2123,503,directed,2301,,,3
2123,1866,directed,2302,,,2
2123,1880,directed,2303,,,1
2123,1904,directed,2304,,,1
2123,1950,directed,2305,,,1
2123,253,directed,2306,,,1
2123,407,directed,2307,,,1
2123,1272,directed,2308,,,1
2123,231,directed,2309,,,4
2123,101,directed,2310,,,1
2123,2022,directed,2311,,,1
2123,41,directed,2312,,,1
2123,272,directed,2313,,,6
2123,1018,directed,2314,,,1
2123,502,directed,2315,,,2
2123,624,directed,2316,,,1
2123,933,directed,2317,,,1
2123,112,directed,2318,,,7
2123,45,directed,2319,,,4
2123,195,directed,2320,,,1
2123,2112,directed,2321,,,1
2123,321,directed,2322,,,1
2123,13,directed,2323,,,1
2123,2051,directed,2324,,,1
2123,2166,directed,2325,,,1
2123,2123,directed,2326,,,1
2123,1245,directed,2327,,,1
2123,15,directed,2328,,,1
2123,399,directed,2329,,,1
2123,853,directed,2330,,,1
2123,859,directed,2331,,,1
2123,1895,directed,2332,,,1
2123,155,directed,2333,,,1
2123,218,directed,2334,,,1
2123,1623,directed,2335,,,1
2123,449,directed,2336,,,1
2123,242,directed,2337,,,1
2123,10,directed,2338,,,2
2123,94,directed,2339,,,5
2123,70,directed,2340,,,9
2123,162,directed,2341,,,1
2123,136,directed,2342,,,1
2123,45,directed,2343,,,4
2123,2184,directed,2344,,,1
2123,591,directed,2345,,,2
2123,1142,directed,2346,,,1
2123,2456,directed,2347,,,1
2123,1309,directed,2348,,,1
2123,532,directed,2349,,,2
2123,708,directed,2350,,,1
2123,2918,directed,2351,,,1
2123,2163,directed,2352,,,1
2123,260,directed,2353,,,1
2123,386,directed,2354,,,1
2123,1789,directed,2355,,,1
2123,70,directed,2356,,,9
2123,2625,directed,2357,,,1
2123,279,directed,2358,,,1
2123,2896,directed,2359,,,9
2123,473,directed,2360,,,1
2123,2005,directed,2361,,,1
2123,2911,directed,2362,,,1
2123,532,directed,2363,,,2
2123,149,directed,2364,,,1
2123,2896,directed,2365,,,9
2123,3257,directed,2366,,,1
2123,110,directed,2367,,,1
2123,112,directed,2368,,,7
2123,720,directed,2369,,,1
2123,2896,directed,2370,,,9
2123,70,directed,2371,,,9
2123,2896,directed,2372,,,9
2123,604,directed,2373,,,1
2123,593,directed,2374,,,1
2123,105,directed,2375,,,4
2123,929,directed,2376,,,1
2123,3314,directed,2377,,,1
2123,306,directed,2378,,,1
2123,206,directed,2379,,,1
2123,1265,directed,2380,,,1
2123,7,directed,2381,,,1
2123,105,directed,2382,,,4
2123,70,directed,2383,,,9
2123,120,directed,2384,,,1
2123,224,directed,2385,,,3
2123,112,directed,2386,,,7
2123,55,directed,2387,,,3
2123,1786,directed,2388,,,1
2123,94,directed,2389,,,5
2123,2896,directed,2390,,,9
2123,105,directed,2391,,,4
2123,862,directed,2392,,,1
2123,3755,directed,2393,,,1
2123,843,directed,2394,,,2
2123,3448,directed,2395,,,1
2123,139,directed,2396,,,1
2123,833,directed,2397,,,1
2123,94,directed,2398,,,5
2123,1232,directed,2399,,,1
2123,70,directed,2400,,,9
2123,1112,directed,2401,,,1
2123,843,directed,2402,,,2
2123,370,directed,2403,,,1
2123,898,directed,2404,,,1
2123,299,directed,2405,,,1
2123,70,directed,2406,,,9
2123,3137,directed,2407,,,1
2123,3974,directed,2408,,,1
2123,345,directed,2409,,,1
2123,75,directed,2410,,,2
2123,1570,directed,2411,,,1
2123,337,directed,2412,,,1
2123,67,directed,2413,,,8
2123,89,directed,2414,,,1
2123,704,directed,2415,,,1
2123,8,directed,2416,,,3
2123,1243,directed,2417,,,1
2123,234,directed,2418,,,4
2123,412,directed,2419,,,1
2123,1709,directed,2420,,,1
2123,272,directed,2421,,,6
2123,2291,directed,2422,,,1
2123,376,directed,2423,,,1
2123,272,directed,2424,,,6
2123,1580,directed,2425,,,1
2123,245,directed,2426,,,1
2123,94,directed,2427,,,5
2123,123,directed,2428,,,1
2123,70,directed,2429,,,9
2123,94,directed,2430,,,5
2123,231,directed,2431,,,4
2123,172,directed,2432,,,1
2123,1885,directed,2433,,,1
2123,2998,directed,2434,,,1
2123,248,directed,2435,,,2
2123,1222,directed,2436,,,1
2123,418,directed,2437,,,1
2123,316,directed,2438,,,1
2123,67,directed,2439,,,8
2123,1866,directed,2440,,,2
2123,4703,directed,2441,,,1
2123,1506,directed,2442,,,1
2123,70,directed,2443,,,9
2123,55,directed,2444,,,3
2123,224,directed,2445,,,3
2123,1166,directed,2446,,,1
2123,1238,directed,2447,,,1
2123,1446,directed,2448,,,2
2123,361,directed,2449,,,1
2123,380,directed,2450,,,1
2123,938,directed,2451,,,1
2123,196,directed,2452,,,1
2123,214,directed,2453,,,1
2123,2896,directed,2454,,,9
2123,67,directed,2455,,,8
2123,45,directed,2456,,,4
2123,3122,directed,2457,,,1
2123,272,directed,2458,,,6
2123,558,directed,2459,,,1
2123,8,directed,2460,,,3
2123,375,directed,2461,,,1
2123,749,directed,2462,,,2
2123,5045,directed,2463,,,1
2123,1183,directed,2464,,,1
2123,3636,directed,2465,,,1
2123,503,directed,2466,,,3
2123,67,directed,2467,,,8
2123,70,directed,2468,,,9
2123,1446,directed,2469,,,2
2123,234,directed,2470,,,4
2123,1320,directed,2471,,,1
2123,655,directed,2472,,,1
2123,1141,directed,2473,,,1
2123,10,directed,2474,,,2
2123,67,directed,2475,,,8
2123,749,directed,2476,,,2
2123,117,directed,2477,,,1
2123,0,directed,2478,,,1
2123,759,directed,2479,,,1
2123,2896,directed,2480,,,9
2123,58,directed,2481,,,1
2123,1423,directed,2482,,,1
2123,1622,directed,2483,,,1
2123,880,directed,2484,,,2
2123,105,directed,2485,,,4
2123,1311,directed,2486,,,1
2123,2896,directed,2487,,,9
2123,55,directed,2488,,,3
2123,112,directed,2489,,,7
2123,2548,directed,2490,,,1
2123,2322,directed,2491,,,1
2123,67,directed,2492,,,8
2123,1040,directed,2493,,,1
2123,4888,directed,2494,,,1
2123,2896,directed,2495,,,9
2123,1647,directed,2496,,,1
2123,231,directed,2497,,,4
2123,1882,directed,2498,,,1
2123,537,directed,2499,,,1
2123,5527,directed,2500,,,1
2123,2180,directed,2501,,,1
2123,893,directed,2502,,,1
2123,112,directed,2503,,,7
2123,248,directed,2504,,,2
2123,1730,directed,2505,,,1
2123,726,directed,2506,,,1
2123,112,directed,2507,,,7
2123,332,directed,2508,,,1
2123,67,directed,2509,,,8
2123,60,directed,2510,,,1
2123,2069,directed,2511,,,1
2123,45,directed,2512,,,4
2123,112,directed,2513,,,7
2123,164,directed,2514,,,1
2123,231,directed,2515,,,4
2123,1187,directed,2516,,,1
2123,75,directed,2517,,,2
2123,289,directed,2518,,,1
2123,122,directed,2519,,,1
2123,238,directed,2520,,,3
2123,1,directed,2521,,,2
2123,2318,directed,2522,,,1
2123,2634,directed,2523,,,1
2123,1807,directed,2524,,,1
2123,272,directed,2525,,,6
2123,1,directed,2526,,,2
2123,880,directed,2527,,,2
2123,1980,directed,2528,,,1
2123,67,directed,2529,,,8
2123,215,directed,2530,,,1
2123,238,directed,2531,,,3
2123,5853,directed,2532,,,1
2124,2124,directed,2533,,,1
2129,2129,directed,2534,,,1
2130,2130,directed,2535,,,1
2131,685,directed,2536,,,1
2133,2133,directed,2537,,,1
2135,41,directed,2538,,,1
2140,3154,directed,2539,,,2
2140,3154,directed,2540,,,2
2147,294,directed,2541,,,1
2149,925,directed,2542,,,1
2150,1204,directed,2543,,,1
2150,833,directed,2544,,,1
2152,2152,directed,2545,,,6
2152,209,directed,2546,,,2
2152,2152,directed,2547,,,6
2152,837,directed,2548,,,1
2152,2152,directed,2549,,,6
2152,72,directed,2550,,,1
2152,2120,directed,2551,,,1
2152,65,directed,2552,,,1
2152,585,directed,2553,,,1
2152,57,directed,2554,,,1
2152,2152,directed,2555,,,6
2152,153,directed,2556,,,1
2152,2152,directed,2557,,,6
2152,311,directed,2558,,,1
2152,256,directed,2559,,,1
2152,209,directed,2560,,,2
2152,2152,directed,2561,,,6
2152,109,directed,2562,,,1
2156,1195,directed,2563,,,1
2156,10,directed,2564,,,1
2157,885,directed,2565,,,1
2159,1316,directed,2566,,,1
2166,1760,directed,2567,,,1
2166,991,directed,2568,,,1
2169,2169,directed,2569,,,2
2169,2794,directed,2570,,,1
2169,2169,directed,2571,,,2
2169,3940,directed,2572,,,1
2170,2170,directed,2573,,,1
2178,2166,directed,2574,,,1
2178,4678,directed,2575,,,1
2178,297,directed,2576,,,1
2181,2181,directed,2577,,,1
2181,2199,directed,2578,,,1
2182,111,directed,2579,,,1
2183,1343,directed,2580,,,1
2184,2184,directed,2581,,,1
2189,647,directed,2582,,,1
2189,2186,directed,2583,,,1
2189,1288,directed,2584,,,1
2189,3182,directed,2585,,,1
2195,2196,directed,2586,,,1
2199,2199,directed,2587,,,1
2200,70,directed,2588,,,2
2200,70,directed,2589,,,2
2205,961,directed,2590,,,1
2205,829,directed,2591,,,1
2205,2351,directed,2592,,,1
2208,1069,directed,2593,,,1
2208,195,directed,2594,,,1
2210,59,directed,2595,,,1
2210,1217,directed,2596,,,1
2212,1983,directed,2597,,,1
2215,111,directed,2598,,,1
2221,4031,directed,2599,,,1
2223,532,directed,2600,,,1
2223,150,directed,2601,,,1
2223,106,directed,2602,,,1
2223,711,directed,2603,,,1
2223,67,directed,2604,,,1
2223,1,directed,2605,,,1
2223,102,directed,2606,,,1
2223,248,directed,2607,,,2
2223,1524,directed,2608,,,1
2223,3638,directed,2609,,,1
2223,534,directed,2610,,,1
2223,629,directed,2611,,,1
2223,2284,directed,2612,,,1
2223,757,directed,2613,,,1
2223,60,directed,2614,,,1
2223,248,directed,2615,,,2
2223,144,directed,2616,,,1
2223,209,directed,2617,,,1
2224,54,directed,2618,,,1
2224,104,directed,2619,,,1
2224,2186,directed,2620,,,1
2224,685,directed,2621,,,1
2228,410,directed,2622,,,1
2229,2229,directed,2623,,,1
2234,1785,directed,2624,,,1
2234,2234,directed,2625,,,1
2236,89,directed,2626,,,1
2243,2243,directed,2627,,,1
2243,1581,directed,2628,,,1
2246,66,directed,2629,,,1
2246,51,directed,2630,,,1
2251,2251,directed,2631,,,1
2259,2259,directed,2632,,,1
2261,1104,directed,2633,,,1
2266,2266,directed,2634,,,1
2267,4571,directed,2635,,,1
2267,5216,directed,2636,,,1
2267,5304,directed,2637,,,1
2267,1429,directed,2638,,,1
2275,2275,directed,2639,,,2
2275,1633,directed,2640,,,3
2275,1633,directed,2641,,,3
2275,1633,directed,2642,,,3
2275,2275,directed,2643,,,2
2276,2276,directed,2644,,,1
2277,49,directed,2645,,,1
2281,562,directed,2646,,,1
2288,106,directed,2647,,,1
2288,1724,directed,2648,,,1
2302,2298,directed,2649,,,2
2302,2298,directed,2650,,,2
2303,2303,directed,2651,,,1
2312,2312,directed,2652,,,1
2315,70,directed,2653,,,1
2317,2317,directed,2654,,,2
2317,2317,directed,2655,,,2
2317,251,directed,2656,,,1
2320,2320,directed,2657,,,1
2323,2323,directed,2658,,,1
2323,692,directed,2659,,,1
2323,4,directed,2660,,,1
2324,251,directed,2661,,,1
2326,376,directed,2662,,,1
2332,1958,directed,2663,,,1
2332,516,directed,2664,,,1
2332,2332,directed,2665,,,1
2332,5031,directed,2666,,,1
2338,2321,directed,2667,,,1
2347,113,directed,2668,,,1
2348,2348,directed,2669,,,1
2349,778,directed,2670,,,1
2349,1830,directed,2671,,,1
2351,685,directed,2672,,,1
2353,2095,directed,2673,,,1
2353,546,directed,2674,,,1
2354,2354,directed,2675,,,1
2354,844,directed,2676,,,2
2354,844,directed,2677,,,2
2362,3759,directed,2678,,,1
2366,543,directed,2679,,,1
2371,2371,directed,2680,,,1
2371,1854,directed,2681,,,1
2373,2184,directed,2682,,,1
2373,105,directed,2683,,,1
2373,269,directed,2684,,,1
2373,136,directed,2685,,,1
2373,139,directed,2686,,,1
2375,1165,directed,2687,,,1
2378,22,directed,2688,,,1
2378,3,directed,2689,,,1
2378,282,directed,2690,,,1
2378,98,directed,2691,,,1
2378,209,directed,2692,,,1
2378,1014,directed,2693,,,1
2378,4153,directed,2694,,,1
2381,67,directed,2695,,,1
2382,885,directed,2696,,,1
2383,28,directed,2697,,,8
2383,28,directed,2698,,,8
2383,2383,directed,2699,,,1
2383,28,directed,2700,,,8
2383,28,directed,2701,,,8
2383,306,directed,2702,,,1
2383,28,directed,2703,,,8
2383,28,directed,2704,,,8
2383,841,directed,2705,,,1
2383,1800,directed,2706,,,1
2383,28,directed,2707,,,8
2383,1386,directed,2708,,,1
2383,28,directed,2709,,,8
2383,5737,directed,2710,,,2
2383,5737,directed,2711,,,2
2391,1298,directed,2712,,,1
2395,237,directed,2713,,,2
2395,237,directed,2714,,,2
2396,2396,directed,2715,,,1
2399,2399,directed,2716,,,3
2399,2399,directed,2717,,,3
2399,2399,directed,2718,,,3
2401,196,directed,2719,,,1
2405,2405,directed,2720,,,1
2408,1970,directed,2721,,,1
2408,642,directed,2722,,,1
2409,2409,directed,2723,,,1
2412,2412,directed,2724,,,1
2415,2415,directed,2725,,,1
2416,2416,directed,2726,,,1
2421,551,directed,2727,,,1
2426,2426,directed,2728,,,1
2429,0,directed,2729,,,1
2429,321,directed,2730,,,2
2429,135,directed,2731,,,1
2429,834,directed,2732,,,1
2429,189,directed,2733,,,1
2429,326,directed,2734,,,1
2429,1956,directed,2735,,,1
2429,159,directed,2736,,,2
2429,997,directed,2737,,,1
2429,431,directed,2738,,,1
2429,460,directed,2739,,,1
2429,321,directed,2740,,,2
2429,375,directed,2741,,,1
2429,125,directed,2742,,,1
2429,230,directed,2743,,,1
2429,922,directed,2744,,,1
2429,541,directed,2745,,,1
2429,368,directed,2746,,,1
2429,520,directed,2747,,,1
2429,51,directed,2748,,,1
2429,975,directed,2749,,,1
2429,82,directed,2750,,,1
2429,451,directed,2751,,,1
2429,647,directed,2752,,,1
2429,117,directed,2753,,,1
2429,104,directed,2754,,,1
2429,159,directed,2755,,,2
2429,188,directed,2756,,,1
2429,827,directed,2757,,,1
2430,608,directed,2758,,,1
2431,139,directed,2759,,,1
2437,2160,directed,2760,,,1
2437,1425,directed,2761,,,2
2437,1204,directed,2762,,,1
2437,2714,directed,2763,,,1
2437,484,directed,2764,,,1
2437,3218,directed,2765,,,2
2437,3218,directed,2766,,,2
2437,1425,directed,2767,,,2
2437,488,directed,2768,,,1
2440,1298,directed,2769,,,1
2440,2391,directed,2770,,,1
2441,571,directed,2771,,,1
2448,1538,directed,2772,,,1
2448,60,directed,2773,,,1
2448,3,directed,2774,,,1
2448,179,directed,2775,,,1
2448,1726,directed,2776,,,1
2448,123,directed,2777,,,3
2448,123,directed,2778,,,3
2448,687,directed,2779,,,1
2448,123,directed,2780,,,3
2448,103,directed,2781,,,1
2448,379,directed,2782,,,1
2448,511,directed,2783,,,1
2448,83,directed,2784,,,1
2448,2448,directed,2785,,,1
2448,1601,directed,2786,,,1
2448,126,directed,2787,,,1
2448,185,directed,2788,,,1
2454,1128,directed,2789,,,1
2454,418,directed,2790,,,1
2454,2385,directed,2791,,,1
2454,196,directed,2792,,,1
2465,2465,directed,2793,,,2
2465,29,directed,2794,,,1
2465,2465,directed,2795,,,2
