Id,Label,timeset,size
1106,1443256028062097409,,61
1107,1390169484250554372,,57
1108,1256034247472603136,,2
1109,1442669703432900609,,9
1110,1417148089920487425,,2
1111,1430651552138678283,,8
1112,1446446972815167489,,141
1113,1441119390510944259,,18
1114,1389165903078576128,,310
1115,1274365361853472768,,2
1116,1417094474694467586,,8
1117,1417477410841366538,,23
1118,1425884770282651648,,1
1119,1446148628003819529,,13
1120,1434612622800809984,,12
1121,1442832178082058247,,16
1122,1435875452330053632,,8
1123,1444705484410392581,,33
1124,1293614926582427650,,2
1125,1433788586210611223,,240
1126,1426758122278895621,,3
1127,1440045694295760898,,59
1128,1440148872517406727,,99
1129,1433113657156702208,,16
1130,1432764525212753928,,14
1131,1437444475765366799,,6
1132,1447511342571823106,,40
1133,1180297782034403328,,3
1134,1371770631512072193,,115
1135,1326992432173559814,,4
1136,348509839,,1
1137,1434829824917311489,,29
1138,1386460738349375488,,36
1139,1427246079997669382,,79
1140,1212374989430673408,,34
1141,1298131204370096128,,774
1142,1430639042077544457,,48
1143,1433260288401231879,,2
1144,1287382899516248064,,18
1145,1390452020209876994,,62
1146,1105013501188362241,,14
1147,1195318604536922112,,3
1148,1438176469507788807,,2
1149,1391912393576353792,,9
1150,1385295022329827336,,35
1151,1416165714843607042,,19
1152,1434855206353838086,,168
1153,1446899771457908737,,4
1154,1391086003280961536,,182
1155,1424751221987057664,,26
1156,1429662567396298759,,37
1157,1447103272443990016,,5
1158,1423624121292832770,,12
1159,1439745620932136967,,5
1160,1444927618202181635,,4
1161,70305562,,22
1162,822767317104869376,,6
1163,1328484027142115328,,112
1164,1176519018053660672,,1
1165,1388161721827794945,,35
1166,1426424210998501380,,83
1167,1351225600644706311,,16
1168,1443131563009523715,,44
1169,1430672928908136449,,2
1170,1433455750697918472,,30
1171,1391783816725819392,,21
1172,1259108142,,12
1173,1425197619618455561,,8
1174,778531843817832448,,3
1175,1427662536971849730,,150
1176,951853303985557504,,329
1177,1419462599276630020,,10
1178,173492476,,4
1179,1371442212760788993,,24
1180,1440969050767593475,,3
1181,1071100417327681536,,22
1182,946179897038225409,,27
1183,1432924788184420352,,53
1184,1130246500490108930,,13
1185,1156245720959246337,,19
1186,1429515037882863618,,57
1187,1447054107576049664,,75
1188,1438813649485893633,,9
1189,1322080791510147072,,2
1190,1442432675877318658,,7
1191,1390737792821460997,,1
1192,1446502056500424704,,21
1193,1436071385839833105,,10
1194,1437121309113126913,,26
1195,1427132170489843713,,2
1196,114664530,,58
1197,1434239917467451393,,4
1198,2226356677,,3
1199,1421909413217112067,,10
1200,1446717903676399616,,17
1201,1438996215442522115,,9
1202,1446314930056024069,,4
1203,1435853312658587648,,1
1204,1428793365454327808,,25
1205,1327848345813958657,,1
1206,1434201033434034176,,3
1207,1238824014878887937,,1
1208,1312952795352326144,,1
1209,1439482306817781760,,43
1210,1431223416439312393,,12
1211,543450268,,1
1212,33887940,,2
1213,1447212469743669249,,2
1214,1435118734998265863,,336
1215,301804208,,2
1216,1384555689843040259,,109
1217,1126233834,,201
1218,1970590735,,1
1219,1374963246394793992,,97
1220,1427825257885274121,,23
1221,2363503693,,34
1222,1404457985607225351,,546
1223,1441178451730305024,,3
1224,1437877584587538436,,17
1225,279793804,,1
1226,1428234116558770185,,10
1227,733600154792697856,,173
1228,249817689,,10
1229,1444742325423513603,,39
1230,1434949810444849152,,17
1231,1445394057031733251,,3
1232,35717010,,46
1233,1425525025654906881,,4
1234,1377753375928774657,,33
1235,1431619818025857027,,6
1236,1392437245626421249,,2
1237,972603054687010817,,13
1238,1425071321101180929,,74
1239,1443502299599474689,,3
1240,836500153737474050,,1
1241,1190311765155840005,,7
1242,348700663,,2
1243,1407744782349316099,,42
1244,1432455456837062661,,37
1245,1438875712740642817,,163
1246,2603373481,,14
1247,1433022726587944960,,3
1248,1399108913052622849,,32
1249,1436724867869650945,,1
1250,1440060109837647874,,4
1251,1447263184713306117,,16
1252,1435421025785810944,,6
1253,1443508713579548674,,41
1254,1448481818,,69
1255,2573098010,,17
1256,2392642861,,20
1257,1433863528981663745,,16
1258,1392467160413478913,,1
1259,1401023925002268679,,12
1260,1382118187408457728,,1
1261,2307352326,,135
1262,1441563024943300611,,1
1263,1427751728888393734,,118
1264,1431066349132988419,,1
1265,1252640472700461057,,46
1266,451923206,,37
1267,1432627629736148992,,5
1268,1408490723150815233,,15
1269,1396914158453542912,,7
1270,1434283147303264257,,9
1271,1433232799096573954,,58
1272,1438270433804103682,,32
1273,1297116585459699713,,43
1274,1442324657156198405,,8
1275,1368453006145032201,,7
1276,1434656535452413953,,17
1277,1385251173708533769,,83
1278,2931702864,,1
1279,1219306936115458050,,6
1280,1433210989609111556,,5
1281,2204138138,,13
1282,3988531576,,3
1283,1358987596316090370,,17
1284,1439974363764191235,,3
1285,1414254109251801092,,1
1286,1437581131730276352,,4
1287,1357048914633973764,,5
1288,1228381707063029772,,110
1289,1440336801420353537,,49
1290,1411351308603256832,,50
1291,1357007388025516032,,9
1292,1438277732039897091,,37
1293,1409639815620956162,,14
1294,1443497751854059523,,9
1295,216262179,,15
1296,1433622534239391758,,7
1297,1426297850640666629,,126
1298,2898047569,,128
1299,1432849449647153158,,5
1300,1396459068550631429,,15
1301,1430043909921681426,,286
1302,1441452348484702215,,26
1303,1441694019902263298,,1
1304,1355927980262924290,,41
1305,1422993452225241095,,61
1306,1071822659569111041,,3
1307,1200355745600069635,,5
1308,2412652615,,175
1309,1415409474949419011,,45
1310,1015006847491805185,,1
1311,1429080343634759695,,75
1312,1435115130262626309,,24
1313,1291518858310725632,,1
1314,1396224378724093960,,7
1315,79068492,,3
1316,107738933,,110
1317,1441470879720955906,,27
1318,1375047348309594119,,18
1319,1433617110933069827,,17
1320,1058740268864724992,,64
1321,1432045052021313541,,1
1322,1442415875680661513,,31
1323,1281143055597416448,,6
1324,448783816,,1
1325,1448188146504527875,,12
1326,1296155999678730241,,46
1327,1385215603607150592,,1
1328,1441764620360826887,,13
1329,1433199570398416898,,17
1330,1431358206064926723,,13
1331,1443989023991676934,,159
1332,1421748127745380352,,10
1333,1435416930848935937,,2
1334,374348169,,2
1335,1141339369879433217,,20
1336,1229032808804319232,,11
1337,1439254186747518980,,4
1338,223893580,,28
1339,1422463310599884800,,18
1340,1437060988969250816,,30
1341,1410983753564909568,,1
1342,1441029968109076483,,64
1343,1386470095732547588,,22
1344,2277488504,,58
1345,1399057513392246790,,2
1346,1444640604088987650,,11
1347,102786448,,1
1348,1434384802925330433,,458
1349,1441709144558370821,,39
1350,1444892194855292937,,2
1351,1378979814145552387,,7
1352,1442201177072943112,,39
1353,1435625959432982530,,6
1354,1443599404338925575,,52
1355,1379311801284763650,,122
1356,1364330908002746372,,6
1357,46600062,,126
1358,1374263740388937729,,2
1359,3725949198,,3
1360,1436384764873768961,,2
1361,1430795971177369604,,253
1362,1391102501999374337,,5
1363,944921969417363456,,4
1364,1275936595862929408,,3
1365,1446412563076505615,,26
1366,1443734334670733312,,33
1367,133064940,,1
1368,1249021474498805760,,574
1369,1430270230870306824,,101
1370,811313730759716864,,5
1371,1430310728154632195,,1
1372,1316529966574563329,,32
1373,1436062252474388481,,5
1374,1432879568885465089,,6
1375,1444704853519896581,,6
1376,1441067755961085955,,16
1377,1372199398969540608,,2
1378,1446348446609420289,,40
1379,1444256731,,22
1380,1433913939734274061,,37
1381,1232631945055490049,,1
1382,1427558918666940423,,22
1383,1384809610666782721,,2
1384,1435579755546374152,,1
1385,1439010754846408706,,20
1386,1414129840735797249,,145
1387,2190453884,,5
1388,1435814585609637892,,214
1389,1433561585096675330,,49
1390,1432986245945171969,,2
1391,1442160952053354497,,14
1392,1438628190721822721,,2
1393,295991347,,1
1394,10046572,,2
1395,1436774416210407425,,14
1396,1438191114683621392,,135
1397,2944753503,,38
1398,1435443174143500289,,22
1399,310900409,,2
1400,1342478111087202306,,265
1401,1444925633507647493,,13
1402,1365795238976098314,,6
1403,1438716520553721859,,11
1404,173983233,,1
1405,251685356,,7
1406,1402199829321814017,,2
1407,989422623531520000,,1
1408,1183941561400217600,,7
1409,1092729936492802048,,28
1410,1364116349081976832,,78
1411,1422923016829288451,,20
1412,1445557288115191814,,2
1413,1423940332845105152,,2
1414,1446830596622204930,,1
1415,1438082640830078985,,24
1416,1440640448771493898,,5
1417,1427746772424839173,,3
1418,1447996437237837827,,70
1419,1374204776875847682,,5
1420,1442528178778476545,,9
1421,1400722780035944448,,22
1422,1442838148912984066,,17
1423,1015272209344942080,,65
1424,1403150205118140417,,97
1425,1430790738665562112,,9
1426,1435657889792753665,,1
1427,1381854289606275076,,1
1428,1437904156535238657,,81
1429,1433599600808497152,,53
1430,942710223676084224,,14
1431,1428332503958499329,,52
1432,1434787774037643265,,3
1433,1080576397100363795,,130
1434,1448094282997448705,,123
1435,774017773269909505,,2
1436,1420787095174410244,,6
1437,1443968712072056837,,3
1438,1417122402996297728,,30
1439,1441254483187552257,,3
1440,1339993010810089473,,20
1441,1140021356081401857,,6
1442,1432593481529061377,,3
1443,1177662225755992064,,3
1444,922670090834780162,,7
1445,1433145493534748677,,393
1446,1432088199896129536,,149
1447,1442959963098284033,,3
1448,3495523714,,9
1449,1442713499210186757,,36
1450,275527054,,18
1451,1386336955915329540,,3
1452,1315497992745517056,,89
1453,1359108828239978496,,44
1454,1431412143518322689,,16
1455,363013816,,62
1456,20837173,,27
1457,1365623196456738816,,5
1458,1410358319525605377,,1
1459,1440894311403384835,,12
1460,1386371679031418880,,1
1461,1443802820356894728,,48
1462,1307240483052290048,,2
1463,1361906910459535361,,1
1464,1442373380422787079,,1
1465,1404345176445816833,,11
1466,1443647139968598019,,1
1467,1436000038019387395,,13
1468,1418333899613249538,,50
1469,1409436031217139712,,23
1470,321304762,,7
1471,1390549651506532356,,1
1472,48080041,,4
1473,98990456,,12
1474,815291729372999681,,16
1475,1442849753209917440,,7
1476,54226930,,13
1477,1439147778005999619,,6
1478,1439684027921874953,,27
1479,1302005826,,1
1480,1290851791999926273,,1
1481,1443495543855095809,,23
1482,1275500202569465863,,6
1483,1362082688824270854,,31
1484,1396245237522079746,,12
1485,1436130897414131712,,12
1486,1435721375088406531,,8
1487,753908520,,83
1488,1430920228947566604,,3
1489,33721062,,125
1490,1372042201400770560,,43
1491,1427382837095895044,,10
1492,1414278032056102913,,22
1493,1029200209484509184,,3
1494,1244271788743426049,,31
1495,1411720861648769027,,28
1496,1386399640371662850,,1
1497,1439364324938575873,,4
1498,2219837644,,7
1499,1436881569944203264,,2
1500,1447421086870630400,,2
1501,1375314930707013637,,2
1502,1445640169147625473,,2
1503,69691641,,257
1504,1426997602155995146,,28
1505,1038183639161479168,,2
1506,1127969518230417415,,59
1507,1440782858616905729,,13
1508,1431324558494109696,,19
1509,1446180367069679622,,9
1510,16665105,,1
1511,1437954433501958146,,16
1512,1349889561782939649,,4
1513,301463527,,22
1514,1377081388621516803,,24
1515,1267836083959562246,,5
1516,1436273855673389060,,18
1517,11755512,,69
1518,1429397684348067841,,2
1519,1433508091488833542,,11
1520,1441692752744378373,,1
1521,1443553745204224020,,2
1522,1434105328036192256,,182
1523,1433794055528452103,,4
1524,252756147,,8
1525,1442328090697338881,,27
1526,3430758761,,43
1527,1443882165301755904,,26
1528,1130446424393564160,,4
1529,1426339712390733828,,3
1530,1441907743967703046,,8
1531,940413306963218438,,20
1532,1214254322025783298,,1
1533,1407343061131272193,,8
1534,2826888066,,5
1535,1410014091939360770,,3
1536,751222227417329664,,1
1537,1380125577588318211,,1
1538,1302174189516763136,,22
1539,1439177990060089346,,7
1540,1331971465604960258,,27
1541,1370579248302284800,,10
1542,1390758631872868354,,28
1543,977281218201894912,,1
1544,1401755887958597635,,1
1545,1369327775056867332,,24
1546,1445439297532923911,,2
1547,1442630978485239810,,6
1548,979475043611828224,,18
1549,830796719751208960,,1
1550,1229492564975329282,,29
1551,1433772164067495937,,2
1552,1432437156782432256,,16
1553,264075984,,1
1554,1380023064377749508,,4
1555,1054366225701040130,,2
1556,1444384622746472449,,24
1557,1442341762018643970,,6
1558,1401452084432498688,,2
1559,1428021434153058304,,15
1560,1436035566236229635,,9
1561,1377963859730911232,,18
1562,1313649354830422017,,4
1563,1279733328308912128,,7
1564,1427198352064581632,,53
1565,1442971018595901440,,45
1566,1440133903361138690,,7
1567,1416002332010024962,,1
1568,1390434795684040710,,1
1569,1401858934474956804,,80
1570,1425492080630063109,,23
1571,1440336487275327490,,23
1572,1097688823,,62
1573,1444108629502726146,,5
1574,1141636196776448000,,69
1575,1442505328004792327,,2
1576,1444805609061236738,,22
1577,1393507643965202433,,3
1578,1438286055728459782,,2
1579,16302472,,18
1580,1443625850784686080,,35
1581,1428144132971655170,,35
1582,1431459150203031558,,10
1583,1440919972440510465,,1
1584,1430945641065295875,,5
1585,1407334339990495245,,6
1586,1433931109201367040,,3
1587,314310897,,18
1588,1370466828972142592,,141
1589,16525504,,11
1590,1336854957853605890,,10
1591,1432003061594140675,,2
1592,1370154878513811461,,8
1593,1440066989347594241,,6
1594,166701634,,2
1595,2777697256,,4
1596,1417991241548062722,,2
1597,1442250073572737030,,2
1598,1399232258276352003,,25
1599,1210101163393245185,,1
1600,90358092,,5
1601,1435022443123515396,,765
1602,829370065493585921,,15
1603,1440513830602166279,,7
1604,1447876094116261894,,55
1605,1444436615011704834,,61
1606,1438464144915656708,,3
1607,803476468173045760,,1
1608,1437661287371051009,,3
1609,1432232015693221889,,2
1610,1366044104199729152,,15
1611,1190765353854484480,,19
1612,1431315376097439748,,20
1613,1415336522690203655,,24
1614,1332629626368131073,,5
1615,380257076,,1
1616,1439931955181723649,,64
1617,26354941,,6
1618,1432723595919335425,,27
1619,1144438630926053376,,1
1620,552527914,,1
1621,3165287969,,30
1622,7173232,,1758
1623,1358256342050344962,,27
1624,1223393208,,1
1625,1430133985661919232,,7
1626,1368627343724535812,,20
1627,1305686895704313857,,41
1628,1429527524783001600,,23
1629,1415845563384303616,,32
1630,1428562753690562566,,1
1631,1439111000943304714,,9
1632,1340093077793337344,,31
1633,1433505587078311942,,69
1634,1433135981826351107,,26
1635,1434165065763233800,,24
1636,1344856723048185856,,54
1637,1447266904498966543,,6
1638,1432250368109395969,,2
1639,1413032082545070085,,8
1640,1397908992156831744,,10
1641,612255699,,11
1642,1443055843293818885,,2
1643,63221462,,19
1644,29930583,,2
1645,1426780411326308353,,6
1646,1437227086918217728,,2
1647,1371426702098841600,,67
1648,1284950394599362560,,23
1649,1425625731531423745,,3
1650,1016788354107625473,,6
1651,194459958,,1
1652,1446744016641462276,,9
1653,1442582284637327368,,21
1654,1425140886950789120,,36
1655,847396832032444422,,3
1656,1430905915117424643,,9
1657,1177644894246096896,,8
1658,1447644292701474818,,8
1659,1367376294325886983,,27
1660,1442229544136495104,,19
1661,1387995997809250308,,1
1662,1386910031556222979,,24
1663,1443121848762478593,,7
1664,2249554545,,22
1665,1442673266645094404,,61
1666,1439573729974099969,,128
1667,1447834039860137987,,9
1668,4927637037,,14
1669,1436987618298785794,,1
1670,971688618447253504,,48
1671,1438526852239224836,,117
1672,1415606168924295173,,2
1673,1225753605749211136,,4
1674,1440854588064600068,,5
1675,1391102401617276931,,1
1676,1435659164970143749,,1
1677,1432304181952532481,,7
1678,1345582043950841857,,12
1679,1293072041399050240,,8
1680,1443963441669050368,,22
1681,1020314005,,2
1682,1445113692371161094,,6
1683,1414237003403522052,,1
1684,1382587136998793218,,1
1685,1434523198276636678,,2
1686,1385166061339877376,,34
1687,1344946951507173377,,1
1688,1443617240683884544,,67
1689,1443222986044096515,,7
1690,1376949920477945857,,4
1691,1440929917940600832,,4
1692,1391925386133520389,,26
1693,1377309176192512001,,101
1694,2437457569,,13
1695,1442745312058036227,,3
1696,1441594465374769154,,122
1697,1441615617748992002,,12
1698,1427247215890690049,,4
1699,1378166425081159680,,7
1700,1410607072140353536,,31
1701,1378039029149495297,,4
1702,1401985988054994947,,13
1703,1405522547936923650,,2
1704,755104302117433344,,3
1705,1262670093181423616,,10
1706,1447422053779267597,,198
1707,1439545481898561541,,69
1708,1336204428509028352,,19
1709,1434503813558194180,,93
1710,1433485875543957506,,23
1711,1422698375414231041,,1
1712,1433642842572853250,,23
1713,1260197054145425409,,4
1714,1433117351617040385,,3
1715,106941045,,1
1716,1428354914296635400,,52
1717,1299915846521741313,,10
1718,1369012743999660032,,1
1719,2384533957,,10
1720,1436227260869087252,,1
1721,1434926728984530948,,1
1722,594350359,,4
1723,1435879044105474053,,10
1724,1396699364857466881,,29
1725,233065765,,12
1726,1438515991588134916,,11
1727,1446903536189460480,,4
1728,1144768627121377280,,13
1729,1448093406497054725,,5
1730,1445800961037897729,,36
1731,1161283538873925634,,6
1732,388617625,,58
1733,111322279,,1
1734,1353117601615015937,,5
1735,1274565063475466240,,133
1736,1282540214066409472,,39
1737,36304861,,1
1738,1441513978815934476,,51
1739,3032779893,,1
1740,1396745051913347079,,1
1741,1439670551912529928,,2
1742,1439168480033402881,,6
1743,1435273367402258437,,3
1744,1408841687707926528,,1
1745,1431427181557665794,,1
1746,1412748323895795715,,12
1747,347831597,,57
1748,1445001242153943040,,7
1749,955245895188209664,,59
1750,1245941128790073344,,3
1751,1432451988655165452,,23
1752,1431004721729478656,,5
1753,1442510460046098438,,11
1754,1415295773906980868,,89
1755,1431060037158404096,,10
1756,1431136693755662342,,8
1757,1447627587375845376,,4
1758,1418851919435608068,,13
1759,1193143100576808960,,45
1760,1432239975341363203,,18
1761,1361989862090489864,,1
1762,1217353466319790080,,1
1763,1439974027909607427,,227
1764,15412338,,65
1765,1339249335750389764,,2
1766,1345346234253516806,,213
1767,1391407935729831940,,5
1768,1431959989812400138,,10
1769,1440852208296202248,,8
1770,1427124966730911746,,12
1771,743194512,,1
1772,1411920971108257792,,9
1773,1443143281886433284,,3
1774,1429657256862175238,,11
1775,1447394998488600581,,36
1776,1391468232373153796,,56
1777,1433064768764461061,,5
1778,1405849459502821383,,25
1779,1394331069382541314,,19
1780,1392385621243535361,,23
1781,1445471347723816968,,15
1782,1428324244912545796,,9
1783,1434727746035326985,,21
1784,1368030710934757376,,13
1785,1438883795482992642,,28
1786,1434344541830660099,,33
1787,1440724094387843077,,16
1788,1432998168564748290,,1
1789,1435507611055443970,,34
1790,1071457412056604674,,16
1791,1437458513891143688,,15
1792,1273276170511855616,,7
1793,1428222211534557186,,4
1794,1425845450431778816,,4
1795,1442657739126321157,,8
1796,1384877141955854336,,11
1797,1435761293055561728,,6
1798,1442081316044828674,,4
1799,1446458670108143617,,634
1800,1438862092329750531,,239
1801,1411956812945915906,,14
1802,1381386541419888645,,8
1803,3231499476,,84
1804,1355486121862565890,,1
1805,1445872596394946560,,2
1806,1428738661420617739,,10
1807,1427334747466960906,,741
1808,1334566265189511174,,2
1809,1412860656965935109,,27
1810,1446904037991874563,,53
1811,896769476766515200,,1
1812,872855981335601153,,1
1813,1440442259992764419,,1
1814,1427587231594598401,,2
1815,1530530365,,9
1816,1368305129624117249,,3
1817,1436011811841757189,,85
1818,1375467431364329474,,11
1819,1430588848338255880,,9
1820,3798415873,,8
1821,1407715980684369922,,111
1822,1398828311128596483,,1
1823,1437689471235932162,,88
1824,1432835196840206343,,1
1825,1404352633976983562,,1
1826,1386956955881664514,,1
1827,1438559150309576707,,4
1828,1365129933668970503,,1
1829,1446205081796452354,,2
1830,1447365635432976386,,8
1831,1404772034467577865,,29
1832,1438147042451226627,,14
1833,1377137197510369284,,12
1834,2987955574,,17
1835,1439240304125677569,,10
1836,1431768395993780229,,49
1837,1434419706920845314,,13
1838,1439475293765341185,,7
1839,1382936343660007429,,22
1840,63658340,,21
1841,1410467937295667200,,2
1842,1440491990651588611,,6
1843,1434596955158581249,,6
1844,890402905563557888,,3
1845,1418082928542687235,,3
1846,63943613,,1
1847,1374406112212971523,,6
1848,1323762343302615040,,4
1849,1442638132780810245,,3
1850,1433399192542748677,,84
1851,1436925648543514625,,1
1852,554824653,,1
1853,1442063715994521600,,13
1854,1317151625614536704,,5
1855,1446093831833784320,,7
1856,1328625819502006276,,6
1857,1440690971381944327,,13
1858,815497466741161984,,3
1859,1403357212173549572,,3
1860,1434170264124903424,,5
1861,1425597894321655808,,10
1862,1432251020504035329,,5
1863,1374838162434965515,,2
1864,1442333574389125127,,1
1865,38625988,,1
1866,1431069387092631557,,24
1867,1277080826,,16
1868,1367089450254295040,,1
1869,1375097521215709194,,2
1870,1445168387093667842,,4
1871,1372224776866033671,,31
1872,1428311591330713601,,12
1873,66357798,,165
1874,293907955,,1
1875,1393605769036111873,,6
1876,1441868607604936704,,2
1877,1433505200598290433,,17
1878,1437676293626150915,,1578
1879,1441075698337153032,,10
1880,1441667830450049034,,16
1881,1435719347230609411,,14
1882,1431709388222435336,,759
1883,1434753144341372928,,4
1884,1431610831888961538,,1
1885,1421399407631769600,,46
1886,1432094996203667456,,98
1887,948723133304913921,,17
1888,772384838670290944,,2
1889,1414519909749428229,,1
1890,1445147749733867521,,15
1891,263116424,,1
1892,1400858451832606723,,2
1893,1269661253816815617,,6
1894,951320185515855873,,3
1895,1425994608819978245,,20
1896,1438438633862746118,,7
1897,1379724134075101199,,1
1898,1388025220322234368,,29
1899,1236903491378900992,,1
1900,1373358012484620289,,24
1901,1447602136636821507,,4
1902,2343999064,,1
1903,1431577582508544006,,3
1904,1406178685003218944,,36
1905,1438119808927780873,,25
1906,1438649331184140291,,2
1907,1436427677481766916,,12
1908,1376666165582381061,,124
1909,1418428445810429959,,40
1910,1375438750625447942,,4
1911,94362229,,1
1912,1443279124764762118,,6
1913,8386212,,16
1914,1291532896919060480,,1
1915,1410461426162929664,,8
1916,1073282194796355584,,1
1917,1395002804180299783,,13
1918,4864112076,,10
1919,1406111222769098755,,56
1920,1389614128927547394,,27
1921,1428054043935526912,,6
1922,1378001120530890757,,1
1923,1417608199147073543,,3
1924,1442453035410591745,,23
1925,1439917481770971145,,18
1926,1436719382911148036,,26
1927,4200780920,,14
1928,1421129944910884867,,15
1929,1317300293315551232,,2
1930,1264435200483659776,,8
1931,1441913098235879427,,7
1932,1183529179477757952,,3
1933,970087768415227909,,7
1934,1227923263533305857,,14
1935,1436743292285333504,,4
1936,1357022283215298566,,32
1937,1392417306651725826,,68
1938,1446251618454888456,,6
1939,284845544,,7
1940,1441729119671119881,,5
1941,163482655,,18
1942,1448194133982527493,,2
1943,1434479129718558723,,3
1944,83256560,,4
1945,1447666787701645326,,3
1946,1444693619839995912,,8
1947,1266008458605797376,,1
1948,1439965045392297987,,31
1949,1362275192546893826,,5
1950,1431665577609805829,,7
1951,1412671072831299590,,1
1952,1432190747193876486,,45
1953,1420113126716891137,,13
1954,1434576016765120518,,32
1955,1439338078192160769,,12
1956,1432340941226987524,,2
1957,1436945148970033156,,1
1958,388007952,,2
1959,1438234068093636619,,5
1960,54119170,,5
1961,951769635732557824,,18
1962,1298681982398808064,,1
1963,1417592458490392581,,2
1964,1424995222992297988,,15
1965,1420134365757984768,,6
1966,1431230282515030027,,19
1967,1440139423740358664,,1
1968,2212430138,,25
1969,1334734252680880135,,42
1970,1445426890844499969,,4
1971,1440177636118962181,,47
1972,1439572657775603713,,17
1973,1438879017831002120,,3
1974,1434099000689442820,,10
1975,1439262841551396871,,42
1976,1053510600100364288,,12
1977,1363915873778601984,,2
1978,1425797141423927297,,17
1979,1363119011584643073,,32
1980,732563285480996864,,14
1981,1436742083818049536,,1
1982,1371209846477836290,,1
1983,1429713964288471040,,26
1984,1441246419847815170,,1
1985,380957466,,22
1986,1434153269010522116,,1
1987,1383753615710384131,,2
1988,24329353,,12
1989,950317290444095489,,1
1990,2392789428,,2
1991,394721978,,40
1992,1425532137717997569,,21
1993,1009268792495489024,,22
1994,1438529293923938304,,4
1995,1435945782293762057,,3
1996,1395653303694991363,,1
1997,1430554158487130112,,7
1998,1374351526928510976,,3
1999,1406926557143199752,,32
2000,1440890371559542789,,4
2001,1173282188462190592,,2
2002,1442156564261924867,,34
2003,1446239117222817795,,25
2004,1444122014495780864,,4
2005,1083841189525291010,,14
2006,2569019940,,1
2007,1436671330120728586,,3
2008,1388500624149336067,,1
2009,1430027265333633025,,10
2010,1233363124360818688,,1
2011,328716220,,10
2012,1433361188008701952,,100
2013,1431411360030658564,,2
2014,74995845,,2
2015,2879680554,,10
2016,1431394378979758080,,1
2017,3309486534,,14
2018,1142036790343282688,,2
2019,1296952709640331264,,4
2020,1407866838177009667,,2
2021,1441841619464966148,,1
2022,1441709146592612356,,24
2023,1445075928200081412,,10
2024,1369496294268366849,,2
2025,2863396575,,2
2026,1446573626417946626,,1
2027,106648871,,1
2028,1440285378544476164,,5
2029,1448086959897915402,,1
2030,1383802058625609740,,2
2031,1420479908917153794,,3
2032,1032029263,,8
2033,1431285833055748096,,1
2034,1437366411488333827,,5
2035,866859108,,152
2036,1434086060900945920,,6
2037,1436508176053149698,,1
2038,1326160834997837828,,2
2039,1446763750611030018,,11
2040,1372817012540461058,,1
2041,1431201748866240513,,36
2042,1387585386738712582,,40
2043,1410080265188175873,,18
2044,1441132993926479873,,17
2045,3106070248,,1
2046,1431460004880535553,,1
2047,1697273742,,14
2048,1442479097754513419,,4
2049,3156450949,,1
2050,1442872571305807879,,10
2051,1432594108644663303,,17
2052,1443902808013475841,,1
2053,1440233204808499211,,1
2054,1379540442707079171,,5
2055,219168451,,20
2056,1445108713484734467,,3
2057,1437014010826797057,,26
2058,1438382282184663040,,1
2059,1433587030848524289,,14
2060,52886490,,42
2061,1427160997945516036,,2
2062,1434278050800209921,,3
2063,1435159289744674820,,4
2064,1432644851972120576,,3
2065,1444976481730433030,,3
2066,1446057425040203783,,1
2067,1379876547134377991,,15
2068,1407526523532423170,,7
2069,1444563176234889217,,13
2070,1435006377911521283,,11
2071,1380129621727797249,,3
2072,1403526222093729792,,27
2073,1244154944548155392,,4
2074,966858846986801152,,6
2075,888553976253120512,,1
2076,2685994862,,26
2077,1417869927139225609,,37
2078,145758801,,8
2079,1032952115134717952,,6
2080,1441799709710970888,,18
2081,1434634543269662722,,4
2082,1446523438336811026,,47
2083,1437371846148558855,,34
2084,1423837071718846466,,9
2085,1444250799052361731,,2
2086,51718502,,6
2087,851065582610808832,,6
2088,1252986223993532416,,8
2089,1432469540680736768,,8
2090,1314261501046394886,,6
2091,66098299,,7
2092,1430518386954473472,,3
2093,1284053187519905792,,45
2094,1409624679862710275,,74
2095,1388896832198266881,,7
2096,1430648462673162240,,1
2097,1441849409457692672,,2
2098,1426228317376565249,,17
2099,1445418038736658442,,9
2100,1445380500235845633,,1
2101,1251591541090648067,,3
2102,1444758667681804290,,4
2103,1433245454003736579,,25
2104,786264213492596736,,11
2105,1424522945712377858,,63
2106,476481194,,16
2107,1433241319258968103,,1
2108,1437811146103398402,,33
2109,1442727763274866692,,1
2110,701270673533091840,,4
2111,1430616117479985161,,9
2112,1411039597459501057,,13
2113,1419534718740074497,,3
2114,1202350744466337799,,4
2115,1108863679729152000,,1
2116,960841483401203712,,15
2117,1425282184160497665,,8
2118,1442022207731822595,,1
2119,1323706856594792448,,11
2120,1442675772095746050,,20
2121,1438174981163208714,,5
2122,1434200801799507970,,46
2123,1433170183632326661,,21
2124,1436339700936159236,,2
2125,1438213030911877120,,13
2126,1424241711895646208,,2
2127,3313143901,,4
2128,1436431052575285293,,22
2129,1439273255915884553,,3
2130,725994055759462400,,182
2131,1398752780660002817,,23
2132,1441413911710875656,,2
2133,1440243480811294720,,2
2134,1439908029818888201,,10
2135,1322409278515212288,,1
2136,1431747379812872192,,6
2137,150686819,,26
2138,1444243156845875206,,7
2139,1347763310796578819,,1
2140,941638638462554114,,3
2141,1392708737459134464,,6
2142,1433386263457898496,,2
2143,1734538424,,7
2144,1442073690796007429,,16
2145,997958700097720320,,5
